,Gene,Total number of mutations,Number of samples with one or more mutations,Profiled Samples,Percentage of samples with one or more mutations,Is Cancer Gene
0,FAM200B,35,28,517,5.4%,"No
"
1,STPG2,41,30,517,5.8%,"No
"
2,INSL3,2,2,517,0.4%,"No
"
3,KRT6C,26,23,517,4.4%,"No
"
4,ASPM,263,82,517,15.9%,"No
"
5,INSIG1,5,4,517,0.8%,"No
"
6,OGN,10,10,517,1.9%,"No
"
7,FOXM1,33,25,517,4.8%,"No
"
8,FOXE1,5,5,517,1.0%,"No
"
9,FOXC2,13,12,517,2.3%,"No
"
10,FOXJ1,8,8,517,1.5%,"No
"
11,FOXE3,2,2,517,0.4%,"No
"
12,LAMA1,169,76,517,14.7%,"No
"
13,FOXL1,19,15,517,2.9%,"No
"
14,INS,9,9,517,1.7%,"No
"
15,INPP4A,65,44,517,8.5%,"Yes
"
16,INPP5A,21,18,517,3.5%,"No
"
17,INPP5B,33,28,517,5.4%,"No
"
18,FOXO3,20,16,517,3.1%,"Yes
"
19,INPP5D,40,35,517,6.8%,"Yes
"
20,FOXO1,39,32,517,6.2%,"Yes
"
21,INPPL1,107,74,517,14.3%,"Yes
"
22,OGDH,45,34,517,6.6%,"No
"
23,FOXS1,12,12,517,2.3%,"No
"
24,OGG1,7,7,517,1.4%,"No
"
25,PDX1,7,7,517,1.4%,"No
"
26,TNFRSF11B,35,25,517,4.8%,"No
"
27,FLNB,131,70,517,13.5%,"No
"
28,A1BG,20,17,517,3.3%,"No
"
29,FLNA,172,81,517,15.7%,"No
"
30,A2M,80,43,517,8.3%,"No
"
31,MLANA,6,6,517,1.2%,"No
"
32,A2MP1,2,2,517,0.4%,"No
"
33,FLII,33,28,517,5.4%,"No
"
34,FLI1,28,22,517,4.3%,"Yes
"
35,METRNL,9,8,517,1.5%,"No
"
36,FLG,235,112,517,21.7%,"No
"
37,INSL4,9,9,517,1.7%,"No
"
38,NAT1,14,12,517,2.3%,"No
"
39,INSM1,1,1,517,0.2%,"No
"
40,OLR1,14,11,517,2.1%,"No
"
41,INSR,72,50,517,9.7%,"Yes
"
42,OMG,17,15,517,2.9%,"No
"
43,OMP,4,4,517,0.8%,"No
"
44,INSRR,76,55,517,10.6%,"No
"
45,OPA1,35,26,517,5.0%,"No
"
46,EIF3E,33,26,517,5.0%,"Yes
"
47,FLOT2,20,18,517,3.5%,"No
"
48,OPCML,24,20,517,3.9%,"No
"
49,FLNC,134,67,517,13.0%,"No
"
50,SIX6,8,8,517,1.5%,"No
"
51,IRF2,33,28,517,5.4%,"Yes
"
52,OR1D2,14,12,517,2.3%,"No
"
53,IRF3,13,11,517,2.1%,"No
"
54,OR1F1,12,10,517,1.9%,"No
"
55,IRF4,52,40,517,7.7%,"Yes
"
56,OR2C1,18,17,517,3.3%,"No
"
57,CDH2,60,40,517,7.7%,"No
"
58,FMOD,19,17,517,3.3%,"No
"
59,FMO5,23,21,517,4.1%,"No
"
60,WFDC9,4,4,517,0.8%,"No
"
61,FMO3,31,25,517,4.8%,"No
"
62,FMO2,29,23,517,4.4%,"No
"
63,FMO1,31,27,517,5.2%,"No
"
64,FLT4,54,39,517,7.5%,"Yes
"
65,FLT3LG,16,13,517,2.5%,"No
"
66,WFDC11,7,6,517,1.2%,"No
"
67,FLT3,69,43,517,8.3%,"Yes
"
68,FLT1,89,50,517,9.7%,"Yes
"
69,IPP,33,20,517,3.9%,"No
"
70,OPHN1,62,45,517,8.7%,"No
"
71,IRAK1,20,17,517,3.3%,"No
"
72,OPRD1,17,16,517,3.1%,"No
"
73,ITGA6,46,32,517,6.2%,"No
"
74,OPRK1,27,23,517,4.4%,"No
"
75,IRAK2,28,22,517,4.3%,"No
"
76,OPRL1,16,14,517,2.7%,"No
"
77,OPRM1,32,24,517,4.6%,"No
"
78,IREB2,51,36,517,7.0%,"No
"
79,FMO4,38,31,517,6.0%,"No
"
80,IRF1,16,15,517,2.9%,"Yes
"
81,ISL1,22,19,517,3.7%,"No
"
82,ISLR,23,19,517,3.7%,"No
"
83,ITGA1,62,39,517,7.5%,"No
"
84,ITGA2,65,38,517,7.4%,"No
"
85,FNTB,15,14,517,2.7%,"No
"
86,CDH12,72,46,517,8.9%,"No
"
87,CDH10,121,62,517,12.0%,"No
"
88,FNTA,8,8,517,1.5%,"No
"
89,CDH9,74,43,517,8.3%,"No
"
90,CDH8,84,52,517,10.1%,"No
"
91,CDH7,88,56,517,10.8%,"No
"
92,CDH6,34,26,517,5.0%,"No
"
93,FN1,140,75,517,14.5%,"No
"
94,CDH5,35,22,517,4.3%,"No
"
95,AFF2,113,63,517,12.2%,"No
"
96,CDH4,45,38,517,7.4%,"No
"
97,MRGPRX1,19,15,517,2.9%,"No
"
98,CDH3,31,21,517,4.1%,"No
"
99,FMR1,81,48,517,9.3%,"No
"
100,IRF5,29,22,517,4.3%,"No
"
101,OR3A1,18,14,517,2.7%,"No
"
102,IRF6,38,28,517,5.4%,"No
"
103,OR3A2,15,15,517,2.9%,"No
"
104,IRF7,7,7,517,1.4%,"No
"
105,IRS1,51,37,517,7.2%,"Yes
"
106,ORC1,47,29,517,5.6%,"No
"
107,ORC2,37,28,517,5.4%,"No
"
108,SH3PXD2B,32,29,517,5.6%,"No
"
109,ISG20,9,9,517,1.7%,"No
"
110,CDH11,82,52,517,10.1%,"Yes
"
111,NSUN5P2,3,3,517,0.6%,"No
"
112,PPP1R27,6,6,517,1.2%,"No
"
113,CYP4X1,17,14,517,2.7%,"No
"
114,ITGA9,52,34,517,6.6%,"No
"
115,ITGAD,62,42,517,8.1%,"No
"
116,ITGAE,66,38,517,7.4%,"No
"
117,ITGAL,68,48,517,9.3%,"No
"
118,ITGAM,74,51,517,9.9%,"No
"
119,SLX4IP,18,15,517,2.9%,"No
"
120,CDK7,20,19,517,3.7%,"No
"
121,FOS,18,15,517,2.9%,"No
"
122,GPRIN3,34,26,517,5.0%,"No
"
123,CDK6,20,17,517,3.3%,"Yes
"
124,FOLR3,9,9,517,1.7%,"No
"
125,CDK5,18,17,517,3.3%,"No
"
126,FOLR2,8,8,517,1.5%,"No
"
127,CDK4,11,10,517,1.9%,"Yes
"
128,CDK3,11,9,517,1.7%,"No
"
129,CDK2,13,10,517,1.9%,"No
"
130,FOLR1,7,6,517,1.2%,"No
"
131,CDH18,65,43,517,8.3%,"No
"
132,CDH17,40,34,517,6.6%,"No
"
133,FOLH1,41,33,517,6.4%,"No
"
134,CDH16,30,25,517,4.8%,"No
"
135,CDH15,31,25,517,4.8%,"No
"
136,CDH13,41,32,517,6.2%,"No
"
137,ITGA2B,44,35,517,6.8%,"No
"
138,ITGA3,27,23,517,4.4%,"No
"
139,BOD1L2,13,11,517,2.1%,"No
"
140,ITGA4,45,31,517,6.0%,"No
"
141,OST4,1,1,517,0.2%,"No
"
142,ITGA5,41,28,517,5.4%,"No
"
143,DYNAP,9,8,517,1.5%,"No
"
144,ITGA7,55,39,517,7.5%,"No
"
145,KCTD1,19,17,517,3.3%,"No
"
146,METTL24,21,19,517,3.7%,"No
"
147,ITGB3,34,27,517,5.2%,"No
"
148,ITGB4,56,42,517,8.1%,"No
"
149,EIF6,12,11,517,2.1%,"No
"
150,ITGB5,32,31,517,6.0%,"No
"
151,COX18,6,6,517,1.2%,"No
"
152,ITGB6,30,21,517,4.1%,"No
"
153,ITGB7,29,21,517,4.1%,"No
"
154,CDKN3,8,7,517,1.4%,"No
"
155,CDKN2D,4,3,517,0.6%,"No
"
156,YIPF7,14,13,517,2.5%,"No
"
157,CDKN2C,11,10,517,1.9%,"Yes
"
158,CDKN2B,2,2,517,0.4%,"Yes
"
159,FRYL,130,60,517,11.6%,"No
"
160,CDKN2A,8,6,517,1.2%,"Yes
"
161,CDKN1C,1,1,517,0.2%,"No
"
162,FPR3,29,21,517,4.1%,"No
"
163,CDKN1B,13,13,517,2.5%,"Yes
"
164,FPR2,21,18,517,3.5%,"No
"
165,CDKN1A,10,10,517,1.9%,"Yes
"
166,FPR1,12,9,517,1.7%,"No
"
167,CDK9,11,11,517,2.1%,"No
"
168,FPGS,16,16,517,3.1%,"No
"
169,CDK8,19,19,517,3.7%,"Yes
"
170,FOSL2,18,16,517,3.1%,"No
"
171,FOSB,12,11,517,2.1%,"No
"
172,ITGAV,47,33,517,6.4%,"No
"
173,ITGAX,50,34,517,6.6%,"No
"
174,ITGB1,26,20,517,3.9%,"No
"
175,ITGB2,47,31,517,6.0%,"No
"
176,MDS2,1,1,517,0.2%,"Yes
"
177,BOD1L1,149,62,517,12.0%,"No
"
178,RNF175,11,10,517,1.9%,"No
"
179,CDX1,12,12,517,2.3%,"No
"
180,CD52,4,4,517,0.8%,"No
"
181,TAS2R43,5,5,517,1.0%,"No
"
182,CDS1,30,27,517,5.2%,"No
"
183,TAS2R41,15,14,517,2.7%,"No
"
184,TAS2R40,17,15,517,2.9%,"No
"
185,TAS2R39,23,18,517,3.5%,"No
"
186,CDR2,23,20,517,3.9%,"No
"
187,CDR1,16,13,517,2.5%,"No
"
188,CDO1,15,15,517,2.9%,"No
"
189,ITGB8,29,22,517,4.3%,"No
"
190,ITIH1,47,31,517,6.0%,"No
"
191,ITIH2,80,47,517,9.1%,"No
"
192,ITIH3,46,31,517,6.0%,"No
"
193,TAS2R19,11,10,517,1.9%,"No
"
194,TAS2R30,11,11,517,2.1%,"No
"
195,TAS2R46,11,11,517,2.1%,"No
"
196,TAS2R31,10,9,517,1.7%,"No
"
197,CEBPG,7,7,517,1.4%,"No
"
198,CEBPE,18,15,517,2.9%,"No
"
199,CEBPD,2,2,517,0.4%,"No
"
200,CEBPB,1,1,517,0.2%,"No
"
201,CEBPA,1,1,517,0.2%,"Yes
"
202,DNLZ,2,2,517,0.4%,"No
"
203,TAS2R50,21,20,517,3.9%,"No
"
204,TAS2R20,18,14,517,2.7%,"No
"
205,CEACAM5,30,22,517,4.3%,"No
"
206,CLGN,33,27,517,5.2%,"No
"
207,CDX4,34,27,517,5.2%,"No
"
208,CDX2,20,17,517,3.3%,"Yes
"
209,RDH8,15,14,517,2.7%,"No
"
210,CARD18,11,10,517,1.9%,"No
"
211,CES1,33,25,517,4.8%,"No
"
212,FXN,8,7,517,1.4%,"No
"
213,CENPF,151,62,517,12.0%,"No
"
214,CENPE,120,62,517,12.0%,"No
"
215,ENPP5,31,25,517,4.8%,"No
"
216,CENPC,74,43,517,8.3%,"No
"
217,PRDM4,43,29,517,5.6%,"No
"
218,PRDM5,52,36,517,7.0%,"No
"
219,CENPB,17,17,517,3.3%,"No
"
220,CENPA,3,3,517,0.6%,"Yes
"
221,CELP,1,1,517,0.2%,"No
"
222,KIAA1671,7,6,517,1.2%,"No
"
223,TXNRD3,7,6,517,1.2%,"No
"
224,CEL,27,20,517,3.9%,"No
"
225,HNRNPUL1,45,37,517,7.2%,"No
"
226,MICALL1,21,18,517,3.5%,"No
"
227,TUBGCP6,86,53,517,10.3%,"No
"
228,RPP14,9,8,517,1.5%,"No
"
229,ATE1,22,18,517,3.5%,"No
"
230,RIMBP3,51,36,517,7.0%,"No
"
231,PTCHD1,52,40,517,7.7%,"No
"
232,KATNA1,25,21,517,4.1%,"No
"
233,KRR1,21,19,517,3.7%,"No
"
234,SSC5D,41,32,517,6.2%,"No
"
235,PRDM7,14,14,517,2.7%,"No
"
236,SHC2,18,15,517,2.9%,"No
"
237,HMSD,7,7,517,1.4%,"No
"
238,HERC2P9,1,1,517,0.2%,"No
"
239,CTSC,25,22,517,4.3%,"No
"
240,UHRF2,30,25,517,4.8%,"No
"
241,CFL2,12,11,517,2.1%,"No
"
242,CFL1,5,5,517,1.0%,"No
"
243,CETP,15,15,517,2.9%,"No
"
244,KIAA1549L,95,50,517,9.7%,"No
"
245,CETN3,13,12,517,2.3%,"No
"
246,BTN3A1,33,29,517,5.6%,"No
"
247,BTN3A2,29,24,517,4.6%,"No
"
248,FRG2B,16,16,517,3.1%,"No
"
249,CETN2,21,16,517,3.1%,"No
"
250,CETN1,18,15,517,2.9%,"No
"
251,STRIP1,35,27,517,5.2%,"No
"
252,EMILIN2,41,29,517,5.6%,"No
"
253,MYLK2,35,29,517,5.6%,"No
"
254,OBSCN,322,117,517,22.6%,"No
"
255,CIT,118,67,517,13.0%,"No
"
256,HIBADH,17,14,517,2.7%,"No
"
257,ALG2,17,13,517,2.5%,"No
"
258,MAGEB10,37,27,517,5.2%,"No
"
259,TRIM5,33,26,517,5.0%,"No
"
260,EMILIN1,46,37,517,7.2%,"No
"
261,SYDE1,29,24,517,4.6%,"No
"
262,CEP43,13,13,517,2.5%,"Yes
"
263,CFTR,52,39,517,7.5%,"No
"
264,MAGT1,23,20,517,3.9%,"No
"
265,RBM48,15,12,517,2.3%,"No
"
266,DCAF8L1,63,46,517,8.9%,"No
"
267,CEACAM8,23,19,517,3.7%,"No
"
268,CCDC112,40,30,517,5.8%,"No
"
269,CEACAM7,20,16,517,3.1%,"No
"
270,UNC13C,182,70,517,13.5%,"No
"
271,CEACAM3,16,16,517,3.1%,"No
"
272,MALSU1,5,5,517,1.0%,"No
"
273,CATSPER2P1,1,1,517,0.2%,"No
"
274,CGA,5,5,517,1.0%,"No
"
275,EIF2AK4,61,41,517,7.9%,"No
"
276,FHIP1B,49,31,517,6.0%,"No
"
277,TEX35,25,21,517,4.1%,"No
"
278,PLEKHN1,11,11,517,2.1%,"No
"
279,RGS8,12,12,517,2.3%,"No
"
280,SLC10A7,22,17,517,3.3%,"No
"
281,KIRREL2,42,34,517,6.6%,"No
"
282,SLX9,9,9,517,1.7%,"No
"
283,DTNBP1,12,12,517,2.3%,"No
"
284,TMEM222,7,7,517,1.4%,"No
"
285,SMIM21,10,10,517,1.9%,"No
"
286,HDHD2,4,4,517,0.8%,"No
"
287,PTGR3,20,17,517,3.3%,"No
"
288,OR6C65,21,18,517,3.5%,"No
"
289,OR6C68,16,14,517,2.7%,"No
"
290,TEX55,26,18,517,3.5%,"No
"
291,GOLGA8B,8,8,517,1.5%,"No
"
292,ADGRV1,254,86,517,16.6%,"No
"
293,IGSF11,17,15,517,2.9%,"No
"
294,CEACAM4,20,17,517,3.3%,"No
"
295,KATNAL1,30,26,517,5.0%,"No
"
296,WDR54,15,13,517,2.5%,"No
"
297,MND1,18,14,517,2.7%,"No
"
298,SIGLEC15,6,6,517,1.2%,"No
"
299,NSRP1,24,21,517,4.1%,"No
"
300,ENKD1,11,11,517,2.1%,"No
"
301,ZRANB3,56,40,517,7.7%,"No
"
302,FAM153A,13,11,517,2.1%,"No
"
303,ARL10,7,7,517,1.4%,"No
"
304,CDNF,14,13,517,2.5%,"No
"
305,ALDH16A1,31,24,517,4.6%,"No
"
306,CPT1C,36,32,517,6.2%,"No
"
307,FBXO30,28,23,517,4.4%,"No
"
308,RAB6C,15,12,517,2.3%,"No
"
309,FAM186B,40,30,517,5.8%,"No
"
310,HORMAD1,29,23,517,4.4%,"No
"
311,ARMC2,30,24,517,4.6%,"No
"
312,IZUMO2,14,13,517,2.5%,"No
"
313,PGAM4,19,17,517,3.3%,"No
"
314,JOSD2,9,8,517,1.5%,"No
"
315,KBTBD7,46,32,517,6.2%,"No
"
316,C3ORF20,46,35,517,6.8%,"No
"
317,ANKRD27,59,42,517,8.1%,"No
"
318,QRICH2,54,35,517,6.8%,"No
"
319,MYCBPAP,46,36,517,7.0%,"No
"
320,TKTL2,46,34,517,6.6%,"No
"
321,FSCB,57,42,517,8.1%,"No
"
322,TMEM192,13,13,517,2.5%,"No
"
323,UCN3,7,7,517,1.4%,"No
"
324,SIGLEC11,28,21,517,4.1%,"No
"
325,SLC2A13,24,21,517,4.1%,"No
"
326,PODN,45,33,517,6.4%,"No
"
327,CCDC18,62,41,517,7.9%,"No
"
328,TCEANC2,11,10,517,1.9%,"No
"
329,CNMD,21,17,517,3.3%,"No
"
330,GLRA4,31,25,517,4.8%,"No
"
331,SH2D7,30,24,517,4.6%,"No
"
332,WWP2,38,28,517,5.4%,"No
"
333,SOX30,39,28,517,5.4%,"No
"
334,ZNF704,17,16,517,3.1%,"No
"
335,DUS4L,14,13,517,2.5%,"No
"
336,UBE2C,7,7,517,1.4%,"No
"
337,CNTRL,85,48,517,9.3%,"Yes
"
338,ANO3,64,39,517,7.5%,"No
"
339,KIF21B,93,58,517,11.2%,"No
"
340,PDS5B,93,56,517,10.8%,"Yes
"
341,FNBP1,29,23,517,4.4%,"Yes
"
342,SMG1,183,77,517,14.9%,"Yes
"
343,OR10J5,22,15,517,2.9%,"No
"
344,MYT1L,87,53,517,10.3%,"No
"
345,MON2,86,50,517,9.7%,"No
"
346,PDXDC1,45,30,517,5.8%,"No
"
347,TNIK,100,58,517,11.2%,"No
"
348,DEPP1,5,5,517,1.0%,"No
"
349,SNRNP35,17,17,517,3.3%,"No
"
350,NEUROG3,22,19,517,3.7%,"No
"
351,RAPGEF4,70,48,517,9.3%,"No
"
352,RALYL,29,24,517,4.6%,"No
"
353,CYB561D2,10,8,517,1.5%,"No
"
354,ADGRG4,252,82,517,15.9%,"No
"
355,CNTN4,80,51,517,9.9%,"No
"
356,TMEM115,9,9,517,1.7%,"No
"
357,C16ORF74,1,1,517,0.2%,"No
"
358,DUSP14,8,8,517,1.5%,"No
"
359,SCGB1D4,6,5,517,1.0%,"No
"
360,TRIM31,25,23,517,4.4%,"No
"
361,TOPBP1,62,37,517,7.2%,"No
"
362,CDC20B,36,29,517,5.6%,"No
"
363,TPPP,9,8,517,1.5%,"No
"
364,STMN2,6,6,517,1.2%,"No
"
365,KRTCAP3,7,7,517,1.4%,"No
"
366,RWDD4,10,9,517,1.7%,"No
"
367,NMNAT2,18,15,517,2.9%,"No
"
368,CLUAP1,19,18,517,3.5%,"No
"
369,LRRN4,24,20,517,3.9%,"No
"
370,ZHX3,43,36,517,7.0%,"No
"
371,HGSNAT,40,32,517,6.2%,"No
"
372,ENDOD1,17,13,517,2.5%,"No
"
373,ZSWIM8,72,47,517,9.1%,"No
"
374,NCOA6,78,49,517,9.5%,"No
"
375,LRRC56,18,16,517,3.1%,"No
"
376,TRIOBP,107,61,517,11.8%,"No
"
377,HSF2BP,25,21,517,4.1%,"No
"
378,RER1,8,7,517,1.4%,"No
"
379,SEPTIN10,17,14,517,2.7%,"No
"
380,B4GAT1,18,16,517,3.1%,"No
"
381,PIM2,16,11,517,2.1%,"No
"
382,MID2,54,39,517,7.5%,"No
"
383,SPTSSB,8,8,517,1.5%,"No
"
384,TMCC1,30,22,517,4.3%,"No
"
385,SPANXN4,7,5,517,1.0%,"No
"
386,PDZRN3,36,25,517,4.8%,"No
"
387,BUD23,16,14,517,2.7%,"No
"
388,UNC13A,77,42,517,8.1%,"No
"
389,MYO16,127,67,517,13.0%,"No
"
390,CT45A5,10,9,517,1.7%,"No
"
391,KDM1A,23,19,517,3.7%,"No
"
392,RBM34,20,18,517,3.5%,"No
"
393,PRIMPOL,25,22,517,4.3%,"No
"
394,BAGE2,5,5,517,1.0%,"No
"
395,PAQR8,17,16,517,3.1%,"No
"
396,SNRNP200,93,50,517,9.7%,"No
"
397,PPIL4,40,31,517,6.0%,"No
"
398,PALLD,34,27,517,5.2%,"No
"
399,UPK1A,16,15,517,2.9%,"No
"
400,TENT4A,35,28,517,5.4%,"No
"
401,ADRM1,14,13,517,2.5%,"No
"
402,SLC35D2,13,12,517,2.3%,"No
"
403,RNF183,6,5,517,1.0%,"No
"
404,OR2T3,29,24,517,4.6%,"No
"
405,OR2T8,23,19,517,3.7%,"No
"
406,OR2W3,15,14,517,2.7%,"No
"
407,OR14K1,25,21,517,4.1%,"No
"
408,CT45A3,1,1,517,0.2%,"No
"
409,CPSF6,25,25,517,4.8%,"No
"
410,RTL8B,9,9,517,1.7%,"No
"
411,NUDT21,4,4,517,0.8%,"No
"
412,OGFR,31,25,517,4.8%,"No
"
413,SAMD4A,27,23,517,4.4%,"No
"
414,PHLPP2,58,37,517,7.2%,"No
"
415,ZNF292,188,93,517,18.0%,"No
"
416,PDZD2,109,59,517,11.4%,"No
"
417,WDTC1,32,27,517,5.2%,"No
"
418,XPO7,45,33,517,6.4%,"No
"
419,B3GALT5-AS1,6,6,517,1.2%,"No
"
420,KDM4B,39,31,517,6.0%,"No
"
421,MAST3,50,38,517,7.4%,"No
"
422,USP33,52,38,517,7.4%,"No
"
423,FBF1,32,23,517,4.4%,"No
"
424,ZNF813,44,34,517,6.6%,"No
"
425,DOP1A,118,62,517,12.0%,"No
"
426,DDX52,26,23,517,4.4%,"No
"
427,ATCAY,25,22,517,4.3%,"No
"
428,ZPBP,29,20,517,3.9%,"No
"
429,COL27A1,78,49,517,9.5%,"No
"
430,OR6F1,17,16,517,3.1%,"No
"
431,ABHD2,12,11,517,2.1%,"No
"
432,WWP1,60,44,517,8.5%,"Yes
"
433,OR5H15,34,26,517,5.0%,"No
"
434,OR5K3,27,20,517,3.9%,"No
"
435,OR5K4,25,16,517,3.1%,"No
"
436,RAB35,8,7,517,1.4%,"Yes
"
437,IFT27,2,2,517,0.4%,"No
"
438,WDFY3,161,78,517,15.1%,"No
"
439,GPR160,15,14,517,2.7%,"No
"
440,DAAM1,59,40,517,7.7%,"No
"
441,RNF11,6,5,517,1.0%,"No
"
442,TRUB2,10,9,517,1.7%,"No
"
443,MAPKBP1,52,29,517,5.6%,"No
"
444,PLCH1,89,54,517,10.4%,"No
"
445,FETUB,30,27,517,5.2%,"No
"
446,KLHDC10,18,14,517,2.7%,"No
"
447,CYFIP2,78,52,517,10.1%,"No
"
448,OR5H14,26,22,517,4.3%,"No
"
449,AKAP8L,23,19,517,3.7%,"No
"
450,VAX1,9,8,517,1.5%,"No
"
451,TDRKH,23,19,517,3.7%,"No
"
452,TMPRSS13,21,19,517,3.7%,"No
"
453,LILRB3,23,22,517,4.3%,"No
"
454,LILRA1,32,27,517,5.2%,"No
"
455,B3GNT5,27,23,517,4.4%,"No
"
456,LILRA2,18,17,517,3.3%,"No
"
457,LILRA3,16,14,517,2.7%,"No
"
458,RBPMS,7,7,517,1.4%,"No
"
459,DCAF4L2,38,31,517,6.0%,"No
"
460,RAB31,14,12,517,2.3%,"No
"
461,STK38L,20,15,517,2.9%,"No
"
462,SPEN,121,63,517,12.2%,"Yes
"
463,FBXO21,29,27,517,5.2%,"No
"
464,GOLGA8A,11,11,517,2.1%,"No
"
465,EXOSC7,12,12,517,2.3%,"No
"
466,FAIM2,13,12,517,2.3%,"No
"
467,CNOT1,131,64,517,12.4%,"No
"
468,LGALS12,10,9,517,1.7%,"No
"
469,RAB21,8,7,517,1.4%,"No
"
470,DSTN,15,14,517,2.7%,"No
"
471,ADAP1,7,7,517,1.4%,"No
"
472,GTF2A1L,2,2,517,0.4%,"No
"
473,ABCC11,94,52,517,10.1%,"No
"
474,RIPK3,21,17,517,3.3%,"No
"
475,STON1,2,2,517,0.4%,"No
"
476,FUNDC1,8,8,517,1.5%,"No
"
477,OR4A47,21,16,517,3.1%,"No
"
478,ZNF440,42,32,517,6.2%,"No
"
479,MIER3,12,10,517,1.9%,"No
"
480,ZNF285,43,28,517,5.4%,"No
"
481,IL21,11,11,517,2.1%,"No
"
482,TTC23L,25,20,517,3.9%,"No
"
483,CHORDC1,19,16,517,3.1%,"No
"
484,PARP15,30,28,517,5.4%,"No
"
485,CCDC159,11,10,517,1.9%,"No
"
486,SWSAP1,7,7,517,1.4%,"No
"
487,IL24,17,15,517,2.9%,"No
"
488,DGCR6L,7,7,517,1.4%,"No
"
489,SHANK3,39,32,517,6.2%,"No
"
490,SLC27A2,19,17,517,3.3%,"No
"
491,SLC27A3,30,23,517,4.4%,"No
"
492,SPINK5,72,44,517,8.5%,"No
"
493,KIF2C,38,28,517,5.4%,"No
"
494,SHISAL1,12,11,517,2.1%,"No
"
495,LILRB4,29,20,517,3.9%,"No
"
496,TMCO2,11,9,517,1.7%,"No
"
497,OR2T35,5,5,517,1.0%,"No
"
498,ARSK,25,23,517,4.4%,"No
"
499,GLIPR1,15,15,517,2.9%,"No
"
500,FAM81B,27,24,517,4.6%,"No
"
501,AP3M1,15,12,517,2.3%,"No
"
502,PABPC1,33,21,517,4.1%,"No
"
503,ZNF491,41,28,517,5.4%,"No
"
504,ZNF441,51,33,517,6.4%,"No
"
505,SEC22A,10,10,517,1.9%,"No
"
506,ZNF684,17,15,517,2.9%,"No
"
507,FAM229B,2,2,517,0.4%,"No
"
508,LIAS,17,14,517,2.7%,"No
"
509,TRIM9,41,34,517,6.6%,"No
"
510,KRT87P,1,1,517,0.2%,"No
"
511,KLK11,13,12,517,2.3%,"No
"
512,TLK2,31,24,517,4.6%,"No
"
513,OR2T27,26,19,517,3.7%,"No
"
514,KDELR2,8,8,517,1.5%,"No
"
515,TMSB15A,3,3,517,0.6%,"No
"
516,ATF7,18,16,517,3.1%,"No
"
517,KDELR3,8,7,517,1.4%,"No
"
518,TMED1,7,7,517,1.4%,"No
"
519,SNRNP27,7,6,517,1.2%,"No
"
520,FAM111A,33,25,517,4.8%,"No
"
521,ENTPD1-AS1,1,1,517,0.2%,"No
"
522,ZNF567,35,26,517,5.0%,"No
"
523,MTX3,14,13,517,2.5%,"No
"
524,TBC1D3,4,4,517,0.8%,"No
"
525,KIAA0825,77,45,517,8.7%,"No
"
526,GPR150,3,3,517,0.6%,"No
"
527,SLC17A9,30,24,517,4.6%,"No
"
528,VSTM2A,11,11,517,2.1%,"No
"
529,DTWD2,21,17,517,3.3%,"No
"
530,TTLL9,28,23,517,4.4%,"No
"
531,TBC1D3H,1,1,517,0.2%,"No
"
532,MANBAL,3,3,517,0.6%,"No
"
533,DUSP21,19,17,517,3.3%,"No
"
534,ZNF114,15,11,517,2.1%,"No
"
535,FAM205A,52,29,517,5.6%,"No
"
536,GPATCH3,18,17,517,3.3%,"No
"
537,IL4I1,16,15,517,2.9%,"No
"
538,NAPB,17,17,517,3.3%,"No
"
539,IL20,19,16,517,3.1%,"No
"
540,RELL2,14,13,517,2.5%,"No
"
541,ZBED8,35,25,517,4.8%,"No
"
542,TNN,78,45,517,8.7%,"No
"
543,CHTF18,51,31,517,6.0%,"No
"
544,CNTNAP3B,4,4,517,0.8%,"No
"
545,ZNF335,55,38,517,7.4%,"No
"
546,CIDEC,15,12,517,2.3%,"No
"
547,ELMO2,27,21,517,4.1%,"No
"
548,BLOC1S5,11,11,517,2.1%,"No
"
549,GALNT11,38,28,517,5.4%,"No
"
550,FAM174A,6,5,517,1.0%,"No
"
551,UBQLN3,29,19,517,3.7%,"No
"
552,IL21R,25,24,517,4.6%,"Yes
"
553,GALNT9,29,25,517,4.8%,"No
"
554,ATP6V0A4,50,34,517,6.6%,"No
"
555,IL22,8,8,517,1.5%,"No
"
556,DEF6,23,19,517,3.7%,"No
"
557,ITSN2,74,45,517,8.7%,"No
"
558,NBPF22P,2,1,517,0.2%,"No
"
559,STEEP1,19,17,517,3.3%,"No
"
560,MRPS14,8,7,517,1.4%,"No
"
561,ZNF667,42,30,517,5.8%,"No
"
562,MCUR1,9,9,517,1.7%,"No
"
563,PCIF1,29,18,517,3.5%,"No
"
564,ZNF383,38,31,517,6.0%,"No
"
565,C12ORF73,2,2,517,0.4%,"No
"
566,ITPA,7,5,517,1.0%,"No
"
567,ITPK1,22,16,517,3.1%,"No
"
568,ANKEF1,39,28,517,5.4%,"No
"
569,ITPKA,9,6,517,1.2%,"No
"
570,XPNPEP3,22,18,517,3.5%,"No
"
571,ITPKB,41,36,517,7.0%,"No
"
572,CHP2,13,12,517,2.3%,"No
"
573,ITPR1,131,72,517,13.9%,"No
"
574,ITPR2,137,70,517,13.5%,"No
"
575,ITIH4,40,28,517,5.4%,"No
"
576,CUZD1,27,20,517,3.9%,"No
"
577,ITK,42,29,517,5.6%,"Yes
"
578,ZFTRAF1,10,9,517,1.7%,"No
"
579,STT3A,39,27,517,5.2%,"No
"
