,Gene,Total number of mutations,Number of samples with one or more mutations,Profiled Samples,Percentage of samples with one or more mutations,Is Cancer Gene
0,FAM200B,19,15,534,2.8%,"No
"
1,STPG2,19,16,534,3.0%,"No
"
2,INSL3,3,3,534,0.6%,"No
"
3,KRT6C,16,16,534,3.0%,"No
"
4,ASPM,74,49,534,9.2%,"No
"
5,FOXD2,6,5,534,0.9%,"No
"
6,INSIG1,3,3,534,0.6%,"No
"
7,OGN,6,5,534,0.9%,"No
"
8,FOXM1,11,9,534,1.7%,"No
"
9,FOXE1,7,7,534,1.3%,"No
"
10,FOXC2,5,5,534,0.9%,"No
"
11,FOXJ1,6,6,534,1.1%,"No
"
12,FOXE3,3,3,534,0.6%,"No
"
13,LAMA1,78,52,534,9.7%,"No
"
14,FOXL1,10,9,534,1.7%,"No
"
15,INS,1,1,534,0.2%,"No
"
16,INPP4A,19,18,534,3.4%,"Yes
"
17,INPP5A,9,8,534,1.5%,"No
"
18,INPP5B,13,10,534,1.9%,"No
"
19,FOXO3,10,9,534,1.7%,"Yes
"
20,INPP5D,24,20,534,3.7%,"Yes
"
21,FOXO1,9,8,534,1.5%,"Yes
"
22,INPPL1,20,20,534,3.7%,"Yes
"
23,OGDH,18,17,534,3.2%,"No
"
24,FOXS1,9,9,534,1.7%,"No
"
25,OGG1,4,4,534,0.7%,"No
"
26,PDX1,3,3,534,0.6%,"No
"
27,TNFRSF11B,9,9,534,1.7%,"No
"
28,FLNB,48,37,534,6.9%,"No
"
29,A1BG,10,9,534,1.7%,"No
"
30,FLNA,47,36,534,6.7%,"No
"
31,A2M,38,30,534,5.6%,"No
"
32,MLANA,5,5,534,0.9%,"No
"
33,FLII,20,15,534,2.8%,"No
"
34,FLI1,11,11,534,2.1%,"Yes
"
35,METRNL,7,7,534,1.3%,"No
"
36,FLG,134,94,534,17.6%,"No
"
37,INSL4,1,1,534,0.2%,"No
"
38,NAT1,2,2,534,0.4%,"No
"
39,INSM1,1,1,534,0.2%,"No
"
40,OLR1,8,7,534,1.3%,"No
"
41,INSR,17,17,534,3.2%,"Yes
"
42,OMG,5,3,534,0.6%,"No
"
43,OMP,4,4,534,0.7%,"No
"
44,INSRR,33,26,534,4.9%,"No
"
45,OPA1,15,11,534,2.1%,"No
"
46,EIF3E,9,9,534,1.7%,"Yes
"
47,FLOT2,6,6,534,1.1%,"No
"
48,OPCML,22,22,534,4.1%,"No
"
49,FLNC,54,42,534,7.9%,"No
"
50,SIX6,5,5,534,0.9%,"No
"
51,IRF2,13,12,534,2.2%,"Yes
"
52,OR1D2,4,4,534,0.7%,"No
"
53,IRF3,4,4,534,0.7%,"No
"
54,OR1F1,7,6,534,1.1%,"No
"
55,IRF4,20,18,534,3.4%,"Yes
"
56,OR2C1,5,5,534,0.9%,"No
"
57,CDH2,46,31,534,5.8%,"No
"
58,FMOD,9,8,534,1.5%,"No
"
59,FMO5,13,12,534,2.2%,"No
"
60,WFDC9,2,2,534,0.4%,"No
"
61,FMO3,15,12,534,2.2%,"No
"
62,FMO2,16,13,534,2.4%,"No
"
63,FMO1,11,11,534,2.1%,"No
"
64,FLT4,34,30,534,5.6%,"Yes
"
65,FLT3LG,1,1,534,0.2%,"No
"
66,WFDC11,2,2,534,0.4%,"No
"
67,FLT3,14,10,534,1.9%,"Yes
"
68,FLT1,31,24,534,4.5%,"Yes
"
69,IPP,12,8,534,1.5%,"No
"
70,OPHN1,8,7,534,1.3%,"No
"
71,IRAK1,6,6,534,1.1%,"No
"
72,OPRD1,10,10,534,1.9%,"No
"
73,ITGA6,20,18,534,3.4%,"No
"
74,OPRK1,10,10,534,1.9%,"No
"
75,IRAK2,12,10,534,1.9%,"No
"
76,OPRL1,10,9,534,1.7%,"No
"
77,OPRM1,11,11,534,2.1%,"No
"
78,IREB2,14,10,534,1.9%,"No
"
79,FMO4,17,11,534,2.1%,"No
"
80,IRF1,8,8,534,1.5%,"Yes
"
81,ISL1,16,13,534,2.4%,"No
"
82,ISLR,12,11,534,2.1%,"No
"
83,ITGA1,18,15,534,2.8%,"No
"
84,ITGA2,21,12,534,2.2%,"No
"
85,FNTB,6,5,534,0.9%,"No
"
86,CDH12,29,24,534,4.5%,"No
"
87,CDH10,64,42,534,7.9%,"No
"
88,FNTA,4,4,534,0.7%,"No
"
89,CDH9,57,43,534,8.1%,"No
"
90,CDH8,46,35,534,6.6%,"No
"
91,CDH7,16,14,534,2.6%,"No
"
92,CDH6,23,20,534,3.7%,"No
"
93,FN1,55,44,534,8.2%,"No
"
94,CDH5,12,12,534,2.2%,"No
"
95,AFF2,47,38,534,7.1%,"No
"
96,CDH4,40,34,534,6.4%,"No
"
97,MRGPRX1,19,18,534,3.4%,"No
"
98,CDH3,7,7,534,1.3%,"No
"
99,FMR1,12,10,534,1.9%,"No
"
100,IRF5,6,5,534,0.9%,"No
"
101,OR3A1,10,9,534,1.7%,"No
"
102,IRF6,6,6,534,1.1%,"No
"
103,OR3A2,4,4,534,0.7%,"No
"
104,IRF7,8,7,534,1.3%,"No
"
105,IRS1,21,20,534,3.7%,"Yes
"
106,ORC1,14,13,534,2.4%,"No
"
107,ORC2,9,8,534,1.5%,"No
"
108,SH3PXD2B,21,16,534,3.0%,"No
"
109,ISG20,3,3,534,0.6%,"No
"
110,CDH11,28,26,534,4.9%,"Yes
"
111,NSUN5P2,1,1,534,0.2%,"No
"
112,CYP4X1,4,4,534,0.7%,"No
"
113,ITGA9,18,15,534,2.8%,"No
"
114,ITGAD,26,21,534,3.9%,"No
"
115,ITGAE,18,12,534,2.2%,"No
"
116,ITGAL,24,21,534,3.9%,"No
"
117,ITGAM,20,19,534,3.6%,"No
"
118,SLX4IP,6,5,534,0.9%,"No
"
119,CDK7,5,5,534,0.9%,"No
"
120,FOS,6,6,534,1.1%,"No
"
121,GPRIN3,8,8,534,1.5%,"No
"
122,CDK6,3,3,534,0.6%,"Yes
"
123,FOLR3,5,5,534,0.9%,"No
"
124,CDK5,6,6,534,1.1%,"No
"
125,FOLR2,4,4,534,0.7%,"No
"
126,CDK4,7,6,534,1.1%,"Yes
"
127,CDK3,4,4,534,0.7%,"No
"
128,CDK2,4,4,534,0.7%,"No
"
129,FOLR1,6,6,534,1.1%,"No
"
130,CDH18,38,29,534,5.4%,"No
"
131,CDH17,15,15,534,2.8%,"No
"
132,FOLH1,30,27,534,5.1%,"No
"
133,CDH16,20,18,534,3.4%,"No
"
134,CDH15,7,7,534,1.3%,"No
"
135,CDH13,24,22,534,4.1%,"No
"
136,ITGA2B,12,11,534,2.1%,"No
"
137,ITGA3,20,19,534,3.6%,"No
"
138,BOD1L2,2,2,534,0.4%,"No
"
139,ITGA4,23,20,534,3.7%,"No
"
140,OST4,1,1,534,0.2%,"No
"
141,ITGA5,18,16,534,3.0%,"No
"
142,DYNAP,3,3,534,0.6%,"No
"
143,ITGA7,27,25,534,4.7%,"No
"
144,KCTD1,7,6,534,1.1%,"No
"
145,METTL24,6,6,534,1.1%,"No
"
146,ITGB3,21,17,534,3.2%,"No
"
147,ITGB4,26,25,534,4.7%,"No
"
148,EIF6,2,2,534,0.4%,"No
"
149,ITGB5,9,8,534,1.5%,"No
"
150,COX18,7,6,534,1.1%,"No
"
151,ITGB6,21,19,534,3.6%,"No
"
152,ITGB7,11,9,534,1.7%,"No
"
153,CDKN3,2,2,534,0.4%,"No
"
154,CDKN2D,1,1,534,0.2%,"No
"
155,YIPF7,7,7,534,1.3%,"No
"
156,CDKN2C,2,2,534,0.4%,"Yes
"
157,CDKN2B,1,1,534,0.2%,"Yes
"
158,FRYL,59,46,534,8.6%,"No
"
159,CDKN2A,3,3,534,0.6%,"Yes
"
160,FPR3,11,9,534,1.7%,"No
"
161,CDKN1B,5,5,534,0.9%,"Yes
"
162,FPR2,9,8,534,1.5%,"No
"
163,CDKN1A,3,3,534,0.6%,"Yes
"
164,FPR1,10,10,534,1.9%,"No
"
165,CDK9,5,5,534,0.9%,"No
"
166,FPGS,4,4,534,0.7%,"No
"
167,CDK8,13,11,534,2.1%,"Yes
"
168,FOSL2,3,3,534,0.6%,"No
"
169,FOSB,6,5,534,0.9%,"No
"
170,ITGAV,26,17,534,3.2%,"No
"
171,ITGAX,29,24,534,4.5%,"No
"
172,ITGB1,14,13,534,2.4%,"No
"
173,ITGB2,23,22,534,4.1%,"No
"
174,MDS2,3,3,534,0.6%,"Yes
"
175,BOD1L1,48,33,534,6.2%,"No
"
176,SERF1B,1,1,534,0.2%,"No
"
177,RNF175,4,3,534,0.6%,"No
"
178,CD52,2,2,534,0.4%,"No
"
179,TAS2R43,5,5,534,0.9%,"No
"
180,CDS1,5,4,534,0.7%,"No
"
181,TAS2R41,4,4,534,0.7%,"No
"
182,TAS2R40,5,5,534,0.9%,"No
"
183,TAS2R39,11,9,534,1.7%,"No
"
184,CDR2,11,10,534,1.9%,"No
"
185,CDR1,8,8,534,1.5%,"No
"
186,CDO1,6,6,534,1.1%,"No
"
187,ITGB8,17,15,534,2.8%,"No
"
188,ITIH1,23,21,534,3.9%,"No
"
189,ITIH2,30,26,534,4.9%,"No
"
190,ITIH3,14,13,534,2.4%,"No
"
191,TAS2R19,9,8,534,1.5%,"No
"
192,TAS2R30,9,8,534,1.5%,"No
"
193,TAS2R46,3,3,534,0.6%,"No
"
194,TAS2R31,4,3,534,0.6%,"No
"
195,CEBPG,2,2,534,0.4%,"No
"
196,CEBPE,7,7,534,1.3%,"No
"
197,CEBPB,1,1,534,0.2%,"No
"
198,CEBPA,2,2,534,0.4%,"Yes
"
199,DNLZ,3,3,534,0.6%,"No
"
200,TAS2R50,9,7,534,1.3%,"No
"
201,TAS2R20,2,2,534,0.4%,"No
"
202,CEACAM5,8,7,534,1.3%,"No
"
203,CLGN,13,11,534,2.1%,"No
"
204,CDX4,3,3,534,0.6%,"No
"
205,CDX2,7,7,534,1.3%,"Yes
"
206,RDH8,6,6,534,1.1%,"No
"
207,CARD18,3,2,534,0.4%,"No
"
208,CES1,15,12,534,2.2%,"No
"
209,FXN,3,3,534,0.6%,"No
"
210,CENPF,57,38,534,7.1%,"No
"
211,CENPE,44,29,534,5.4%,"No
"
212,ENPP5,11,10,534,1.9%,"No
"
213,CENPC,15,14,534,2.6%,"No
"
214,PRDM4,14,13,534,2.4%,"No
"
215,PRDM5,19,17,534,3.2%,"No
"
216,CENPB,5,5,534,0.9%,"No
"
217,CENPA,5,5,534,0.9%,"Yes
"
218,KIAA1671,6,6,534,1.1%,"No
"
219,TXNRD3,4,4,534,0.7%,"No
"
220,CEL,16,15,534,2.8%,"No
"
221,HNRNPUL1,16,14,534,2.6%,"No
"
222,MICALL1,10,10,534,1.9%,"No
"
223,TUBGCP6,17,16,534,3.0%,"No
"
224,RPP14,3,3,534,0.6%,"No
"
225,ATE1,9,8,534,1.5%,"No
"
226,RIMBP3,19,18,534,3.4%,"No
"
227,PTCHD1,18,18,534,3.4%,"No
"
228,KATNA1,6,6,534,1.1%,"No
"
229,KRR1,7,6,534,1.1%,"No
"
230,SSC5D,34,27,534,5.1%,"No
"
231,PRDM7,8,8,534,1.5%,"No
"
232,SHC2,10,9,534,1.7%,"No
"
233,HMSD,4,4,534,0.7%,"No
"
234,CTSC,16,15,534,2.8%,"No
"
235,UHRF2,14,14,534,2.6%,"No
"
236,CFL2,2,2,534,0.4%,"No
"
237,CFL1,3,3,534,0.6%,"No
"
238,CETP,9,9,534,1.7%,"No
"
239,KIAA1549L,34,28,534,5.2%,"No
"
240,CETN3,7,7,534,1.3%,"No
"
241,BTN3A1,1,1,534,0.2%,"No
"
242,BTN3A2,11,11,534,2.1%,"No
"
243,FRG2B,6,5,534,0.9%,"No
"
244,CETN2,1,1,534,0.2%,"No
"
245,CETN1,8,7,534,1.3%,"No
"
246,STRIP1,11,10,534,1.9%,"No
"
247,EMILIN2,14,10,534,1.9%,"No
"
248,MYLK2,7,7,534,1.3%,"No
"
249,OBSCN,173,99,534,18.5%,"No
"
250,CIT,31,22,534,4.1%,"No
"
251,HIBADH,5,5,534,0.9%,"No
"
252,ALG2,4,4,534,0.7%,"No
"
253,MAGEB10,5,4,534,0.7%,"No
"
254,TRIM5,3,3,534,0.6%,"No
"
255,EMILIN1,21,19,534,3.6%,"No
"
256,SYDE1,14,13,534,2.4%,"No
"
257,CEP43,7,6,534,1.1%,"Yes
"
258,CFTR,31,23,534,4.3%,"No
"
259,MAGT1,9,9,534,1.7%,"No
"
260,RBM48,14,12,534,2.2%,"No
"
261,DCAF8L1,15,14,534,2.6%,"No
"
262,CEACAM8,5,5,534,0.9%,"No
"
263,CCDC112,11,11,534,2.1%,"No
"
264,CEACAM7,5,5,534,0.9%,"No
"
265,UNC13C,87,59,534,11.0%,"No
"
266,CEACAM3,6,6,534,1.1%,"No
"
267,MALSU1,2,2,534,0.4%,"No
"
268,CGA,5,5,534,0.9%,"No
"
269,EIF2AK4,22,20,534,3.7%,"No
"
270,FHIP1B,12,9,534,1.7%,"No
"
271,TEX35,5,5,534,0.9%,"No
"
272,PLEKHN1,8,8,534,1.5%,"No
"
273,RGS8,6,6,534,1.1%,"No
"
274,SLC10A7,4,3,534,0.6%,"No
"
275,KIRREL2,20,17,534,3.2%,"No
"
276,SLX9,4,4,534,0.7%,"No
"
277,DTNBP1,3,3,534,0.6%,"No
"
278,TMEM222,3,3,534,0.6%,"No
"
279,SMIM21,3,3,534,0.6%,"No
"
280,HDHD2,5,5,534,0.9%,"No
"
281,PTGR3,8,8,534,1.5%,"No
"
282,OR6C65,8,8,534,1.5%,"No
"
283,OR6C68,8,8,534,1.5%,"No
"
284,TEX55,6,5,534,0.9%,"No
"
285,ADGRV1,127,72,534,13.5%,"No
"
286,IGSF11,10,9,534,1.7%,"No
"
287,CEACAM4,6,6,534,1.1%,"No
"
288,KATNAL1,12,9,534,1.7%,"No
"
289,WDR54,3,3,534,0.6%,"No
"
290,MND1,6,5,534,0.9%,"No
"
291,SIGLEC15,1,1,534,0.2%,"No
"
292,NSRP1,10,10,534,1.9%,"No
"
293,ENKD1,7,7,534,1.3%,"No
"
294,ZRANB3,18,15,534,2.8%,"No
"
295,FAM153A,9,9,534,1.7%,"No
"
296,ARL10,3,3,534,0.6%,"No
"
297,CDNF,10,9,534,1.7%,"No
"
298,ALDH16A1,16,13,534,2.4%,"No
"
299,CPT1C,14,13,534,2.4%,"No
"
300,FBXO30,11,11,534,2.1%,"No
"
301,RAB6C,7,7,534,1.3%,"No
"
302,FAM186B,16,15,534,2.8%,"No
"
303,HORMAD1,11,11,534,2.1%,"No
"
304,ARMC2,16,12,534,2.2%,"No
"
305,IZUMO2,1,1,534,0.2%,"No
"
306,PGAM4,3,3,534,0.6%,"No
"
307,JOSD2,2,2,534,0.4%,"No
"
308,KBTBD7,14,13,534,2.4%,"No
"
309,C3ORF20,26,22,534,4.1%,"No
"
310,ANKRD27,14,14,534,2.6%,"No
"
311,QRICH2,21,17,534,3.2%,"No
"
312,MYCBPAP,21,18,534,3.4%,"No
"
313,TKTL2,15,13,534,2.4%,"No
"
314,FSCB,23,17,534,3.2%,"No
"
315,TMEM192,7,6,534,1.1%,"No
"
316,UCN3,3,3,534,0.6%,"No
"
317,SIGLEC11,19,16,534,3.0%,"No
"
318,SLC2A13,13,12,534,2.2%,"No
"
319,PODN,17,16,534,3.0%,"No
"
320,CCDC18,13,11,534,2.1%,"No
"
321,CNMD,7,6,534,1.1%,"No
"
322,GLRA4,7,7,534,1.3%,"No
"
323,SH2D7,2,2,534,0.4%,"No
"
324,WWP2,10,8,534,1.5%,"No
"
325,SOX30,9,6,534,1.1%,"No
"
326,ZNF704,9,9,534,1.7%,"No
"
327,DUS4L,7,7,534,1.3%,"No
"
328,UBE2C,4,4,534,0.7%,"No
"
329,CNTRL,37,23,534,4.3%,"Yes
"
330,ANO3,26,20,534,3.7%,"No
"
331,KIF21B,28,26,534,4.9%,"No
"
332,PDS5B,27,22,534,4.1%,"Yes
"
333,FNBP1,15,14,534,2.6%,"Yes
"
334,SMG1,33,23,534,4.3%,"Yes
"
335,OR10J5,8,8,534,1.5%,"No
"
336,MYT1L,33,24,534,4.5%,"No
"
337,MON2,36,25,534,4.7%,"No
"
338,PDXDC1,12,10,534,1.9%,"No
"
339,TNIK,40,30,534,5.6%,"No
"
340,DEPP1,1,1,534,0.2%,"No
"
341,SNRNP35,7,7,534,1.3%,"No
"
342,NEUROG3,4,4,534,0.7%,"No
"
343,RAPGEF4,23,17,534,3.2%,"No
"
344,RALYL,15,14,534,2.6%,"No
"
345,CYB561D2,1,1,534,0.2%,"No
"
346,ADGRG4,58,39,534,7.3%,"No
"
347,CNTN4,38,30,534,5.6%,"No
"
348,TMEM115,4,4,534,0.7%,"No
"
349,C16ORF74,2,2,534,0.4%,"No
"
350,DUSP14,1,1,534,0.2%,"No
"
351,SCGB1D4,4,4,534,0.7%,"No
"
352,TRIM31,1,1,534,0.2%,"No
"
353,TOPBP1,23,18,534,3.4%,"No
"
354,CDC20B,15,14,534,2.6%,"No
"
355,TPPP,5,5,534,0.9%,"No
"
356,STMN2,2,2,534,0.4%,"No
"
357,KRTCAP3,4,3,534,0.6%,"No
"
358,RWDD4,1,1,534,0.2%,"No
"
359,NMNAT2,5,5,534,0.9%,"No
"
360,CLUAP1,10,10,534,1.9%,"No
"
361,LRRN4,6,5,534,0.9%,"No
"
362,ZHX3,16,15,534,2.8%,"No
"
363,HGSNAT,15,12,534,2.2%,"No
"
364,ENDOD1,6,6,534,1.1%,"No
"
365,ZSWIM8,20,19,534,3.6%,"No
"
366,NCOA6,32,22,534,4.1%,"No
"
367,LRRC56,11,11,534,2.1%,"No
"
368,TRIOBP,48,37,534,6.9%,"No
"
369,HSF2BP,2,2,534,0.4%,"No
"
370,RER1,2,2,534,0.4%,"No
"
371,SEPTIN10,7,6,534,1.1%,"No
"
372,B4GAT1,7,7,534,1.3%,"No
"
373,PIM2,5,5,534,0.9%,"No
"
374,MID2,8,7,534,1.3%,"No
"
375,SPTSSB,3,3,534,0.6%,"No
"
376,TMCC1,10,10,534,1.9%,"No
"
377,SPANXN4,3,2,534,0.4%,"No
"
378,PDZRN3,20,15,534,2.8%,"No
"
379,BUD23,3,2,534,0.4%,"No
"
380,UNC13A,34,24,534,4.5%,"No
"
381,MYO16,49,33,534,6.2%,"No
"
382,CT45A5,6,4,534,0.7%,"No
"
383,KDM1A,10,9,534,1.7%,"No
"
384,RBM34,8,7,534,1.3%,"No
"
385,PRIMPOL,10,9,534,1.7%,"No
"
386,BAGE2,4,4,534,0.7%,"No
"
387,PAQR8,7,6,534,1.1%,"No
"
388,SNRNP200,22,20,534,3.7%,"No
"
389,PPIL4,9,9,534,1.7%,"No
"
390,PALLD,11,10,534,1.9%,"No
"
391,UPK1A,4,4,534,0.7%,"No
"
392,TENT4A,14,11,534,2.1%,"No
"
393,ADRM1,5,5,534,0.9%,"No
"
394,SLC35D2,6,6,534,1.1%,"No
"
395,RNF183,3,2,534,0.4%,"No
"
396,OR2T3,9,8,534,1.5%,"No
"
397,OR2T8,8,8,534,1.5%,"No
"
398,OR2W3,9,9,534,1.7%,"No
"
399,OR14K1,13,11,534,2.1%,"No
"
400,CPSF6,12,12,534,2.2%,"No
"
401,RTL8B,5,5,534,0.9%,"No
"
402,NUDT21,1,1,534,0.2%,"No
"
403,OGFR,5,5,534,0.9%,"No
"
404,SAMD4A,13,12,534,2.2%,"No
"
405,PHLPP2,14,14,534,2.6%,"No
"
406,ZNF292,59,37,534,6.9%,"No
"
407,PDZD2,58,40,534,7.5%,"No
"
408,WDTC1,12,10,534,1.9%,"No
"
409,XPO7,9,9,534,1.7%,"No
"
410,B3GALT5-AS1,1,1,534,0.2%,"No
"
411,TSPEAR-AS2,2,2,534,0.4%,"No
"
412,KDM4B,17,15,534,2.8%,"No
"
413,MAST3,23,21,534,3.9%,"No
"
414,USP33,20,15,534,2.8%,"No
"
415,FBF1,17,16,534,3.0%,"No
"
416,ZNF813,15,12,534,2.2%,"No
"
417,DOP1A,42,31,534,5.8%,"No
"
418,DDX52,6,6,534,1.1%,"No
"
419,ATCAY,20,16,534,3.0%,"No
"
420,ZPBP,15,12,534,2.2%,"No
"
421,COL27A1,59,40,534,7.5%,"No
"
422,OR6F1,9,9,534,1.7%,"No
"
423,ABHD2,9,8,534,1.5%,"No
"
424,WWP1,31,27,534,5.1%,"Yes
"
425,OR5H15,10,7,534,1.3%,"No
"
426,OR5K3,13,11,534,2.1%,"No
"
427,OR5K4,11,7,534,1.3%,"No
"
428,RAB35,4,4,534,0.7%,"Yes
"
429,IFT27,2,2,534,0.4%,"No
"
430,WDFY3,53,37,534,6.9%,"No
"
431,GPR160,8,7,534,1.3%,"No
"
432,DAAM1,21,17,534,3.2%,"No
"
433,RNF11,1,1,534,0.2%,"No
"
434,TRUB2,8,8,534,1.5%,"No
"
435,MAPKBP1,20,17,534,3.2%,"No
"
436,PLCH1,33,27,534,5.1%,"No
"
437,FETUB,12,10,534,1.9%,"No
"
438,KLHDC10,2,2,534,0.4%,"No
"
439,CYFIP2,19,18,534,3.4%,"No
"
440,OR5H14,11,11,534,2.1%,"No
"
441,AKAP8L,8,7,534,1.3%,"No
"
442,VAX1,7,7,534,1.3%,"No
"
443,TDRKH,6,6,534,1.1%,"No
"
444,TMPRSS13,10,9,534,1.7%,"No
"
445,LILRB3,11,9,534,1.7%,"No
"
446,LILRA1,15,12,534,2.2%,"No
"
447,B3GNT5,3,3,534,0.6%,"No
"
448,LILRA2,7,7,534,1.3%,"No
"
449,LILRA3,4,4,534,0.7%,"No
"
450,RBPMS,7,7,534,1.3%,"No
"
451,DCAF4L2,41,38,534,7.1%,"No
"
452,RAB31,4,4,534,0.7%,"No
"
453,STK38L,4,4,534,0.7%,"No
"
454,SPEN,51,35,534,6.6%,"Yes
"
455,FBXO21,11,11,534,2.1%,"No
"
456,GOLGA8A,2,2,534,0.4%,"No
"
457,EXOSC7,5,5,534,0.9%,"No
"
458,FAIM2,6,6,534,1.1%,"No
"
459,CNOT1,64,43,534,8.1%,"No
"
460,LGALS12,6,6,534,1.1%,"No
"
461,RAB21,2,2,534,0.4%,"No
"
462,DSTN,7,6,534,1.1%,"No
"
463,CIDECP1,1,1,534,0.2%,"No
"
464,ADAP1,4,3,534,0.6%,"No
"
465,GTF2A1L,1,1,534,0.2%,"No
"
466,ABCC11,27,23,534,4.3%,"No
"
467,RIPK3,5,5,534,0.9%,"No
"
468,STON1,1,1,534,0.2%,"No
"
469,FUNDC1,2,2,534,0.4%,"No
"
470,OR4A47,13,11,534,2.1%,"No
"
471,ZNF440,16,11,534,2.1%,"No
"
472,MIER3,16,16,534,3.0%,"No
"
473,ZNF285,10,9,534,1.7%,"No
"
474,IL21,5,5,534,0.9%,"No
"
475,TTC23L,13,9,534,1.7%,"No
"
476,CHORDC1,7,7,534,1.3%,"No
"
477,PARP15,22,16,534,3.0%,"No
"
478,CCDC159,3,2,534,0.4%,"No
"
479,SWSAP1,2,2,534,0.4%,"No
"
480,IL24,7,7,534,1.3%,"No
"
481,DGCR6L,2,2,534,0.4%,"No
"
482,SHANK3,21,16,534,3.0%,"No
"
483,SLC27A2,9,9,534,1.7%,"No
"
484,SLC27A3,10,9,534,1.7%,"No
"
485,SPINK5,25,19,534,3.6%,"No
"
486,KIF2C,13,12,534,2.2%,"No
"
487,SHISAL1,10,9,534,1.7%,"No
"
488,LILRB4,5,4,534,0.7%,"No
"
489,TMCO2,3,3,534,0.6%,"No
"
490,OR2T35,5,5,534,0.9%,"No
"
491,ARSK,8,6,534,1.1%,"No
"
492,GLIPR1,7,7,534,1.3%,"No
"
493,FAM81B,13,12,534,2.2%,"No
"
494,AP3M1,2,2,534,0.4%,"No
"
495,PABPC1,13,12,534,2.2%,"No
"
496,ZNF491,17,12,534,2.2%,"No
"
497,ZNF441,14,8,534,1.5%,"No
"
498,SEC22A,7,5,534,0.9%,"No
"
499,ZNF684,5,5,534,0.9%,"No
"
500,FAM229B,1,1,534,0.2%,"No
"
501,LIAS,8,8,534,1.5%,"No
"
502,TRIM9,22,21,534,3.9%,"No
"
503,KLK11,5,5,534,0.9%,"No
"
504,TLK2,15,11,534,2.1%,"No
"
505,OR2T27,11,10,534,1.9%,"No
"
506,KDELR2,1,1,534,0.2%,"No
"
507,TMSB15A,1,1,534,0.2%,"No
"
508,ATF7,7,7,534,1.3%,"No
"
509,KDELR3,4,3,534,0.6%,"No
"
510,TMED1,3,3,534,0.6%,"No
"
511,SNRNP27,4,4,534,0.7%,"No
"
512,FAM111A,5,5,534,0.9%,"No
"
513,ZNF567,17,14,534,2.6%,"No
"
514,MTX3,10,10,534,1.9%,"No
"
515,KIAA0825,37,29,534,5.4%,"No
"
516,GPR150,5,4,534,0.7%,"No
"
517,SLC17A9,12,12,534,2.2%,"No
"
518,VSTM2A,7,7,534,1.3%,"No
"
519,DTWD2,8,8,534,1.5%,"No
"
520,TTLL9,16,14,534,2.6%,"No
"
521,MANBAL,2,2,534,0.4%,"No
"
522,DUSP21,1,1,534,0.2%,"No
"
523,ZNF114,7,7,534,1.3%,"No
"
524,FAM205A,20,15,534,2.8%,"No
"
525,GPATCH3,6,5,534,0.9%,"No
"
526,IL4I1,13,13,534,2.4%,"No
"
527,NAPB,5,5,534,0.9%,"No
"
528,IL20,4,4,534,0.7%,"No
"
529,RELL2,8,8,534,1.5%,"No
"
530,ZBED8,12,10,534,1.9%,"No
"
531,TNN,37,30,534,5.6%,"No
"
532,CHTF18,18,16,534,3.0%,"No
"
533,CNTNAP3B,1,1,534,0.2%,"No
"
534,ZNF335,29,21,534,3.9%,"No
"
535,CIDEC,4,4,534,0.7%,"No
"
536,ELMO2,7,7,534,1.3%,"No
"
537,BLOC1S5,1,1,534,0.2%,"No
"
538,GALNT11,12,12,534,2.2%,"No
"
539,FAM174A,5,5,534,0.9%,"No
"
540,UBQLN3,18,16,534,3.0%,"No
"
541,IL21R,16,16,534,3.0%,"Yes
"
542,GALNT9,20,19,534,3.6%,"No
"
543,ATP6V0A4,28,21,534,3.9%,"No
"
544,IL22,4,4,534,0.7%,"No
"
545,DEF6,8,8,534,1.5%,"No
"
546,ITSN2,31,24,534,4.5%,"No
"
547,NBPF22P,3,3,534,0.6%,"No
"
548,STEEP1,4,4,534,0.7%,"No
"
549,MRPS14,2,2,534,0.4%,"No
"
550,ZNF667,20,18,534,3.4%,"No
"
551,MCUR1,3,3,534,0.6%,"No
"
552,PCIF1,11,11,534,2.1%,"No
"
553,ZNF383,8,8,534,1.5%,"No
"
554,C12ORF73,1,1,534,0.2%,"No
"
555,ITPA,3,3,534,0.6%,"No
"
556,ITPK1,6,6,534,1.1%,"No
"
557,ANKEF1,12,10,534,1.9%,"No
"
558,ITPKA,4,4,534,0.7%,"No
"
559,XPNPEP3,12,12,534,2.2%,"No
"
560,ITPKB,21,15,534,2.8%,"No
"
561,CHP2,2,2,534,0.4%,"No
"
562,ITPR1,58,36,534,6.7%,"No
"
563,ITPR2,58,33,534,6.2%,"No
"
564,ITIH4,10,9,534,1.7%,"No
"
565,CUZD1,10,7,534,1.3%,"No
"
566,ITK,22,18,534,3.4%,"Yes
"
567,ZFTRAF1,5,5,534,0.9%,"No
"
568,STT3A,9,8,534,1.5%,"No
"
569,GEMIN4,10,9,534,1.7%,"No
"
570,KANSL1L,28,21,534,3.9%,"No
"
571,FAM227A,3,3,534,0.6%,"No
"
572,PEG10,6,6,534,1.1%,"No
"
573,NECAB3,9,9,534,1.7%,"No
"
574,GPSM3,3,3,534,0.6%,"No
"
575,FKBPL,10,9,534,1.7%,"No
"
576,ZNF579,6,6,534,1.1%,"No
"
577,SVIP,3,3,534,0.6%,"No
"
578,DMRTC2,8,7,534,1.3%,"No
"
579,KDM4C,13,12,534,2.2%,"Yes
"
