,Gene,Total number of mutations,Number of samples with one or more mutations,Profiled Samples,Percentage of samples with one or more mutations,Is Cancer Gene
2225,LIPE,20,19,534,3.6%,"No
"
2226,SBK2,5,5,534,0.9%,"No
"
2227,FADS1,2,2,534,0.4%,"No
"
2228,GDF9,6,6,534,1.1%,"No
"
2229,MSTN,9,7,534,1.3%,"No
"
2230,COX4I1,4,4,534,0.7%,"No
"
2231,GDF2,13,13,534,2.4%,"No
"
2232,MAP3K8,5,5,534,0.9%,"No
"
2233,GDF1,6,6,534,1.1%,"No
"
2234,CORT,2,2,534,0.4%,"No
"
2235,GCNT2,12,12,534,2.2%,"No
"
2236,LIM2,5,5,534,0.9%,"No
"
2237,ABLIM1,13,10,534,1.9%,"No
"
2238,LIMK1,13,11,534,2.1%,"No
"
2239,LIMK2,13,13,534,2.4%,"No
"
2240,LIMS1,3,3,534,0.6%,"No
"
2241,COX5B,2,2,534,0.4%,"No
"
2242,LIPA,6,4,534,0.7%,"No
"
2243,LRRC70,16,12,534,2.2%,"No
"
2244,GFI1,7,6,534,1.1%,"No
"
2245,COX6B1,1,1,534,0.2%,"No
"
2246,GFER,2,2,534,0.4%,"No
"
2247,GFAP,9,7,534,1.3%,"No
"
2248,GEM,9,9,534,1.7%,"No
"
2249,COX6A1,1,1,534,0.2%,"No
"
2250,GDNF,2,2,534,0.4%,"No
"
2251,GDI2,5,5,534,0.9%,"No
"
2252,GDI1,5,4,534,0.7%,"No
"
2253,GDF10,10,10,534,1.9%,"No
"
2254,LLGL2,11,10,534,1.9%,"No
"
2255,FADS3,8,8,534,1.5%,"No
"
2256,LLGL1,7,7,534,1.3%,"No
"
2257,LMAN1,11,8,534,1.5%,"No
"
2258,COX6A2,5,5,534,0.9%,"No
"
2259,CYP4V2,12,11,534,2.1%,"No
"
2260,COX10,10,10,534,1.9%,"No
"
2261,B4GALT1,9,7,534,1.3%,"No
"
2262,COX8A,4,4,534,0.7%,"No
"
2263,GGT3P,1,1,534,0.2%,"No
"
2264,COX7A2,3,3,534,0.6%,"No
"
2265,GGT1,7,7,534,1.3%,"No
"
2266,COX7A1,1,1,534,0.2%,"No
"
2267,GGCX,13,11,534,2.1%,"No
"
2268,COX6C,4,4,534,0.7%,"No
"
2269,GFRA3,4,4,534,0.7%,"No
"
2270,GFRA2,7,6,534,1.1%,"No
"
2271,GFRA1,23,20,534,3.7%,"No
"
2272,GFPT1,12,11,534,2.1%,"No
"
2273,CPE,13,12,534,2.2%,"No
"
2274,CBLIF,15,14,534,2.6%,"No
"
2275,CPD,22,18,534,3.4%,"No
"
2276,GHSR,8,8,534,1.5%,"No
"
2277,CPB2,10,10,534,1.9%,"No
"
2278,GHRHR,2,2,534,0.4%,"No
"
2279,CPB1,8,8,534,1.5%,"No
"
2280,GHRH,1,1,534,0.2%,"No
"
2281,GHR,14,11,534,2.1%,"No
"
2282,CPA3,6,6,534,1.1%,"No
"
2283,CPA2,4,4,534,0.7%,"No
"
2284,GH2,6,6,534,1.1%,"No
"
2285,CPA1,11,11,534,2.1%,"No
"
2286,GH1,6,6,534,1.1%,"No
"
2287,CP,24,21,534,3.9%,"No
"
2288,GGT5,18,17,534,3.2%,"No
"
2289,COX15,5,4,534,0.7%,"No
"
2290,GGT7,10,8,534,1.5%,"No
"
2291,COX11,4,3,534,0.6%,"No
"
2292,CRIPAK,10,10,534,1.9%,"No
"
2293,CPT1A,18,18,534,3.4%,"No
"
2294,CPS1,34,26,534,4.9%,"Yes
"
2295,CPOX,5,5,534,0.9%,"No
"
2296,CPN2,5,5,534,0.9%,"No
"
2297,CPN1,8,7,534,1.3%,"No
"
2298,CPM,6,5,534,0.9%,"No
"
2299,CLDN7,3,3,534,0.6%,"No
"
2300,GJA1,15,12,534,2.2%,"No
"
2301,GIPR,3,3,534,0.6%,"No
"
2302,CLDN4,2,2,534,0.4%,"No
"
2303,GIP,1,1,534,0.2%,"No
"
2304,CREB1,4,4,534,0.7%,"Yes
"
2305,SLC18B1,9,9,534,1.7%,"No
"
2306,CRAT,11,11,534,2.1%,"No
"
2307,LEAP2,1,1,534,0.2%,"No
"
2308,CRABP2,2,2,534,0.4%,"No
"
2309,LRG1,6,6,534,1.1%,"No
"
2310,CRABP1,3,3,534,0.6%,"No
"
2311,CR2,25,19,534,3.6%,"No
"
2312,CR1L,12,11,534,2.1%,"No
"
2313,CR1,34,29,534,5.4%,"No
"
2314,CPT2,7,6,534,1.1%,"No
"
2315,CPT1B,13,10,534,1.9%,"No
"
2316,CST9L,2,2,534,0.4%,"No
"
2317,CST9,1,1,534,0.2%,"No
"
2318,MIR1-1HG,4,4,534,0.7%,"No
"
2319,ENDOV,2,2,534,0.4%,"No
"
2320,ZNF689,11,11,534,2.1%,"No
"
2321,RPL39L,1,1,534,0.2%,"No
"
2322,CRHR2,14,14,534,2.6%,"No
"
2323,CRHR1,8,8,534,1.5%,"No
"
2324,CRHBP,5,5,534,0.9%,"No
"
2325,HSPA12B,5,5,534,0.9%,"No
"
2326,CREM,8,8,534,1.5%,"No
"
2327,NCR3,2,2,534,0.4%,"No
"
2328,CREBL2,1,1,534,0.2%,"No
"
2329,ATF6B,6,6,534,1.1%,"No
"
2330,SLC26A11,11,11,534,2.1%,"No
"
2331,CREBBP,55,43,534,8.1%,"Yes
"
2332,SNAP47,11,11,534,2.1%,"No
"
2333,ATF2,7,7,534,1.3%,"No
"
2334,CNTROB,15,14,534,2.6%,"No
"
2335,FAM27E5,2,2,534,0.4%,"No
"
2336,CSTL1,5,5,534,0.9%,"No
"
2337,STON1-GTF2A1L,40,32,534,6.0%,"No
"
2338,CAVIN1,12,10,534,1.9%,"No
"
2339,CRKL,6,6,534,1.1%,"Yes
"
2340,CRIP2,1,1,534,0.2%,"No
"
2341,TMEM102,1,1,534,0.2%,"No
"
2342,SLC13A5,8,8,534,1.5%,"No
"
2343,GSDMA,7,7,534,1.3%,"No
"
2344,ALS2CL,17,16,534,3.0%,"No
"
2345,TRARG1,4,4,534,0.7%,"No
"
2346,DCAF4L1,12,11,534,2.1%,"No
"
2347,CCDC88C,24,21,534,3.9%,"No
"
2348,CISD3,1,1,534,0.2%,"No
"
2349,PDIA6,10,9,534,1.7%,"No
"
2350,RNF145,18,15,534,2.8%,"No
"
2351,RNF19B,8,7,534,1.3%,"No
"
2352,ALG11,14,13,534,2.4%,"No
"
2353,SLC35A3,6,6,534,1.1%,"No
"
2354,ARHGEF25,14,12,534,2.2%,"No
"
2355,HMGB4,4,4,534,0.7%,"No
"
2356,SLC44A1,13,12,534,2.2%,"No
"
2357,ARFRP1,2,2,534,0.4%,"Yes
"
2358,ZNF501,9,8,534,1.5%,"No
"
2359,ZNF787,2,2,534,0.4%,"No
"
2360,NLRP5,35,29,534,5.4%,"No
"
2361,NLRP8,27,26,534,4.9%,"No
"
2362,NLRP13,31,23,534,4.3%,"No
"
2363,OTP,7,7,534,1.3%,"No
"
2364,GJB4,7,7,534,1.3%,"No
"
2365,TRAP1,13,12,534,2.2%,"No
"
2366,CHMP4B,2,2,534,0.4%,"No
"
2367,BCAP31,1,1,534,0.2%,"No
"
2368,OPTN,15,12,534,2.2%,"No
"
2369,CELA3A,8,8,534,1.5%,"No
"
2370,PIGU,4,4,534,0.7%,"No
"
2371,NAMPT,4,3,534,0.6%,"No
"
2372,YAF2,3,3,534,0.6%,"No
"
2373,SCP2D1-AS1,2,2,534,0.4%,"No
"
2374,RBM12,10,10,534,1.9%,"No
"
2375,BPIFA3,9,9,534,1.7%,"No
"
2376,LINC01587,2,2,534,0.4%,"No
"
2377,TOB1,3,3,534,0.6%,"No
"
2378,C20ORF144,1,1,534,0.2%,"No
"
2379,ANGPTL2,12,12,534,2.2%,"No
"
2380,ANKRD18B,6,6,534,1.1%,"No
"
2381,NUTM2G,4,4,534,0.7%,"No
"
2382,ABCB10,13,12,534,2.2%,"No
"
2383,FCHO2,21,15,534,2.8%,"No
"
2384,ABCB9,16,15,534,2.8%,"No
"
2385,SH3D19,8,7,534,1.3%,"No
"
2386,SF3B3,15,12,534,2.2%,"No
"
2387,SF3B1,23,21,534,3.9%,"Yes
"
2388,CLEC3A,6,6,534,1.1%,"No
"
2389,AKAP9,66,45,534,8.4%,"No
"
2390,FAM13A,23,18,534,3.4%,"No
"
2391,SUGP2,16,15,534,2.8%,"No
"
2392,G3BP1,19,18,534,3.4%,"No
"
2393,BPIFB6,15,15,534,2.8%,"No
"
2394,ADGRG2,25,19,534,3.6%,"No
"
2395,EBI3,3,3,534,0.6%,"No
"
2396,SLC7A8,8,7,534,1.3%,"No
"
2397,GDPD1,6,4,534,0.7%,"No
"
2398,RYBP,4,4,534,0.7%,"Yes
"
2399,DUSP15,5,5,534,0.9%,"No
"
2400,NOMO1,18,17,534,3.2%,"No
"
2401,ITGB3BP,2,1,534,0.2%,"No
"
2402,TMED3,1,1,534,0.2%,"No
"
2403,TDRD7,17,15,534,2.8%,"No
"
2404,GRIP1,22,20,534,3.7%,"No
"
2405,NIPAL1,3,3,534,0.6%,"No
"
2406,ENAM,28,27,534,5.1%,"No
"
2407,NFXL1,14,12,534,2.2%,"No
"
2408,RNASE13,1,1,534,0.2%,"No
"
2409,SGK2,10,10,534,1.9%,"No
"
2410,KIF20A,11,11,534,2.1%,"No
"
2411,RAD50,26,18,534,3.4%,"Yes
"
2412,HIPK3,13,11,534,2.1%,"No
"
2413,PREB,9,9,534,1.7%,"No
"
2414,FEM1B,9,8,534,1.5%,"No
"
2415,HARS2,8,8,534,1.5%,"No
"
2416,GPR156,18,16,534,3.0%,"No
"
2417,ATP1B4,13,13,534,2.4%,"No
"
2418,TPSD1,7,7,534,1.3%,"No
"
2419,AP4E1,16,9,534,1.7%,"No
"
2420,GPR161,17,16,534,3.0%,"No
"
2421,RHOQ,3,3,534,0.6%,"No
"
2422,NRARP,3,3,534,0.6%,"No
"
2423,LINC01565,2,2,534,0.4%,"No
"
2424,TARDBP,3,3,534,0.6%,"No
"
2425,STPG3,3,3,534,0.6%,"No
"
2426,CELA3B,4,4,534,0.7%,"No
"
2427,FRY,82,52,534,9.7%,"No
"
2428,OR11H12,10,10,534,1.9%,"No
"
2429,LRPPRC,12,10,534,1.9%,"No
"
2430,ACTR1A,6,5,534,0.9%,"No
"
2431,ACTR1B,11,11,534,2.1%,"No
"
2432,RNF32,5,5,534,0.9%,"No
"
2433,RASGRP1,11,10,534,1.9%,"No
"
2434,OTUD6A,12,11,534,2.1%,"No
"
2435,CCDC152,4,3,534,0.6%,"No
"
2436,ARL4A,4,4,534,0.7%,"No
"
2437,ZNF263,10,7,534,1.3%,"No
"
2438,SLC25A21-AS1,1,1,534,0.2%,"No
"
2439,DNAL4,4,4,534,0.7%,"No
"
2440,DICER1,35,24,534,4.5%,"Yes
"
2441,COTL1,3,3,534,0.6%,"No
"
2442,SIRT5,5,5,534,0.9%,"No
"
2443,SIRT4,8,8,534,1.5%,"No
"
2444,AGAP2-AS1,6,6,534,1.1%,"No
"
2445,ATP13A2,17,15,534,2.8%,"No
"
2446,FBXO46,4,4,534,0.7%,"No
"
2447,EXOSC2,3,3,534,0.6%,"No
"
2448,WDR88,12,10,534,1.9%,"No
"
2449,DCST2,13,13,534,2.4%,"No
"
2450,KCNH3,26,23,534,4.3%,"No
"
2451,MLYCD,4,4,534,0.7%,"No
"
2452,CRB1,34,26,534,4.9%,"No
"
2453,DOK7,13,11,534,2.1%,"No
"
2454,SIRT3,4,4,534,0.7%,"No
"
2455,SIRT1,10,10,534,1.9%,"No
"
2456,COMMD3,1,1,534,0.2%,"No
"
2457,NCS1,5,4,534,0.7%,"No
"
2458,ZFPM2,38,27,534,5.1%,"No
"
2459,KCNH4,24,21,534,3.9%,"No
"
2460,TRIM10,10,9,534,1.7%,"No
"
2461,CTDSP2,4,4,534,0.7%,"No
"
2462,ARPC2,4,4,534,0.7%,"No
"
2463,NUBP2,2,2,534,0.4%,"No
"
2464,TSPAN2,8,7,534,1.3%,"No
"
2465,TSPAN1,1,1,534,0.2%,"No
"
2466,TSFM,7,7,534,1.3%,"No
"
2467,RNF212,8,8,534,1.5%,"No
"
2468,ZNF573,12,11,534,2.1%,"No
"
2469,SLC5A11,9,8,534,1.5%,"No
"
2470,LGALS9B,4,4,534,0.7%,"No
"
2471,PLEKHG7,9,9,534,1.7%,"No
"
2472,LRRC69,7,7,534,1.3%,"No
"
2473,A3GALT2,4,4,534,0.7%,"No
"
2474,ANKRD20A2P,1,1,534,0.2%,"No
"
2475,TENT5B,6,6,534,1.1%,"No
"
2476,FAM83C,13,13,534,2.4%,"No
"
2477,TMEM105,3,3,534,0.6%,"No
"
2478,UST,11,10,534,1.9%,"No
"
2479,ARPC4,1,1,534,0.2%,"No
"
2480,ARPC5,3,3,534,0.6%,"No
"
2481,ARPC1B,4,4,534,0.7%,"No
"
2482,ARPC3,3,2,534,0.4%,"No
"
2483,ACTR2,7,6,534,1.1%,"No
"
2484,ACTR3,7,7,534,1.3%,"No
"
2485,ZNF781,14,9,534,1.7%,"No
"
2486,FAM72D,1,1,534,0.2%,"No
"
2487,LZIC,1,1,534,0.2%,"No
"
2488,PIERCE1,1,1,534,0.2%,"No
"
2489,HVCN1,9,9,534,1.7%,"No
"
2490,SARNP,6,6,534,1.1%,"No
"
2491,METTL26,1,1,534,0.2%,"No
"
2492,ZNF385B,14,14,534,2.6%,"No
"
2493,TSPAN3,5,5,534,0.9%,"No
"
2494,ACBD6,5,5,534,0.9%,"No
"
2495,TSPAN5,16,14,534,2.6%,"No
"
2496,THOC3,8,6,534,1.1%,"No
"
2497,PRAMEF10,7,6,534,1.1%,"No
"
2498,NUDT16L1,4,4,534,0.7%,"No
"
2499,LRRC39,8,6,534,1.1%,"No
"
2500,CCDC115,3,3,534,0.6%,"No
"
2501,NAA38,2,2,534,0.4%,"No
"
2502,CMSS1,6,6,534,1.1%,"No
"
2503,CCDC77,9,8,534,1.5%,"No
"
2504,BRMS1L,6,6,534,1.1%,"No
"
2505,MON1A,5,5,534,0.9%,"No
"
2506,TMEM107,1,1,534,0.2%,"No
"
2507,STX19,7,7,534,1.3%,"No
"
2508,PIM3,4,4,534,0.7%,"No
"
2509,MRPL45,4,4,534,0.7%,"No
"
2510,HNRNPCL1,11,10,534,1.9%,"No
"
2511,C7ORF50,5,5,534,0.9%,"No
"
2512,PRAMEF5,1,1,534,0.2%,"No
"
2513,SNUPN,3,3,534,0.6%,"No
"
2514,ERVFRD-1,9,8,534,1.5%,"No
"
2515,DPP3,13,13,534,2.4%,"No
"
2516,AADACL4,14,13,534,2.4%,"No
"
2517,DUOXA2,6,6,534,1.1%,"No
"
2518,HUWE1,46,41,534,7.7%,"No
"
2519,PYURF,1,1,534,0.2%,"No
"
2520,NUDCD3,5,5,534,0.9%,"No
"
2521,SIK3,14,14,534,2.6%,"No
"
2522,TEX37,5,5,534,0.9%,"No
"
2523,MED13L,22,20,534,3.7%,"No
"
2524,C12ORF71,2,2,534,0.4%,"No
"
2525,ZNF780B,11,11,534,2.1%,"No
"
2526,SRGAP2,17,17,534,3.2%,"No
"
2527,SMG5,15,13,534,2.4%,"No
"
2528,AHCYL2,10,7,534,1.3%,"No
"
2529,MAU2,10,10,534,1.9%,"No
"
2530,SPECC1L,15,14,534,2.6%,"No
"
2531,NCSTN,10,10,534,1.9%,"Yes
"
2532,TSPAN32,1,1,534,0.2%,"No
"
2533,COG8,9,9,534,1.7%,"No
"
2534,PTPRU,32,29,534,5.4%,"No
"
2535,ATP9A,17,16,534,3.0%,"No
"
2536,TSSC4,3,3,534,0.6%,"No
"
2537,HPS3,15,15,534,2.8%,"No
"
2538,AVPI1,5,5,534,0.9%,"No
"
2539,GFM2,11,10,534,1.9%,"No
"
2540,GPC6,17,17,534,3.2%,"No
"
2541,PDCD7,6,6,534,1.1%,"No
"
2542,CDKL4,8,8,534,1.5%,"No
"
2543,PQBP1,3,3,534,0.6%,"No
"
2544,ANKRD23,7,7,534,1.3%,"No
"
2545,USH1C,11,9,534,1.7%,"No
"
2546,HHLA1,17,14,534,2.6%,"No
"
2547,EDIL3,12,12,534,2.2%,"No
"
2548,FMC1-LUC7L2,13,10,534,1.9%,"No
"
2549,NCAPH,12,11,534,2.1%,"No
"
2550,NTN5,6,6,534,1.1%,"No
"
2551,PPWD1,9,8,534,1.5%,"No
"
2552,EID2,3,3,534,0.6%,"No
"
2553,CTDNEP1,5,5,534,0.9%,"No
"
2554,ZDHHC17,7,7,534,1.3%,"No
"
2555,ECPAS,31,24,534,4.5%,"No
"
2556,AKT1S1,6,6,534,1.1%,"No
"
2557,LMOD2,10,10,534,1.9%,"No
"
2558,ADNP,19,15,534,2.8%,"No
"
2559,COA8,5,5,534,0.9%,"No
"
2560,LARS2,8,8,534,1.5%,"No
"
2561,ELOF1,2,2,534,0.4%,"No
"
2562,PIP5K1C,13,13,534,2.4%,"No
"
2563,TMEM101,3,3,534,0.6%,"No
"
2564,SLC25A19,5,5,534,0.9%,"No
"
2565,MCRIP2,1,1,534,0.2%,"No
"
2566,CERT1,9,8,534,1.5%,"No
"
2567,TSKS,12,12,534,2.2%,"No
"
2568,ZNF414,3,3,534,0.6%,"No
"
2569,PCGF5,6,5,534,0.9%,"No
"
2570,KCNK7,8,8,534,1.5%,"No
"
2571,DYDC2,3,3,534,0.6%,"No
"
2572,ZNF827,18,17,534,3.2%,"No
"
2573,CARNMT1,11,10,534,1.9%,"No
"
2574,SMC4,32,25,534,4.7%,"No
"
2575,SLC17A4,8,8,534,1.5%,"No
"
2576,AP1M2,7,7,534,1.3%,"No
"
2577,GJC1,13,12,534,2.2%,"No
"
2578,ARHGEF12,20,15,534,2.8%,"Yes
"
2579,MATCAP2,12,9,534,1.7%,"No
"
2580,LARP1,16,11,534,2.1%,"No
"
2581,PPP1R13B,21,18,534,3.4%,"No
"
2582,PUM2,14,11,534,2.1%,"No
"
2583,FNBP4,20,16,534,3.0%,"No
"
2584,ZNF629,15,15,534,2.8%,"No
"
2585,PSD3,12,11,534,2.1%,"No
"
2586,RNF113B,9,9,534,1.7%,"No
"
2587,OBSL1,29,27,534,5.1%,"No
"
2588,SAE1,7,6,534,1.1%,"No
"
2589,ARFGAP2,6,6,534,1.1%,"No
"
2590,UBA2,7,7,534,1.3%,"No
"
2591,ABCC5,21,18,534,3.4%,"No
"
2592,FARSB,15,12,534,2.2%,"No
"
2593,NIFK,5,5,534,0.9%,"No
"
2594,RD3,8,8,534,1.5%,"No
"
2595,DNM1L,10,10,534,1.9%,"No
"
2596,ABCB6,11,10,534,1.9%,"No
"
2597,ABCC9,30,22,534,4.1%,"No
"
2598,NR1H3,9,8,534,1.5%,"No
"
2599,ABCF2,7,7,534,1.3%,"No
"
2600,UFL1,10,9,534,1.7%,"No
"
2601,GARIN3,18,14,534,2.6%,"No
"
2602,DNAJB8,13,13,534,2.4%,"No
"
2603,RRP8,6,6,534,1.1%,"No
"
2604,APLF,11,10,534,1.9%,"No
"
2605,ICE1,37,30,534,5.6%,"No
"
2606,ARHGEF18,27,22,534,4.1%,"No
"
2607,TNS2,17,16,534,3.0%,"No
"
2608,CRTC1,16,16,534,3.0%,"Yes
"
2609,SCAMP2,2,2,534,0.4%,"No
"
2610,IL18BP,4,4,534,0.7%,"No
"
2611,SCAMP3,4,4,534,0.7%,"No
"
2612,RWDD2B,12,10,534,1.9%,"No
"
2613,PLAC8L1,1,1,534,0.2%,"No
"
2614,ESYT1,13,12,534,2.2%,"No
"
2615,SYNE1,337,144,534,27.0%,"No
"
2616,SMCHD1,51,28,534,5.2%,"No
"
2617,DOCK9,40,32,534,6.0%,"No
"
2618,PHF24,12,11,534,2.1%,"No
"
2619,MUC17,68,50,534,9.4%,"No
"
2620,DNAJC16,12,10,534,1.9%,"No
"
2621,ASB11,8,7,534,1.3%,"No
"
2622,ASB5,19,17,534,3.2%,"No
"
2623,ASB6,3,2,534,0.4%,"No
"
2624,CHAF1A,18,15,534,2.8%,"No
"
2625,PARP3,8,8,534,1.5%,"Yes
"
2626,PARP2,5,5,534,0.9%,"Yes
"
2627,TOM1L1,6,6,534,1.1%,"No
"
2628,HMGXB4,6,5,534,0.9%,"No
"
2629,SUN1,15,12,534,2.2%,"No
"
2630,HAUS5,12,12,534,2.2%,"No
"
2631,VPS8,24,17,534,3.2%,"No
"
2632,PRELID2,2,2,534,0.4%,"No
"
2633,SH3RF2,3,3,534,0.6%,"No
"
2634,ANGEL1,9,9,534,1.7%,"No
"
2635,USP24,29,26,534,4.9%,"No
"
2636,ENTREP2,8,8,534,1.5%,"No
"
2637,PIKFYVE,34,27,534,5.1%,"No
"
2638,NACC2,8,8,534,1.5%,"No
"
2639,ASB7,8,8,534,1.5%,"No
"
2640,ASB8,3,3,534,0.6%,"No
"
2641,ASB9,3,3,534,0.6%,"No
"
2642,U2SURP,19,13,534,2.4%,"No
"
2643,KHNYN,8,8,534,1.5%,"No
"
2644,MYL6B,4,4,534,0.7%,"No
"
2645,UBR4,61,41,534,7.7%,"No
"
2646,SH2D3C,17,16,534,3.0%,"No
"
2647,ZNF358,7,7,534,1.3%,"No
"
2648,TOM1,6,6,534,1.1%,"No
"
2649,MAMLD1,20,17,534,3.2%,"No
"
2650,MYO3B,34,20,534,3.7%,"No
"
2651,ZSWIM2,17,13,534,2.4%,"No
"
2652,SH2D3A,7,7,534,1.3%,"No
"
2653,HOOK3,14,13,534,2.4%,"Yes
"
2654,RANBP9,12,11,534,2.1%,"No
"
2655,CST8,3,3,534,0.6%,"No
"
2656,DNAJB6,6,6,534,1.1%,"No
"
2657,GJA5,7,7,534,1.3%,"No
"
2658,GJA4,10,9,534,1.7%,"No
"
2659,GJA3,9,9,534,1.7%,"No
"
2660,GJB5,1,1,534,0.2%,"No
"
2661,GJB3,11,11,534,2.1%,"No
"
2662,GJB2,1,1,534,0.2%,"No
"
2663,GJB1,7,7,534,1.3%,"No
"
2664,GJA8,25,23,534,4.3%,"No
"
2665,ACTBL2,12,12,534,2.2%,"No
"
2666,GK2,15,14,534,2.6%,"No
"
2667,GK,5,5,534,0.9%,"No
"
2668,GPC3,9,9,534,1.7%,"Yes
"
2669,GLA,8,7,534,1.3%,"No
"
2670,SOST,3,3,534,0.6%,"No
"
2671,LIN9,6,5,534,0.9%,"No
"
2672,TRIM59,2,2,534,0.4%,"No
"
2673,SIGIRR,3,3,534,0.6%,"No
"
2674,GLB1,12,12,534,2.2%,"No
"
2675,GCLC,12,11,534,2.1%,"No
"
2676,HAPLN1,18,14,534,2.6%,"No
"
2677,GLI1,28,25,534,4.7%,"Yes
"
2678,GLG1,17,16,534,3.0%,"No
"
2679,GLE1,14,14,534,2.6%,"No
"
2680,CRP,2,2,534,0.4%,"No
"
2681,CRMP1,25,24,534,4.5%,"No
"
2682,GLDC,21,17,534,3.2%,"No
"
2683,GCLM,5,5,534,0.9%,"No
"
2684,CRYAA,4,4,534,0.7%,"No
"
2685,CRY2,8,8,534,1.5%,"No
"
2686,GLO1,4,4,534,0.7%,"No
"
2687,CRY1,12,10,534,1.9%,"No
"
2688,GLI4,7,7,534,1.3%,"No
"
2689,CRX,10,9,534,1.7%,"No
"
2690,GLI3,61,50,534,9.4%,"No
"
2691,GLI2,33,26,534,4.9%,"No
"
2692,PRR22,3,3,534,0.6%,"No
"
2693,CRYBB2,1,1,534,0.2%,"No
"
2694,GLUD1,4,4,534,0.7%,"No
"
2695,CRYBB1,13,10,534,1.9%,"No
"
2696,GLRX,3,3,534,0.6%,"No
"
2697,CRYBA4,6,5,534,0.9%,"No
"
2698,GLS,6,5,534,0.9%,"No
"
2699,CRYBA2,2,2,534,0.4%,"No
"
2700,GLRB,19,18,534,3.4%,"No
"
2701,MYG1,4,4,534,0.7%,"No
"
2702,CRYBA1,4,3,534,0.6%,"No
"
2703,GLRA2,7,6,534,1.1%,"No
"
2704,GPBP1L1,8,8,534,1.5%,"No
"
2705,CRYAB,3,3,534,0.6%,"No
"
2706,GLRA1,11,11,534,2.1%,"No
"
2707,AFAP1,11,11,534,2.1%,"No
"
2708,HSPA12A,17,16,534,3.0%,"No
"
2709,GLP1R,14,11,534,2.1%,"No
"
2710,LY6G6F,5,4,534,0.7%,"No
"
2711,CRYGB,5,5,534,0.9%,"No
"
2712,CRYGA,7,7,534,1.3%,"No
"
2713,CRYBB3,4,4,534,0.7%,"No
"
2714,IRGM,3,3,534,0.6%,"No
"
2715,GLUD2,24,24,534,4.5%,"No
"
2716,TMED5,4,4,534,0.7%,"No
"
2717,GM2A,3,3,534,0.6%,"No
"
2718,TMIE,1,1,534,0.2%,"No
"
2719,NALCN,70,53,534,9.9%,"No
"
2720,SGMS1,6,6,534,1.1%,"No
"
2721,PLEKHA2,8,7,534,1.3%,"No
"
2722,PLEKHA1,7,6,534,1.1%,"No
"
2723,PRDM12,2,2,534,0.4%,"No
"
2724,CRYGD,2,2,534,0.4%,"No
"
2725,GLUL,8,7,534,1.3%,"No
"
2726,CRYGC,4,4,534,0.7%,"No
"
2727,PRDM13,8,8,534,1.5%,"No
"
2728,CRYZ,10,8,534,1.5%,"No
"
2729,CRYM,7,7,534,1.3%,"No
"
2730,CRYGS,3,3,534,0.6%,"No
"
2731,METTL21A,6,6,534,1.1%,"No
"
2732,CSF3,5,5,534,0.9%,"No
"
2733,GNAI2,5,5,534,0.9%,"No
"
2734,SCPEP1,6,6,534,1.1%,"No
"
2735,GNAI1,6,6,534,1.1%,"No
"
2736,TRPV4,18,16,534,3.0%,"No
"
2737,ALOXE3,14,13,534,2.4%,"No
"
2738,SENP2,8,6,534,1.1%,"No
"
2739,HRH4,5,5,534,0.9%,"No
"
2740,LGI4,6,6,534,1.1%,"No
"
2741,GNA12,8,8,534,1.5%,"Yes
"
2742,PDCD2L,3,3,534,0.6%,"No
"
2743,SYNE4,9,9,534,1.7%,"No
"
2744,CSF1R,15,15,534,2.8%,"Yes
"
2745,GNA11,6,6,534,1.1%,"Yes
"
2746,KLHL12,5,5,534,0.9%,"No
"
2747,PYM1,6,6,534,1.1%,"No
"
2748,CSF1,7,7,534,1.3%,"Yes
"
2749,GMPR,9,9,534,1.7%,"No
"
2750,CSE1L,12,11,534,2.1%,"No
"
2751,GML,13,13,534,2.4%,"No
"
2752,ZNF397,12,10,534,1.9%,"No
"
2753,GMFB,3,3,534,0.6%,"No
"
2754,PGAP4,6,6,534,1.1%,"No
"
2755,MAPK14,6,6,534,1.1%,"No
"
2756,GNB4,12,11,534,2.1%,"No
"
2757,DDI2,3,3,534,0.6%,"No
"
2758,CS,8,7,534,1.3%,"No
"
2759,GMDS,6,6,534,1.1%,"No
"
2760,ZNF350,16,14,534,2.6%,"No
"
2761,NUDT22,2,2,534,0.4%,"No
"
2762,CHCHD6,3,3,534,0.6%,"No
"
2763,UQCC2,2,2,534,0.4%,"No
"
2764,ARL6IP6,6,6,534,1.1%,"No
"
2765,CSF2RB,16,13,534,2.4%,"No
"
2766,CSF2RA,15,13,534,2.4%,"No
"
2767,GNA15,4,4,534,0.7%,"No
"
2768,FAM182B,3,3,534,0.6%,"No
"
2769,GNB1,7,7,534,1.3%,"Yes
"
2770,TMEM35A,6,6,534,1.1%,"No
"
2771,GNAZ,8,8,534,1.5%,"No
"
2772,LGR6,9,8,534,1.5%,"No
"
2773,GNAT2,8,6,534,1.1%,"No
"
2774,PBOV1,3,3,534,0.6%,"No
"
2775,RXFP1,12,11,534,2.1%,"No
"
2776,CSN3,7,6,534,1.1%,"No
"
2777,GNAT1,10,9,534,1.7%,"No
"
2778,CSN2,3,3,534,0.6%,"No
"
2779,GNAS,8,8,534,1.5%,"Yes
"
2780,CSN1S1,5,5,534,0.9%,"No
"
2781,CSK,9,8,534,1.5%,"No
"
2782,GNAQ,10,8,534,1.5%,"Yes
"
2783,CSHL1,10,7,534,1.3%,"No
"
