,Gene,Total number of mutations,Number of samples with one or more mutations,Profiled Samples,Percentage of samples with one or more mutations,Is Cancer Gene
1009,SPHKAP,2,2,149,1.3%,"No
"
1010,PROX1,1,1,149,0.7%,"No
"
1011,SEMA6A,1,1,149,0.7%,"No
"
1012,FEZF1,1,1,149,0.7%,"No
"
1013,USP20,1,1,149,0.7%,"No
"
1014,DHDH,1,1,149,0.7%,"No
"
1015,ETV2,2,2,149,1.3%,"No
"
1016,PKD1L2,2,2,149,1.3%,"No
"
1017,USP19,1,1,149,0.7%,"No
"
1018,MICAL3,1,1,149,0.7%,"No
"
1019,LRRC7,1,1,149,0.7%,"No
"
1020,NLGN2,1,1,149,0.7%,"No
"
1021,TET1,3,3,149,2.0%,"Yes
"
1022,CSMD2,2,2,149,1.3%,"No
"
1023,HRNR,1,1,149,0.7%,"No
"
1024,NFIA,1,1,149,0.7%,"No
"
1025,PRODH,1,1,149,0.7%,"No
"
