,Gene,Total number of mutations,Number of samples with one or more mutations,Profiled Samples,Percentage of samples with one or more mutations,Is Cancer Gene
0,STPG2,8,8,484,1.7%,"No
"
1,INSL3,1,1,484,0.2%,"No
"
2,KRT6C,6,6,484,1.2%,"No
"
3,ASPM,47,43,484,8.9%,"No
"
4,FOXD2,1,1,484,0.2%,"No
"
5,INSIG1,3,3,484,0.6%,"No
"
6,OGN,2,2,484,0.4%,"No
"
7,FOXM1,7,7,484,1.4%,"No
"
8,FOXE1,3,3,484,0.6%,"No
"
9,FOXC2,5,5,484,1.0%,"No
"
10,FOXJ1,5,5,484,1.0%,"No
"
11,FOXE3,1,1,484,0.2%,"No
"
12,LAMA1,50,43,484,8.9%,"No
"
13,FOXL1,3,3,484,0.6%,"No
"
14,INPP4A,10,10,484,2.1%,"Yes
"
15,INPP5A,7,7,484,1.4%,"No
"
16,INPP5B,13,12,484,2.5%,"No
"
17,FOXO3,5,5,484,1.0%,"Yes
"
18,INPP5D,21,21,484,4.3%,"Yes
"
19,FOXO1,3,3,484,0.6%,"Yes
"
20,INPPL1,19,18,484,3.7%,"Yes
"
21,OGDH,10,10,484,2.1%,"No
"
22,FOXS1,1,1,484,0.2%,"No
"
23,OGG1,2,2,484,0.4%,"No
"
24,PDX1,4,4,484,0.8%,"No
"
25,TNFRSF11B,7,7,484,1.4%,"No
"
26,FLNB,11,11,484,2.3%,"No
"
27,A1BG,1,1,484,0.2%,"No
"
28,FLNA,34,30,484,6.2%,"No
"
29,A2M,21,21,484,4.3%,"No
"
30,MLANA,1,1,484,0.2%,"No
"
31,FLII,8,7,484,1.4%,"No
"
32,FLI1,12,11,484,2.3%,"Yes
"
33,METRNL,1,1,484,0.2%,"No
"
34,FLG,107,84,484,17.4%,"No
"
35,INSL4,3,3,484,0.6%,"No
"
36,NAT1,5,5,484,1.0%,"No
"
37,INSM1,2,2,484,0.4%,"No
"
38,OLR1,6,6,484,1.2%,"No
"
39,INSR,21,21,484,4.3%,"Yes
"
40,OMG,2,2,484,0.4%,"No
"
41,OMP,4,4,484,0.8%,"No
"
42,INSRR,24,23,484,4.8%,"No
"
43,OPA1,5,5,484,1.0%,"No
"
44,EIF3E,6,5,484,1.0%,"Yes
"
45,FLOT2,3,3,484,0.6%,"No
"
46,OPCML,18,17,484,3.5%,"No
"
47,FLNC,47,44,484,9.1%,"No
"
48,SIX6,2,2,484,0.4%,"No
"
49,IRF2,5,5,484,1.0%,"Yes
"
50,OR1D2,7,7,484,1.4%,"No
"
51,IRF3,1,1,484,0.2%,"No
"
52,OR1F1,3,3,484,0.6%,"No
"
53,IRF4,11,10,484,2.1%,"Yes
"
54,OR2C1,3,3,484,0.6%,"No
"
55,CDH2,18,18,484,3.7%,"No
"
56,FMOD,6,6,484,1.2%,"No
"
57,FMO5,8,8,484,1.7%,"No
"
58,WFDC9,1,1,484,0.2%,"No
"
59,FMO3,10,10,484,2.1%,"No
"
60,FMO2,7,6,484,1.2%,"No
"
61,FMO1,10,9,484,1.9%,"No
"
62,FLT4,20,18,484,3.7%,"Yes
"
63,FLT3LG,1,1,484,0.2%,"No
"
64,WFDC11,1,1,484,0.2%,"No
"
65,FLT3,16,16,484,3.3%,"Yes
"
66,FLT1,25,24,484,5.0%,"Yes
"
67,IPP,6,6,484,1.2%,"No
"
68,OPHN1,14,13,484,2.7%,"No
"
69,IRAK1,9,9,484,1.9%,"No
"
70,OPRD1,6,6,484,1.2%,"No
"
71,ITGA6,7,7,484,1.4%,"No
"
72,OPRK1,9,8,484,1.7%,"No
"
73,IRAK2,1,1,484,0.2%,"No
"
74,OPRL1,11,11,484,2.3%,"No
"
75,OPRM1,10,9,484,1.9%,"No
"
76,IREB2,4,4,484,0.8%,"No
"
77,FMO4,5,5,484,1.0%,"No
"
78,IRF1,3,3,484,0.6%,"Yes
"
79,ISL1,11,11,484,2.3%,"No
"
80,ISLR,6,6,484,1.2%,"No
"
81,ITGA1,8,8,484,1.7%,"No
"
82,ITGA2,14,13,484,2.7%,"No
"
83,FNTB,3,3,484,0.6%,"No
"
84,CDH12,57,50,484,10.3%,"No
"
85,CDH10,120,97,484,20.0%,"No
"
86,FNTA,8,8,484,1.7%,"No
"
87,CDH9,55,49,484,10.1%,"No
"
88,CDH8,42,39,484,8.1%,"No
"
89,CDH7,26,24,484,5.0%,"No
"
90,CDH6,22,21,484,4.3%,"No
"
91,FN1,40,37,484,7.6%,"No
"
92,CDH5,11,11,484,2.3%,"No
"
93,AFF2,28,26,484,5.4%,"No
"
94,CDH4,14,12,484,2.5%,"No
"
95,MRGPRX1,10,10,484,2.1%,"No
"
96,CDH3,9,8,484,1.7%,"No
"
97,FMR1,15,14,484,2.9%,"No
"
98,IRF5,2,2,484,0.4%,"No
"
99,OR3A1,2,2,484,0.4%,"No
"
100,IRF6,15,15,484,3.1%,"No
"
101,OR3A2,4,4,484,0.8%,"No
"
102,IRF7,3,3,484,0.6%,"No
"
103,IRS1,15,13,484,2.7%,"Yes
"
104,ORC1,9,9,484,1.9%,"No
"
105,ORC2,6,6,484,1.2%,"No
"
106,SH3PXD2B,9,9,484,1.9%,"No
"
107,ISG20,2,2,484,0.4%,"No
"
108,CDH11,21,20,484,4.1%,"Yes
"
109,PPP1R27,1,1,484,0.2%,"No
"
110,CYP4X1,2,2,484,0.4%,"No
"
111,ITGA9,6,6,484,1.2%,"No
"
112,ITGAD,24,23,484,4.8%,"No
"
113,ITGAE,10,10,484,2.1%,"No
"
114,ITGAL,5,5,484,1.0%,"No
"
115,ITGAM,12,12,484,2.5%,"No
"
116,SLX4IP,6,6,484,1.2%,"No
"
117,CDK7,2,2,484,0.4%,"No
"
118,FOS,3,3,484,0.6%,"No
"
119,GPRIN3,16,16,484,3.3%,"No
"
120,CDK6,3,3,484,0.6%,"Yes
"
121,FOLR3,7,7,484,1.4%,"No
"
122,CDK5,1,1,484,0.2%,"No
"
123,FOLR2,3,3,484,0.6%,"No
"
124,CDK4,1,1,484,0.2%,"Yes
"
125,CDK2,2,2,484,0.4%,"No
"
126,FOLR1,2,2,484,0.4%,"No
"
127,CDH18,62,54,484,11.2%,"No
"
128,CDH17,9,9,484,1.9%,"No
"
129,FOLH1,31,28,484,5.8%,"No
"
130,CDH16,12,12,484,2.5%,"No
"
131,CDH15,6,6,484,1.2%,"No
"
132,CDH13,15,15,484,3.1%,"No
"
133,ITGA2B,6,6,484,1.2%,"No
"
134,ITGA3,5,5,484,1.0%,"No
"
135,BOD1L2,2,2,484,0.4%,"No
"
136,ITGA4,15,15,484,3.1%,"No
"
137,ITGA5,6,6,484,1.2%,"No
"
138,DYNAP,1,1,484,0.2%,"No
"
139,ITGA7,11,11,484,2.3%,"No
"
140,KCTD1,2,2,484,0.4%,"No
"
141,METTL24,6,6,484,1.2%,"No
"
142,ITGB3,16,14,484,2.9%,"No
"
143,ITGB4,21,21,484,4.3%,"No
"
144,EIF6,2,2,484,0.4%,"No
"
145,ITGB5,2,2,484,0.4%,"No
"
146,COX18,1,1,484,0.2%,"No
"
147,ITGB6,1,1,484,0.2%,"No
"
148,ITGB7,3,3,484,0.6%,"No
"
149,YIPF7,7,6,484,1.2%,"No
"
150,CDKN2C,1,1,484,0.2%,"Yes
"
151,CDKN2B,1,1,484,0.2%,"Yes
"
152,FRYL,22,22,484,4.5%,"No
"
153,CDKN2A,74,73,484,15.1%,"Yes
"
154,FPR3,7,6,484,1.2%,"No
"
155,FPR2,10,10,484,2.1%,"No
"
156,CDKN1A,3,3,484,0.6%,"Yes
"
157,FPR1,6,6,484,1.2%,"No
"
158,FPGS,5,5,484,1.0%,"No
"
159,CDK8,9,9,484,1.9%,"Yes
"
160,FOSL2,2,2,484,0.4%,"No
"
161,FOSB,2,2,484,0.4%,"No
"
162,ITGAV,7,7,484,1.4%,"No
"
163,ITGAX,29,24,484,5.0%,"No
"
164,ITGB1,9,9,484,1.9%,"No
"
165,ITGB2,10,10,484,2.1%,"No
"
166,BOD1L1,31,28,484,5.8%,"No
"
167,TAS2R43,1,1,484,0.2%,"No
"
168,CDS1,6,6,484,1.2%,"No
"
169,TAS2R41,14,14,484,2.9%,"No
"
170,TAS2R40,8,8,484,1.7%,"No
"
171,TAS2R39,6,6,484,1.2%,"No
"
172,CDR2,3,3,484,0.6%,"No
"
173,CDR1,10,10,484,2.1%,"No
"
174,ITGB8,7,7,484,1.4%,"No
"
175,ITIH1,11,11,484,2.3%,"No
"
176,ITIH2,18,18,484,3.7%,"No
"
177,ITIH3,6,6,484,1.2%,"No
"
178,TAS2R19,8,8,484,1.7%,"No
"
179,TAS2R30,5,3,484,0.6%,"No
"
180,TAS2R46,1,1,484,0.2%,"No
"
181,TAS2R31,3,3,484,0.6%,"No
"
182,CEBPE,3,3,484,0.6%,"No
"
183,CEBPD,2,2,484,0.4%,"No
"
184,CEBPA,1,1,484,0.2%,"Yes
"
185,DNLZ,2,1,484,0.2%,"No
"
186,TAS2R50,4,3,484,0.6%,"No
"
187,TAS2R20,5,5,484,1.0%,"No
"
188,CEACAM5,10,10,484,2.1%,"No
"
189,CLGN,5,5,484,1.0%,"No
"
190,CDX4,8,8,484,1.7%,"No
"
191,CDX2,9,9,484,1.9%,"Yes
"
192,RDH8,7,7,484,1.4%,"No
"
193,CARD18,4,4,484,0.8%,"No
"
194,CES1,6,6,484,1.2%,"No
"
195,FXN,2,2,484,0.4%,"No
"
196,CENPF,26,23,484,4.8%,"No
"
197,CENPE,33,30,484,6.2%,"No
"
198,ENPP5,2,2,484,0.4%,"No
"
199,CENPC,3,3,484,0.6%,"No
"
200,PRDM4,2,2,484,0.4%,"No
"
201,PRDM5,13,12,484,2.5%,"No
"
202,CENPB,4,4,484,0.8%,"No
"
203,CENPA,1,1,484,0.2%,"Yes
"
204,CEL,6,6,484,1.2%,"No
"
205,HNRNPUL1,7,7,484,1.4%,"No
"
206,MICALL1,8,7,484,1.4%,"No
"
207,TUBGCP6,13,13,484,2.7%,"No
"
208,ATE1,2,2,484,0.4%,"No
"
209,RIMBP3,4,4,484,0.8%,"No
"
210,PTCHD1,8,8,484,1.7%,"No
"
211,KATNA1,1,1,484,0.2%,"No
"
212,KRR1,2,2,484,0.4%,"No
"
213,PRDM7,3,3,484,0.6%,"No
"
214,SHC2,5,5,484,1.0%,"No
"
215,HERC2P9,1,1,484,0.2%,"No
"
216,CTSC,3,3,484,0.6%,"No
"
217,UHRF2,5,5,484,1.0%,"No
"
218,CFL2,3,3,484,0.6%,"No
"
219,CFL1,3,3,484,0.6%,"No
"
220,CETP,2,2,484,0.4%,"No
"
221,KIAA1549L,28,26,484,5.4%,"No
"
222,CETN3,1,1,484,0.2%,"No
"
223,BTN3A1,4,4,484,0.8%,"No
"
224,BTN3A2,6,6,484,1.2%,"No
"
225,FRG2B,7,7,484,1.4%,"No
"
226,CETN2,3,3,484,0.6%,"No
"
227,CETN1,9,9,484,1.9%,"No
"
228,STRIP1,5,5,484,1.0%,"No
"
229,EMILIN2,8,8,484,1.7%,"No
"
230,MYLK2,11,10,484,2.1%,"No
"
231,OBSCN,59,52,484,10.7%,"No
"
232,CIT,18,18,484,3.7%,"No
"
233,HIBADH,3,3,484,0.6%,"No
"
234,ALG2,3,3,484,0.6%,"No
"
235,MAGEB10,12,11,484,2.3%,"No
"
236,TRIM5,2,2,484,0.4%,"No
"
237,EMILIN1,9,9,484,1.9%,"No
"
238,SYDE1,3,3,484,0.6%,"No
"
239,CEP43,4,4,484,0.8%,"Yes
"
240,CFTR,25,24,484,5.0%,"No
"
241,MAGT1,4,4,484,0.8%,"No
"
242,RBM48,1,1,484,0.2%,"No
"
243,DCAF8L1,24,24,484,5.0%,"No
"
244,CEACAM8,8,8,484,1.7%,"No
"
245,CCDC112,3,3,484,0.6%,"No
"
246,CEACAM7,3,3,484,0.6%,"No
"
247,UNC13C,61,59,484,12.2%,"No
"
248,CEACAM3,5,5,484,1.0%,"No
"
249,CGA,8,7,484,1.4%,"No
"
250,EIF2AK4,15,14,484,2.9%,"No
"
251,FHIP1B,16,15,484,3.1%,"No
"
252,TEX35,8,7,484,1.4%,"No
"
253,PLEKHN1,6,6,484,1.2%,"No
"
254,RGS8,3,3,484,0.6%,"No
"
255,SLC10A7,3,3,484,0.6%,"No
"
256,KIRREL2,23,22,484,4.5%,"No
"
257,SLX9,1,1,484,0.2%,"No
"
258,DTNBP1,4,4,484,0.8%,"No
"
259,TMEM222,2,2,484,0.4%,"No
"
260,HDHD2,1,1,484,0.2%,"No
"
261,PTGR3,3,3,484,0.6%,"No
"
262,OR6C65,8,8,484,1.7%,"No
"
263,OR6C68,1,1,484,0.2%,"No
"
264,TEX55,11,11,484,2.3%,"No
"
265,ADGRV1,88,80,484,16.5%,"No
"
266,IGSF11,16,14,484,2.9%,"No
"
267,CEACAM4,5,5,484,1.0%,"No
"
268,KATNAL1,2,2,484,0.4%,"No
"
269,WDR54,2,2,484,0.4%,"No
"
270,SIGLEC15,1,1,484,0.2%,"No
"
271,NSRP1,2,2,484,0.4%,"No
"
272,ZRANB3,12,12,484,2.5%,"No
"
273,FAM153A,3,3,484,0.6%,"No
"
274,ARL10,1,1,484,0.2%,"No
"
275,CDNF,3,3,484,0.6%,"No
"
276,ALDH16A1,8,7,484,1.4%,"No
"
277,CPT1C,8,8,484,1.7%,"No
"
278,FBXO30,8,8,484,1.7%,"No
"
279,RAB6C,4,4,484,0.8%,"No
"
280,FAM186B,2,2,484,0.4%,"No
"
281,HORMAD1,3,2,484,0.4%,"No
"
282,ARMC2,4,4,484,0.8%,"No
"
283,IZUMO2,4,4,484,0.8%,"No
"
284,PGAM4,4,4,484,0.8%,"No
"
285,KBTBD7,6,5,484,1.0%,"No
"
286,C3ORF20,7,7,484,1.4%,"No
"
287,ANKRD27,12,11,484,2.3%,"No
"
288,QRICH2,9,8,484,1.7%,"No
"
289,MYCBPAP,12,12,484,2.5%,"No
"
290,TKTL2,33,30,484,6.2%,"No
"
291,FSCB,44,41,484,8.5%,"No
"
292,TMEM192,2,2,484,0.4%,"No
"
293,UCN3,4,4,484,0.8%,"No
"
294,SIGLEC11,6,6,484,1.2%,"No
"
295,SLC2A13,18,17,484,3.5%,"No
"
296,PODN,8,7,484,1.4%,"No
"
297,CCDC18,5,5,484,1.0%,"No
"
298,CNMD,1,1,484,0.2%,"No
"
299,GLRA4,10,9,484,1.9%,"No
"
300,SH2D7,5,5,484,1.0%,"No
"
301,WWP2,9,9,484,1.9%,"No
"
302,SOX30,6,6,484,1.2%,"No
"
303,ZNF704,7,7,484,1.4%,"No
"
304,DUS4L,1,1,484,0.2%,"No
"
305,UBE2C,1,1,484,0.2%,"No
"
306,CNTRL,14,14,484,2.9%,"Yes
"
307,ANO3,27,26,484,5.4%,"No
"
308,KIF21B,25,23,484,4.8%,"No
"
309,PDS5B,13,13,484,2.7%,"Yes
"
310,FNBP1,6,5,484,1.0%,"Yes
"
311,SMG1,28,26,484,5.4%,"Yes
"
312,OR10J5,10,10,484,2.1%,"No
"
313,MYT1L,45,42,484,8.7%,"No
"
314,MON2,16,15,484,3.1%,"No
"
315,PDXDC1,4,4,484,0.8%,"No
"
316,TNIK,25,24,484,5.0%,"No
"
317,DEPP1,3,3,484,0.6%,"No
"
318,SNRNP35,1,1,484,0.2%,"No
"
319,NEUROG3,5,5,484,1.0%,"No
"
320,RAPGEF4,8,8,484,1.7%,"No
"
321,RALYL,13,13,484,2.7%,"No
"
322,ADGRG4,56,52,484,10.7%,"No
"
323,CNTN4,25,23,484,4.8%,"No
"
324,DUSP14,1,1,484,0.2%,"No
"
325,SCGB1D4,1,1,484,0.2%,"No
"
326,TRIM31,2,2,484,0.4%,"No
"
327,TOPBP1,15,14,484,2.9%,"No
"
328,CDC20B,9,9,484,1.9%,"No
"
329,TPPP,3,3,484,0.6%,"No
"
330,STMN2,4,4,484,0.8%,"No
"
331,KRTCAP3,2,2,484,0.4%,"No
"
332,NMNAT2,5,5,484,1.0%,"No
"
333,CLUAP1,2,2,484,0.4%,"No
"
334,LRRN4,4,4,484,0.8%,"No
"
335,ZHX3,4,4,484,0.8%,"No
"
336,HGSNAT,4,4,484,0.8%,"No
"
337,ENDOD1,4,4,484,0.8%,"No
"
338,ZSWIM8,10,9,484,1.9%,"No
"
339,NCOA6,23,20,484,4.1%,"No
"
340,LRRC56,2,2,484,0.4%,"No
"
341,TRIOBP,29,27,484,5.6%,"No
"
342,HSF2BP,2,2,484,0.4%,"No
"
343,RER1,1,1,484,0.2%,"No
"
344,SEPTIN10,7,7,484,1.4%,"No
"
345,PIM2,4,4,484,0.8%,"No
"
346,MID2,9,8,484,1.7%,"No
"
347,TMCC1,13,13,484,2.7%,"No
"
348,PDZRN3,28,26,484,5.4%,"No
"
349,BUD23,5,5,484,1.0%,"No
"
350,UNC13A,29,27,484,5.6%,"No
"
351,MYO16,45,42,484,8.7%,"No
"
352,CT45A5,2,2,484,0.4%,"No
"
353,KDM1A,8,8,484,1.7%,"No
"
354,RBM34,3,3,484,0.6%,"No
"
355,PRIMPOL,4,4,484,0.8%,"No
"
356,PAQR8,3,3,484,0.6%,"No
"
357,SNRNP200,17,17,484,3.5%,"No
"
358,PPIL4,2,2,484,0.4%,"No
"
359,PALLD,5,5,484,1.0%,"No
"
360,UPK1A,4,4,484,0.8%,"No
"
361,TENT4A,8,8,484,1.7%,"No
"
362,ADRM1,1,1,484,0.2%,"No
"
363,SLC35D2,1,1,484,0.2%,"No
"
364,OR2T3,28,26,484,5.4%,"No
"
365,OR2T8,19,18,484,3.7%,"No
"
366,OR2W3,19,19,484,3.9%,"No
"
367,OR14K1,18,18,484,3.7%,"No
"
368,CPSF6,6,6,484,1.2%,"No
"
369,RTL8B,1,1,484,0.2%,"No
"
370,OGFR,2,2,484,0.4%,"No
"
371,SAMD4A,5,5,484,1.0%,"No
"
372,PHLPP2,7,7,484,1.4%,"No
"
373,ZNF292,22,21,484,4.3%,"No
"
374,PDZD2,48,42,484,8.7%,"No
"
375,WDTC1,3,3,484,0.6%,"No
"
376,XPO7,4,4,484,0.8%,"No
"
377,KDM4B,12,11,484,2.3%,"No
"
378,MAST3,8,8,484,1.7%,"No
"
379,USP33,15,15,484,3.1%,"No
"
380,FBF1,11,8,484,1.7%,"No
"
381,ZNF813,17,15,484,3.1%,"No
"
382,DOP1A,16,14,484,2.9%,"No
"
383,DDX52,2,2,484,0.4%,"No
"
384,ATCAY,2,2,484,0.4%,"No
"
385,ZPBP,10,10,484,2.1%,"No
"
386,COL27A1,22,21,484,4.3%,"No
"
387,OR6F1,32,32,484,6.6%,"No
"
388,ABHD2,3,3,484,0.6%,"No
"
389,WWP1,14,13,484,2.7%,"Yes
"
390,OR5H15,14,14,484,2.9%,"No
"
391,OR5K3,9,8,484,1.7%,"No
"
392,OR5K4,11,11,484,2.3%,"No
"
393,IFT27,3,3,484,0.6%,"No
"
394,WDFY3,38,36,484,7.4%,"No
"
395,GPR160,3,3,484,0.6%,"No
"
396,DAAM1,5,5,484,1.0%,"No
"
397,RNF11,1,1,484,0.2%,"No
"
398,TRUB2,3,3,484,0.6%,"No
"
399,MAPKBP1,8,8,484,1.7%,"No
"
400,PLCH1,50,45,484,9.3%,"No
"
401,FETUB,8,6,484,1.2%,"No
"
402,KLHDC10,5,5,484,1.0%,"No
"
403,CYFIP2,10,10,484,2.1%,"No
"
404,OR5H14,17,17,484,3.5%,"No
"
405,AKAP8L,3,2,484,0.4%,"No
"
406,VAX1,4,4,484,0.8%,"No
"
407,TDRKH,5,5,484,1.0%,"No
"
408,TMPRSS13,3,3,484,0.6%,"No
"
409,LILRB3,5,5,484,1.0%,"No
"
410,LILRA1,10,10,484,2.1%,"No
"
411,B3GNT5,1,1,484,0.2%,"No
"
412,LILRA2,21,20,484,4.1%,"No
"
413,LILRA3,6,6,484,1.2%,"No
"
414,RBPMS,2,2,484,0.4%,"No
"
415,DCAF4L2,44,39,484,8.1%,"No
"
416,STK38L,1,1,484,0.2%,"No
"
417,SPEN,28,18,484,3.7%,"Yes
"
418,FBXO21,7,7,484,1.4%,"No
"
419,EXOSC7,3,3,484,0.6%,"No
"
420,FAIM2,3,3,484,0.6%,"No
"
421,CNOT1,19,18,484,3.7%,"No
"
422,LGALS12,5,5,484,1.0%,"No
"
423,RAB21,1,1,484,0.2%,"No
"
424,DSTN,1,1,484,0.2%,"No
"
425,ADAP1,1,1,484,0.2%,"No
"
426,ABCC11,29,27,484,5.6%,"No
"
427,RIPK3,3,3,484,0.6%,"No
"
428,STON1,1,1,484,0.2%,"No
"
429,FUNDC1,1,1,484,0.2%,"No
"
430,OR4A47,8,8,484,1.7%,"No
"
431,ZNF440,8,8,484,1.7%,"No
"
432,MIER3,3,3,484,0.6%,"No
"
433,ZNF285,8,6,484,1.2%,"No
"
434,IL21,3,3,484,0.6%,"No
"
435,TTC23L,2,2,484,0.4%,"No
"
436,CHORDC1,9,8,484,1.7%,"No
"
437,PARP15,7,7,484,1.4%,"No
"
438,CCDC159,1,1,484,0.2%,"No
"
439,IL24,1,1,484,0.2%,"No
"
440,SHANK3,8,7,484,1.4%,"No
"
441,SLC27A2,9,9,484,1.9%,"No
"
442,SLC27A3,5,5,484,1.0%,"No
"
443,SPINK5,10,9,484,1.9%,"No
"
444,KIF2C,6,5,484,1.0%,"No
"
445,SHISAL1,1,1,484,0.2%,"No
"
446,CCDC85B,1,1,484,0.2%,"No
"
447,LILRB4,21,19,484,3.9%,"No
"
448,TMCO2,1,1,484,0.2%,"No
"
449,OR2T35,7,7,484,1.4%,"No
"
450,ARSK,6,6,484,1.2%,"No
"
451,GLIPR1,1,1,484,0.2%,"No
"
452,FAM81B,1,1,484,0.2%,"No
"
453,AP3M1,5,4,484,0.8%,"No
"
454,PABPC1,6,6,484,1.2%,"No
"
455,ZNF491,4,4,484,0.8%,"No
"
456,ZNF441,6,6,484,1.2%,"No
"
457,SEC22A,8,8,484,1.7%,"No
"
458,ZNF684,1,1,484,0.2%,"No
"
459,LIAS,2,2,484,0.4%,"No
"
460,TRIM9,12,12,484,2.5%,"No
"
461,KRT87P,1,1,484,0.2%,"No
"
462,KLK11,5,5,484,1.0%,"No
"
463,TLK2,9,8,484,1.7%,"No
"
464,OR2T27,18,18,484,3.7%,"No
"
465,ATF7,4,4,484,0.8%,"No
"
466,KDELR3,2,2,484,0.4%,"No
"
467,TMED1,2,1,484,0.2%,"No
"
468,FAM111A,7,7,484,1.4%,"No
"
469,ZNF567,8,6,484,1.2%,"No
"
470,MTX3,1,1,484,0.2%,"No
"
471,TBC1D3,2,2,484,0.4%,"No
"
472,KIAA0825,1,1,484,0.2%,"No
"
473,GPR150,3,3,484,0.6%,"No
"
474,SLC17A9,3,3,484,0.6%,"No
"
475,VSTM2A,6,6,484,1.2%,"No
"
476,DTWD2,4,4,484,0.8%,"No
"
477,TTLL9,6,6,484,1.2%,"No
"
478,MANBAL,3,3,484,0.6%,"No
"
479,DUSP21,5,5,484,1.0%,"No
"
480,ZNF114,2,2,484,0.4%,"No
"
481,GPATCH3,1,1,484,0.2%,"No
"
482,IL4I1,5,5,484,1.0%,"No
"
483,NAPB,1,1,484,0.2%,"No
"
484,RELL2,4,4,484,0.8%,"No
"
485,ZBED8,2,2,484,0.4%,"No
"
486,TNN,67,60,484,12.4%,"No
"
487,CHTF18,6,6,484,1.2%,"No
"
488,CNTNAP3B,1,1,484,0.2%,"No
"
489,ZNF335,11,11,484,2.3%,"No
"
490,CIDEC,5,5,484,1.0%,"No
"
491,ELMO2,4,4,484,0.8%,"No
"
492,GALNT11,3,3,484,0.6%,"No
"
493,FAM174A,5,5,484,1.0%,"No
"
494,UBQLN3,22,22,484,4.5%,"No
"
495,IL21R,8,8,484,1.7%,"Yes
"
496,GALNT9,2,2,484,0.4%,"No
"
497,ATP6V0A4,11,11,484,2.3%,"No
"
498,IL22,3,3,484,0.6%,"No
"
499,DEF6,9,9,484,1.9%,"No
"
500,ITSN2,13,12,484,2.5%,"No
"
501,STEEP1,4,4,484,0.8%,"No
"
502,MRPS14,1,1,484,0.2%,"No
"
503,ZNF667,12,12,484,2.5%,"No
"
504,MCUR1,2,2,484,0.4%,"No
"
505,PCIF1,6,6,484,1.2%,"No
"
506,ZNF383,7,7,484,1.4%,"No
"
507,ITPA,2,2,484,0.4%,"No
"
508,ITPK1,7,7,484,1.4%,"No
"
509,ANKEF1,8,7,484,1.4%,"No
"
510,ITPKA,3,3,484,0.6%,"No
"
511,XPNPEP3,9,6,484,1.2%,"No
"
512,ITPKB,9,9,484,1.9%,"No
"
513,CHP2,4,4,484,0.8%,"No
"
514,ITPR1,16,15,484,3.1%,"No
"
515,ITPR2,33,30,484,6.2%,"No
"
516,ITIH4,8,8,484,1.7%,"No
"
517,CUZD1,4,4,484,0.8%,"No
"
518,ITK,7,7,484,1.4%,"Yes
"
519,ZFTRAF1,3,3,484,0.6%,"No
"
520,STT3A,7,7,484,1.4%,"No
"
521,GEMIN4,3,3,484,0.6%,"No
"
522,KANSL1L,11,11,484,2.3%,"No
"
523,FAM227A,1,1,484,0.2%,"No
"
524,PEG10,9,9,484,1.9%,"No
"
525,GPSM3,1,1,484,0.2%,"No
"
526,FKBPL,4,4,484,0.8%,"No
"
527,ZNF579,2,2,484,0.4%,"No
"
528,SVIP,1,1,484,0.2%,"No
"
529,DMRTC1,1,1,484,0.2%,"No
"
530,DMRTC2,3,3,484,0.6%,"No
"
531,KDM4C,11,11,484,2.3%,"Yes
"
532,JAK1,6,6,484,1.2%,"Yes
"
533,PPRC1,8,8,484,1.7%,"No
"
534,JAK2,16,15,484,3.1%,"Yes
"
535,JAK3,12,12,484,2.5%,"Yes
"
536,FAM217B,6,6,484,1.2%,"No
"
537,ERC1,13,12,484,2.5%,"Yes
"
538,EXPH5,14,14,484,2.9%,"No
"
539,TRIM35,2,2,484,0.4%,"No
"
540,ITPR3,20,20,484,4.1%,"No
"
541,IVD,1,1,484,0.2%,"No
"
542,IVL,2,2,484,0.4%,"No
"
543,JAG2,15,14,484,2.9%,"No
"
544,AVL9,6,6,484,1.2%,"No
"
545,ANO7,6,5,484,1.0%,"No
"
546,DMRTA2,3,3,484,0.6%,"No
"
547,DMRTA1,6,6,484,1.2%,"No
"
548,JUNB,2,2,484,0.4%,"No
"
549,ARHGAP26,6,5,484,1.0%,"Yes
"
550,JUND,4,4,484,0.8%,"No
"
551,TTLL5,11,11,484,2.3%,"No
"
552,DMRTB1,2,2,484,0.4%,"No
"
553,JUP,9,9,484,1.9%,"No
"
554,SIPA1L3,29,27,484,5.6%,"No
"
555,KIF1B,24,20,484,4.1%,"No
"
556,IQSEC2,11,11,484,2.3%,"No
"
557,CDK19,6,6,484,1.2%,"No
"
558,SARM1,1,1,484,0.2%,"No
"
559,PNPLA8,10,10,484,2.1%,"No
"
560,ZBTB43,3,3,484,0.6%,"No
"
561,JARID2,11,11,484,2.3%,"Yes
"
562,PLB1,12,12,484,2.5%,"No
"
563,ZNF423,45,39,484,8.1%,"No
"
564,JUN,3,3,484,0.6%,"Yes
"
565,ZC3H13,11,10,484,2.1%,"No
"
566,FAM238A,2,2,484,0.4%,"No
"
567,KERA,6,6,484,1.2%,"No
"
568,DNAJB4,1,1,484,0.2%,"No
"
569,ARHGEF4,8,8,484,1.7%,"No
"
570,DIDO1,27,24,484,5.0%,"No
"
571,ESM1,2,2,484,0.4%,"No
"
572,ADAM30,6,6,484,1.2%,"No
"
573,ADAM29,19,18,484,3.7%,"No
"
574,ZNF433,6,5,484,1.0%,"No
"
575,CLSPN,9,9,484,1.9%,"No
"
576,KCNA2,7,7,484,1.4%,"No
"
577,KCNA3,6,6,484,1.2%,"No
"
578,ZNF609,14,13,484,2.7%,"No
"
579,KCNA4,34,33,484,6.8%,"No
"
