,Gene,Total number of mutations,Number of samples with one or more mutations,Profiled Samples,Percentage of samples with one or more mutations,Is Cancer Gene
747,RNLS,1,1,178,0.6%,"No
"
748,MALT1,1,1,178,0.6%,"Yes
"
749,ZNF608,1,1,178,0.6%,"No
"
750,ZSCAN31,1,1,178,0.6%,"No
"
751,ZHX2,1,1,178,0.6%,"No
"
752,THUMPD2,1,1,178,0.6%,"No
"
753,NEDD9,1,1,178,0.6%,"No
"
754,GABRA4,1,1,178,0.6%,"No
"
755,TCEA2,1,1,178,0.6%,"No
"
756,GABRA2,1,1,178,0.6%,"No
"
757,UNC13D,1,1,178,0.6%,"No
"
758,WDR33,1,1,178,0.6%,"No
"
759,ZNF493,1,1,178,0.6%,"No
"
760,KRT35,1,1,178,0.6%,"No
"
761,H1-7,1,1,178,0.6%,"No
"
762,TBXA2R,1,1,178,0.6%,"No
"
763,PHLDB2,1,1,178,0.6%,"No
"
764,GAD1,2,2,178,1.1%,"No
"
765,TAS2R60,1,1,178,0.6%,"No
"
766,LMTK2,1,1,178,0.6%,"No
"
767,TRMT1L,1,1,178,0.6%,"No
"
768,IDH1,1,1,178,0.6%,"Yes
"
769,HNF1B,1,1,178,0.6%,"No
"
770,NYNRIN,1,1,178,0.6%,"No
"
771,GABRR1,1,1,178,0.6%,"No
"
772,IDE,1,1,178,0.6%,"No
"
773,GAS2L2,1,1,178,0.6%,"No
"
774,HECW2,1,1,178,0.6%,"No
"
775,ZNF417,1,1,178,0.6%,"No
"
776,CCR4,1,1,178,0.6%,"No
"
777,TNPO2,1,1,178,0.6%,"No
"
778,NWD1,1,1,178,0.6%,"No
"
779,CD300C,1,1,178,0.6%,"No
"
780,ELOA,1,1,178,0.6%,"No
"
781,ME3,1,1,178,0.6%,"No
"
782,ZNF510,1,1,178,0.6%,"No
"
783,ZNF799,1,1,178,0.6%,"No
"
784,ILDR1,1,1,178,0.6%,"No
"
785,TRAK2,1,1,178,0.6%,"No
"
786,GAK,1,1,178,0.6%,"No
"
787,FNDC3A,1,1,178,0.6%,"No
"
788,MYH14,1,1,178,0.6%,"No
"
789,TBC1D2,1,1,178,0.6%,"No
"
790,CDT1,1,1,178,0.6%,"No
"
791,MAPK13,1,1,178,0.6%,"No
"
792,ZEB1,1,1,178,0.6%,"No
"
793,MAP2K1,1,1,178,0.6%,"Yes
"
