,Gene,Total number of mutations,Number of samples with one or more mutations,Profiled Samples,Percentage of samples with one or more mutations,Is Cancer Gene
1787,HMCN1,1,1,65,1.5%,"No
"
1788,OR5V1,1,1,65,1.5%,"No
"
1789,GLCE,1,1,65,1.5%,"No
"
1790,TPR,1,1,65,1.5%,"Yes
"
1791,SIX4,1,1,65,1.5%,"No
"
1792,SLIT2,1,1,65,1.5%,"No
"
1793,ACTBL2,1,1,65,1.5%,"No
"
1794,GALNT7,1,1,65,1.5%,"No
"
1795,CUBN,1,1,65,1.5%,"No
"
1796,JMJD1C,1,1,65,1.5%,"No
"
1797,NUP214,1,1,65,1.5%,"Yes
"
1798,ATAD3B,1,1,65,1.5%,"No
"
1799,TSPEAR,1,1,65,1.5%,"No
"
1800,GK2,2,2,65,3.1%,"No
"
1801,AP3M2,1,1,65,1.5%,"No
"
1802,CPXM1,1,1,65,1.5%,"No
"
1803,HNRNPA0,1,1,65,1.5%,"No
"
1804,LTN1,2,2,65,3.1%,"No
"
1805,C8ORF48,1,1,65,1.5%,"No
"
1806,NR2C1,1,1,65,1.5%,"No
"
1807,LONP1,1,1,65,1.5%,"No
"
1808,E2F7,1,1,65,1.5%,"No
"
1809,TTC29,1,1,65,1.5%,"No
"
1810,NTF4,1,1,65,1.5%,"No
"
1811,FAM98B,1,1,65,1.5%,"No
"
1812,SNX25,2,2,65,3.1%,"No
"
1813,TMC3,2,1,65,1.5%,"No
"
1814,CD276,2,2,65,3.1%,"Yes
"
1815,RUFY3,1,1,65,1.5%,"No
"
1816,BTBD3,1,1,65,1.5%,"No
"
1817,PLAA,1,1,65,1.5%,"No
"
1818,HAPLN1,1,1,65,1.5%,"No
"
1819,FGFBP2,1,1,65,1.5%,"No
"
1820,CNDP1,1,1,65,1.5%,"No
"
1821,NTRK3,1,1,65,1.5%,"Yes
"
1822,GLDC,1,1,65,1.5%,"No
"
1823,DBF4,1,1,65,1.5%,"No
"
1824,PLD4,1,1,65,1.5%,"No
"
1825,DUOX2,1,1,65,1.5%,"No
"
1826,COL5A3,1,1,65,1.5%,"No
"
1827,NOX3,1,1,65,1.5%,"No
"
1828,KLHDC7B,1,1,65,1.5%,"No
"
1829,PLEKHB1,1,1,65,1.5%,"No
"
1830,SLC2A8,1,1,65,1.5%,"No
"
1831,RTN4,1,1,65,1.5%,"No
"
1832,SQOR,2,2,65,3.1%,"No
"
1833,CMYA5,1,1,65,1.5%,"No
"
1834,TCF7L1,1,1,65,1.5%,"No
"
1835,GLRA1,1,1,65,1.5%,"No
"
1836,GLP1R,1,1,65,1.5%,"No
"
1837,EPHA10,1,1,65,1.5%,"No
"
1838,GLUD2,1,1,65,1.5%,"No
"
1839,NMT2,1,1,65,1.5%,"No
"
1840,SLC22A13,1,1,65,1.5%,"No
"
1841,HS6ST1,1,1,65,1.5%,"No
"
1842,BCAN,1,1,65,1.5%,"No
"
1843,PLEKHA1,1,1,65,1.5%,"No
"
1844,DIPK1C,1,1,65,1.5%,"No
"
1845,OAS1,1,1,65,1.5%,"No
"
1846,PILRB,1,1,65,1.5%,"No
"
1847,PCGF1,1,1,65,1.5%,"No
"
1848,RNF167,1,1,65,1.5%,"No
"
1849,SPAG17,2,2,65,3.1%,"No
"
1850,TRIM54,1,1,65,1.5%,"No
"
1851,PAXBP1,1,1,65,1.5%,"No
"
1852,LRP12,1,1,65,1.5%,"No
"
1853,OVOL2,1,1,65,1.5%,"No
"
1854,ZNF878,1,1,65,1.5%,"No
"
1855,PDCD2L,1,1,65,1.5%,"No
"
1856,CSF1R,1,1,65,1.5%,"Yes
"
1857,IMPA1,1,1,65,1.5%,"No
"
1858,ZNF462,1,1,65,1.5%,"No
"
1859,CSF2RB,3,3,65,4.6%,"No
"
1860,CLEC4G,1,1,65,1.5%,"No
"
1861,METTL15,1,1,65,1.5%,"No
"
1862,GNB1,1,1,65,1.5%,"Yes
"
1863,GNAZ,1,1,65,1.5%,"No
"
1864,VARS2,1,1,65,1.5%,"No
"
1865,DOLPP1,1,1,65,1.5%,"No
"
1866,KMT2D,2,2,65,3.1%,"Yes
"
1867,PTS,1,1,65,1.5%,"No
"
1868,ING1,1,1,65,1.5%,"No
"
1869,PTPRZ1,1,1,65,1.5%,"No
"
1870,ODF2,1,1,65,1.5%,No
