,Gene,Total number of mutations,Number of samples with one or more mutations,Profiled Samples,Percentage of samples with one or more mutations,Is Cancer Gene
12611,SPOUT1,1,1,397,0.3%,"No
"
12612,NOP16,2,2,397,0.5%,"No
"
12613,RTCB,5,2,397,0.5%,"No
"
12614,HLA-DRB5,3,2,397,0.5%,"No
"
12615,CTDSPL2,2,2,397,0.5%,"No
"
12616,PALM2AKAP2,10,10,397,2.5%,"No
"
12617,NELFCD,1,1,397,0.3%,"No
"
12618,PTPRA,4,4,397,1.0%,"No
"
12619,PTPRB,6,6,397,1.5%,"Yes
"
12620,PTPRC,6,5,397,1.3%,"Yes
"
12621,PTPRD,13,7,397,1.8%,"Yes
"
12622,HMBS,1,1,397,0.3%,"No
"
12623,HLX,1,1,397,0.3%,"No
"
12624,HLCS,2,2,397,0.5%,"No
"
12625,MR1,4,4,397,1.0%,"No
"
12626,HLA-L,1,1,397,0.3%,"No
"
12627,PTPRM,4,4,397,1.0%,"No
"
12628,PTPRN,3,3,397,0.8%,"No
"
12629,PTPRN2,7,7,397,1.8%,"No
"
12630,MSR1,7,7,397,1.8%,"No
"
12631,MSRA,2,2,397,0.5%,"No
"
12632,MST1,2,2,397,0.5%,"Yes
"
12633,MST1R,6,6,397,1.5%,"Yes
"
12634,MSX1,2,1,397,0.3%,"No
"
12635,HMGCR,3,2,397,0.5%,"No
"
12636,HMGCL,2,2,397,0.5%,"No
"
12637,HMGN1,1,1,397,0.3%,"No
"
12638,HMGB3,1,1,397,0.3%,"No
"
12639,HMGB1,2,1,397,0.3%,"No
"
12640,MSN,3,3,397,0.8%,"Yes
"
12641,ITIH6,9,9,397,2.3%,"No
"
12642,MT1F,1,1,397,0.3%,"No
"
12643,NR4A1,1,1,397,0.3%,"No
"
12644,HMOX2,2,2,397,0.5%,"No
"
12645,HMOX1,2,2,397,0.5%,"No
"
12646,HMMR,3,3,397,0.8%,"No
"
12647,HMGA1,1,1,397,0.3%,"Yes
"
12648,HMGCS2,3,3,397,0.8%,"No
"
12649,HMGCS1,2,2,397,0.5%,"No
"
12650,MSX2,1,1,397,0.3%,"No
"
12651,MT1A,1,1,397,0.3%,"No
"
12652,TMEM52B,2,2,397,0.5%,"No
"
12653,SLC29A2,5,3,397,0.8%,"No
"
12654,HNMT,1,1,397,0.3%,"No
"
12655,HNF4G,1,1,397,0.3%,"No
"
12656,HNF4A,10,9,397,2.3%,"No
"
12657,FOXA3,1,1,397,0.3%,"No
"
12658,FOXA1,3,3,397,0.8%,"Yes
"
12659,CCDC38,3,2,397,0.5%,"No
"
12660,HNRNPA2B1,2,2,397,0.5%,"Yes
"
12661,ZNF81,9,6,397,1.5%,"No
"
12662,HNRNPH3,2,2,397,0.5%,"No
"
12663,HNRNPH2,3,3,397,0.8%,"No
"
12664,HNRNPH1,1,1,397,0.3%,"No
"
12665,ZNF783,1,1,397,0.3%,"No
"
12666,HNRNPF,2,1,397,0.3%,"No
"
12667,C10ORF90,4,4,397,1.0%,"No
"
12668,EYS,1,1,397,0.3%,"No
"
12669,HNRNPU,6,4,397,1.0%,"No
"
12670,HNRNPL,2,2,397,0.5%,"No
"
12671,HNRNPK,1,1,397,0.3%,"No
"
12672,HOXA2,1,1,397,0.3%,"No
"
12673,DCAF8L2,2,2,397,0.5%,"No
"
12674,SPATA4,1,1,397,0.3%,"No
"
12675,HS3ST6,3,3,397,0.8%,"No
"
12676,PDIA2,3,2,397,0.5%,"No
"
12677,COPS7B,2,2,397,0.5%,"No
"
12678,DEPDC4,2,2,397,0.5%,"No
"
12679,OR52I2,3,3,397,0.8%,"No
"
12680,PPME1,1,1,397,0.3%,"No
"
12681,OR51E1,3,3,397,0.8%,"No
"
12682,HEMK1,1,1,397,0.3%,"No
"
12683,CPEB2,1,1,397,0.3%,"No
"
12684,UNKL,2,2,397,0.5%,"No
"
12685,ACTL6B,1,1,397,0.3%,"No
"
12686,BIN2,3,3,397,0.8%,"No
"
12687,EOLA2,1,1,397,0.3%,"No
"
12688,ZDHHC19,2,2,397,0.5%,"No
"
12689,CRYBG3,5,4,397,1.0%,"No
"
12690,AMOTL2,2,2,397,0.5%,"No
"
12691,PRKAG2,5,4,397,1.0%,"No
"
12692,ZNF107,4,3,397,0.8%,"No
"
12693,POLK,3,3,397,0.8%,"No
"
12694,SNX9,3,3,397,0.8%,"No
"
12695,DDX41,2,2,397,0.5%,"Yes
"
12696,EVC2,12,7,397,1.8%,"No
"
12697,SMAP2,3,2,397,0.5%,"No
"
12698,WDR13,2,1,397,0.3%,"No
"
12699,ACBD3,2,2,397,0.5%,"No
"
12700,MFSD1,1,1,397,0.3%,"No
"
12701,SPATA21,2,2,397,0.5%,"No
"
12702,SUCO,1,1,397,0.3%,"No
"
12703,ANAPC7,1,1,397,0.3%,"No
"
12704,ANAPC5,6,5,397,1.3%,"No
"
12705,SCARA3,1,1,397,0.3%,"No
"
12706,MAGEC2,7,7,397,1.8%,"No
"
12707,FAM8A1,4,3,397,0.8%,"No
"
12708,LANCL3,1,1,397,0.3%,"No
"
12709,SMURF2,2,2,397,0.5%,"No
"
12710,CCDC136,2,1,397,0.3%,"No
"
12711,SMYD3,5,3,397,0.8%,"Yes
"
12712,TNS3,8,5,397,1.3%,"No
"
12713,YTHDF2,2,2,397,0.5%,"No
"
12714,HPCAL4,1,1,397,0.3%,"No
"
12715,VGLL1,1,1,397,0.3%,"No
"
12716,RNF138,1,1,397,0.3%,"No
"
12717,IP6K2,2,2,397,0.5%,"No
"
12718,GAREM1,4,2,397,0.5%,"No
"
12719,PARP12,3,2,397,0.5%,"No
"
12720,CREB3L2,1,1,397,0.3%,"Yes
"
12721,ZNF574,1,1,397,0.3%,"No
"
12722,S100PBP,1,1,397,0.3%,"No
"
12723,IPPK,2,2,397,0.5%,"No
"
12724,MEAF6,1,1,397,0.3%,"No
"
12725,LCMT1,2,2,397,0.5%,"No
"
12726,LRRK2,10,7,397,1.8%,"Yes
"
12727,REV1,5,4,397,1.0%,"No
"
12728,RHCG,1,1,397,0.3%,"No
"
12729,ILRUN,1,1,397,0.3%,"No
"
12730,CCDC14,1,1,397,0.3%,"No
"
12731,PCED1A,4,3,397,0.8%,"No
"
12732,ENGASE,4,4,397,1.0%,"No
"
12733,RMND5B,2,2,397,0.5%,"No
"
12734,CFAP68,1,1,397,0.3%,"No
"
12735,MTHFSD,2,2,397,0.5%,"No
"
12736,FNDC3B,5,5,397,1.3%,"No
"
12737,FTSJ3,2,2,397,0.5%,"No
"
12738,PLAAT5,2,2,397,0.5%,"No
"
12739,UBE2J1,2,2,397,0.5%,"No
"
12740,GALNT15,3,2,397,0.5%,"No
"
12741,SLC16A10,1,1,397,0.3%,"No
"
12742,EVL,2,2,397,0.5%,"No
"
12743,MICAL1,4,3,397,0.8%,"No
"
12744,AEN,1,1,397,0.3%,"No
"
12745,RBM15,4,4,397,1.0%,"Yes
"
12746,TBC1D15,2,2,397,0.5%,"No
"
12747,GINS3,2,1,397,0.3%,"No
"
12748,LMF1,2,1,397,0.3%,"No
"
12749,EPS8L2,1,1,397,0.3%,"No
"
12750,EXO5,2,2,397,0.5%,"No
"
12751,LIMA1,1,1,397,0.3%,"No
"
12752,DCDC2,3,2,397,0.5%,"No
"
12753,CABP2,1,1,397,0.3%,"No
"
12754,ANKFY1,5,4,397,1.0%,"No
"
12755,PPP1R21,3,3,397,0.8%,"No
"
12756,SLC44A5,5,5,397,1.3%,"No
"
12757,GAPT,1,1,397,0.3%,"No
"
12758,CIB3,3,2,397,0.5%,"No
"
12759,DEFB118,2,2,397,0.5%,"No
"
12760,OR8G1,1,1,397,0.3%,"No
"
12761,OR10A3,6,6,397,1.5%,"No
"
12762,TAGAP,2,2,397,0.5%,"No
"
12763,IP6K3,3,2,397,0.5%,"No
"
12764,DCBLD2,2,2,397,0.5%,"No
"
12765,SEZ6L2,8,7,397,1.8%,"No
"
12766,CMYA5,14,8,397,2.0%,"No
"
12767,GOLGA8F,1,1,397,0.3%,"No
"
12768,LRRC15,3,3,397,0.8%,"No
"
12769,XRRA1,1,1,397,0.3%,"No
"
12770,RNF217,1,1,397,0.3%,"No
"
12771,NKAIN2,1,1,397,0.3%,"No
"
12772,PTPN18,1,1,397,0.3%,"No
"
12773,LHX6,2,2,397,0.5%,"No
"
12774,TRABD2A,5,5,397,1.3%,"No
"
12775,ZNF800,5,4,397,1.0%,"No
"
12776,PTX3,1,1,397,0.3%,"No
"
12777,PTPRO,3,2,397,0.5%,"Yes
"
12778,PTPRR,3,3,397,0.8%,"No
"
12779,PLEKHH2,6,3,397,0.8%,"No
"
12780,PTPRS,12,9,397,2.3%,"Yes
"
12781,PTPRZ1,16,12,397,3.0%,"No
"
12782,ZNF92,1,1,397,0.3%,"No
"
12783,PVR,3,2,397,0.5%,"No
"
12784,NECTIN1,2,2,397,0.5%,"No
"
12785,NECTIN2,2,2,397,0.5%,"No
"
12786,ADAMTS15,3,2,397,0.5%,"No
"
12787,RAD1,1,1,397,0.3%,"No
"
12788,ZNF746,1,1,397,0.3%,"No
"
12789,PURA,1,1,397,0.3%,"No
"
12790,KCNH8,5,5,397,1.3%,"No
"
12791,PURB,1,1,397,0.3%,"No
"
12792,C9ORF72,1,1,397,0.3%,"No
"
12793,PEX2,3,2,397,0.5%,"No
"
12794,PXN,2,2,397,0.5%,"No
"
12795,PSORS1C1,1,1,397,0.3%,"No
"
12796,CRYGN,1,1,397,0.3%,"No
"
12797,PWP2,3,3,397,0.8%,"No
"
12798,PEX19,3,3,397,0.8%,"No
"
12799,ABCD3,5,3,397,0.8%,"No
"
12800,ABCD4,2,2,397,0.5%,"No
"
12801,ZNF425,6,5,397,1.3%,"No
"
12802,GALNTL5,3,2,397,0.5%,"No
"
12803,CCDC171,1,1,397,0.3%,"No
"
12804,MPP7,3,3,397,0.8%,"No
"
12805,MTAP,1,1,397,0.3%,"Yes
"
12806,PEX5,3,3,397,0.8%,"No
"
12807,PYCR1,1,1,397,0.3%,"No
"
12808,ALDH18A1,1,1,397,0.3%,"No
"
12809,PCYT2,2,2,397,0.5%,"No
"
12810,PYGB,4,3,397,0.8%,"No
"
12811,MT3,1,1,397,0.3%,"No
"
12812,PYGL,3,3,397,0.8%,"No
"
12813,PYGM,3,3,397,0.8%,"No
"
12814,MTF1,5,3,397,0.8%,"No
"
12815,ADAMTS16,18,14,397,3.5%,"No
"
12816,MTCP1,1,1,397,0.3%,"Yes
"
12817,ADAMTS18,11,7,397,1.8%,"No
"
12818,ADAMTS17,2,2,397,0.5%,"No
"
12819,FAM219A,1,1,397,0.3%,"No
"
12820,SLC25A30,2,2,397,0.5%,"No
"
12821,MTHFD1,2,2,397,0.5%,"No
"
12822,VPS13B,10,8,397,2.0%,"No
"
12823,CCDC107,1,1,397,0.3%,"No
"
12824,MTHFR,5,5,397,1.3%,"No
"
12825,PZP,5,3,397,0.8%,"No
"
12826,QARS1,5,4,397,1.0%,"No
"
12827,TMEM213,1,1,397,0.3%,"No
"
12828,MAP4K2,3,3,397,0.8%,"No
"
12829,MYO1F,1,1,397,0.3%,"No
"
12830,HOXB1,2,2,397,0.5%,"No
"
12831,HPCA,1,1,397,0.3%,"No
"
12832,HOXA11,1,1,397,0.3%,"Yes
"
12833,HOXA10,2,2,397,0.5%,"No
"
12834,HOXA9,1,1,397,0.3%,"Yes
"
12835,HOXA7,2,2,397,0.5%,"No
"
12836,HOXA6,4,4,397,1.0%,"No
"
12837,RGL2,1,1,397,0.3%,"No
"
12838,MTM1,4,3,397,0.8%,"No
"
12839,RAB5A,1,1,397,0.3%,"No
"
12840,HOXA13,1,1,397,0.3%,"Yes
"
12841,RAC2,1,1,397,0.3%,"Yes
"
12842,NAP1L5,1,1,397,0.3%,"No
"
12843,RAC3,1,1,397,0.3%,"No
"
12844,GIMAP8,3,3,397,0.8%,"No
"
12845,MTRR,2,2,397,0.5%,"No
"
12846,RAD9A,1,1,397,0.3%,"No
"
12847,RAD17,3,2,397,0.5%,"Yes
"
12848,HOXB9,2,1,397,0.3%,"No
"
12849,HOXB8,1,1,397,0.3%,"No
"
12850,HOXB7,1,1,397,0.3%,"No
"
12851,HOXB6,1,1,397,0.3%,"No
"
12852,HOXB5,1,1,397,0.3%,"No
"
12853,ANKS6,4,4,397,1.0%,"No
"
12854,HOXB3,2,2,397,0.5%,"No
"
12855,HOXB2,2,2,397,0.5%,"No
"
12856,RABGGTA,5,4,397,1.0%,"No
"
12857,NAALADL2,6,5,397,1.3%,"No
"
12858,RABIF,1,1,397,0.3%,"No
"
12859,MTTP,5,3,397,0.8%,"No
"
12860,MTR,6,6,397,1.5%,"No
"
12861,RAD51B,1,1,397,0.3%,"Yes
"
12862,RAD52,1,1,397,0.3%,"Yes
"
12863,RAF1,1,1,397,0.3%,"Yes
"
12864,HOXD4,1,1,397,0.3%,"No
"
12865,HOXD3,2,2,397,0.5%,"No
"
12866,HOXC13,1,1,397,0.3%,"Yes
"
12867,HOXC11,3,2,397,0.5%,"Yes
"
12868,HOXC10,1,1,397,0.3%,"No
"
12869,HOXC9,3,2,397,0.5%,"No
"
12870,RAD21,4,3,397,0.8%,"Yes
"
12871,RAD23A,1,1,397,0.3%,"No
"
12872,RAD23B,4,4,397,1.0%,"No
"
12873,RAD51C,3,3,397,0.8%,"Yes
"
12874,TDRP,2,2,397,0.5%,"No
"
12875,SHISAL2A,1,1,397,0.3%,"No
"
12876,HPD,1,1,397,0.3%,"No
"
12877,HOXD13,2,2,397,0.5%,"Yes
"
12878,ZDHHC23,1,1,397,0.3%,"No
"
12879,HOXD10,1,1,397,0.3%,"No
"
12880,HOXD9,1,1,397,0.3%,"No
"
12881,HOXD8,2,2,397,0.5%,"No
"
12882,RAG1,7,7,397,1.8%,"No
"
12883,RAG2,7,7,397,1.8%,"No
"
12884,RALA,1,1,397,0.3%,"No
"
12885,RALB,1,1,397,0.3%,"No
"
12886,MTX1,1,1,397,0.3%,"No
"
12887,VCX,1,1,397,0.3%,"No
"
12888,TBL2,2,2,397,0.5%,"No
"
12889,MUC2,18,9,397,2.3%,"No
"
12890,MUC3A,6,6,397,1.5%,"No
"
12891,MUC4,9,8,397,2.0%,"No
"
12892,MUC5AC,3,3,397,0.8%,"No
"
12893,HPR,3,1,397,0.3%,"No
"
12894,HPN,5,4,397,1.0%,"No
"
12895,HPGD,3,3,397,0.8%,"No
"
12896,TRIM37,3,2,397,0.5%,"No
"
12897,MUSK,4,4,397,1.0%,"No
"
12898,MMUT,5,4,397,1.0%,"No
"
12899,MUTYH,5,5,397,1.3%,"Yes
"
12900,MVD,2,2,397,0.5%,"No
"
12901,ERAS,1,1,397,0.3%,"No
"
12902,HPX,2,2,397,0.5%,"No
"
12903,HPS1,1,1,397,0.3%,"No
"
12904,MUC6,6,3,397,0.8%,"No
"
12905,MUC7,1,1,397,0.3%,"No
"
12906,PRMT2,3,3,397,0.8%,"No
"
12907,HRH2,4,4,397,1.0%,"No
"
12908,HRG,4,3,397,0.8%,"No
"
12909,HRH1,3,2,397,0.5%,"No
"
12910,AGFG2,3,3,397,0.8%,"No
"
12911,AGFG1,3,1,397,0.3%,"No
"
12912,MVK,2,2,397,0.5%,"No
"
12913,MX1,5,4,397,1.0%,"No
"
12914,OR2T6,8,8,397,2.0%,"No
"
12915,HES1,3,3,397,0.8%,"No
"
12916,HSD3B2,2,2,397,0.5%,"No
"
12917,HSD3B1,2,2,397,0.5%,"Yes
"
12918,ZNF530,2,2,397,0.5%,"No
"
12919,HSD11B2,1,1,397,0.3%,"No
"
12920,HSD11B1,2,2,397,0.5%,"No
"
12921,HSF2,1,1,397,0.3%,"No
"
12922,HSF1,2,2,397,0.5%,"No
"
12923,HSD17B4,3,3,397,0.8%,"No
"
12924,FNDC4,3,2,397,0.5%,"No
"
12925,KLC2,2,2,397,0.5%,"No
"
12926,LARS1,4,4,397,1.0%,"No
"
12927,CXXC5,1,1,397,0.3%,"No
"
12928,OSER1,1,1,397,0.3%,"No
"
12929,LURAP1,1,1,397,0.3%,"No
"
12930,PORCN,5,5,397,1.3%,"No
"
12931,ISL2,1,1,397,0.3%,"No
"
12932,MARCHF7,1,1,397,0.3%,"No
"
12933,SPATA20,2,2,397,0.5%,"No
"
12934,SLC13A3,5,5,397,1.3%,"No
"
12935,YTHDC2,6,2,397,0.5%,"No
"
12936,FBXL17,2,2,397,0.5%,"No
"
12937,TRMO,2,2,397,0.5%,"No
"
12938,ZC3HC1,6,5,397,1.3%,"No
"
12939,PHF7,2,2,397,0.5%,"No
"
12940,PPHLN1,3,3,397,0.8%,"No
"
12941,KIF18B,2,2,397,0.5%,"No
"
12942,ETNPPL,2,2,397,0.5%,"No
"
12943,TUT1,5,4,397,1.0%,"No
"
12944,USP46,1,1,397,0.3%,"No
"
12945,OR10H3,4,4,397,1.0%,"No
"
12946,AIDA,4,3,397,0.8%,"No
"
12947,OR10G2,3,2,397,0.5%,"No
"
12948,NIBAN2,2,2,397,0.5%,"No
"
12949,DCLRE1B,4,3,397,0.8%,"No
"
12950,PLEKHG2,5,4,397,1.0%,"No
"
12951,OR10H1,6,6,397,1.5%,"No
"
12952,OR10H2,2,2,397,0.5%,"No
"
12953,C1QTNF9B,1,1,397,0.3%,"No
"
12954,SCLY,1,1,397,0.3%,"No
"
12955,OR11A1,1,1,397,0.3%,"No
"
12956,VPS54,3,3,397,0.8%,"No
"
12957,SHISA2,1,1,397,0.3%,"No
"
12958,SIRT7,2,2,397,0.5%,"No
"
12959,ARMCX5,5,3,397,0.8%,"No
"
12960,METTL4,2,2,397,0.5%,"No
"
12961,RFX7,5,5,397,1.3%,"No
"
12962,PRRC1,1,1,397,0.3%,"No
"
12963,CDCP1,8,5,397,1.3%,"No
"
12964,RUNDC1,3,3,397,0.8%,"No
"
12965,CINP,1,1,397,0.3%,"No
"
12966,PEX5L,4,3,397,0.8%,"No
"
12967,ACKR4,1,1,397,0.3%,"No
"
12968,LGSN,9,7,397,1.8%,"No
"
12969,NT5DC3,2,2,397,0.5%,"No
"
12970,CHIC2,2,2,397,0.5%,"Yes
"
12971,INTS6,2,1,397,0.3%,"Yes
"
12972,RAB6B,1,1,397,0.3%,"No
"
12973,MBIP,2,2,397,0.5%,"No
"
12974,HDAC7,1,1,397,0.3%,"Yes
"
12975,ARMCX3,1,1,397,0.3%,"No
"
12976,TDP2,3,3,397,0.8%,"No
"
12977,OR12D2,4,4,397,1.0%,"No
"
12978,PCDH20,7,3,397,0.8%,"No
"
12979,LATS2,1,1,397,0.3%,"Yes
"
12980,AGO1,4,2,397,0.5%,"Yes
"
12981,TSPAN16,3,3,397,0.8%,"No
"
12982,IL36RN,2,1,397,0.3%,"No
"
12983,NHLRC3,1,1,397,0.3%,"No
"
12984,CYRIB,1,1,397,0.3%,"No
"
12985,ESF1,7,5,397,1.3%,"No
"
12986,LARP7,4,4,397,1.0%,"No
"
12987,PAPOLG,1,1,397,0.3%,"No
"
12988,C12ORF43,1,1,397,0.3%,"No
"
12989,PCNX3,1,1,397,0.3%,"No
"
12990,PCF11,6,4,397,1.0%,"No
"
12991,PIAS4,2,2,397,0.5%,"No
"
12992,NOXRED1,1,1,397,0.3%,"No
"
12993,HEYL,2,1,397,0.3%,"No
"
12994,CNNM1,2,2,397,0.5%,"No
"
12995,MYOF,16,9,397,2.3%,"No
"
12996,NARF,1,1,397,0.3%,"No
"
12997,CNNM4,1,1,397,0.3%,"No
"
12998,SLC17A5,3,3,397,0.8%,"No
"
12999,CNNM3,2,2,397,0.5%,"No
"
13000,SRRT,4,3,397,0.8%,"No
"
13001,ANO4,10,8,397,2.0%,"No
"
13002,TRIM33,2,2,397,0.5%,"Yes
"
13003,NBAS,12,7,397,1.8%,"No
"
13004,LSR,4,4,397,1.0%,"No
"
13005,PATE2,1,1,397,0.3%,"No
"
13006,OLFML2A,2,1,397,0.3%,"No
"
13007,TERB2,1,1,397,0.3%,"No
"
13008,NBPF10,2,1,397,0.3%,"No
"
13009,KIF7,8,6,397,1.5%,"No
"
13010,HDDC3,1,1,397,0.3%,"No
"
13011,SNX19,2,2,397,0.5%,"No
"
13012,ZBTB41,5,3,397,0.8%,"No
"
13013,GLIPR1L2,2,2,397,0.5%,"No
"
13014,UGT3A1,6,6,397,1.5%,"No
"
