,Gene,Total number of mutations,Number of samples with one or more mutations,Profiled Samples,Percentage of samples with one or more mutations,Is Cancer Gene
1330,ACAA2,1,1,86,1.2%,"No
"
1331,CCDC7,1,1,86,1.2%,"No
"
1332,ATF1,1,1,86,1.2%,"Yes
"
1333,ZNF419,1,1,86,1.2%,"No
"
1334,SKOR2,2,2,86,2.3%,"No
"
1335,HDLBP,2,2,86,2.3%,"No
"
1336,ETAA1,1,1,86,1.2%,"Yes
"
1337,SLCO1A2,1,1,86,1.2%,"No
"
1338,FAM171A2,1,1,86,1.2%,"No
"
1339,RAB36,1,1,86,1.2%,"No
"
1340,N4BP2L2,2,2,86,2.3%,"No
"
1341,PPIL3,1,1,86,1.2%,"No
"
1342,SMARCA4,1,1,86,1.2%,"Yes
"
1343,ADGRE2,1,1,86,1.2%,"No
"
1344,VRK1,1,1,86,1.2%,"No
"
1345,SMARCB1,1,1,86,1.2%,"Yes
"
1346,OR5M3,1,1,86,1.2%,"No
"
1347,ATM,1,1,86,1.2%,"Yes
"
1348,MTUS2,1,1,86,1.2%,"No
"
1349,C9ORF24,1,1,86,1.2%,"No
"
1350,BEST1,1,1,86,1.2%,"No
"
1351,GDA,1,1,86,1.2%,"No
"
1352,CNTN5,1,1,86,1.2%,"No
"
1353,VWF,3,3,86,3.5%,"No
"
1354,NUP155,1,1,86,1.2%,"No
"
1355,HIC1,1,1,86,1.2%,"No
"
1356,ZAN,1,1,86,1.2%,"No
"
1357,MATN4,2,2,86,2.3%,"No
"
1358,TMEM132C,2,2,86,2.3%,"No
"
1359,C11ORF91,1,1,86,1.2%,"No
"
1360,HK1,1,1,86,1.2%,"No
"
1361,ATP1A4,1,1,86,1.2%,"No
"
1362,SERPINE2,1,1,86,1.2%,"No
"
1363,OR8J3,1,1,86,1.2%,"No
"
1364,KDM2B,1,1,86,1.2%,"Yes
"
1365,CARD6,2,2,86,2.3%,"No
"
1366,HUNK,1,1,86,1.2%,"No
"
1367,IKBKE,2,2,86,2.3%,"Yes
"
1368,CLIP2,1,1,86,1.2%,"No
"
1369,TNFRSF10B,1,1,86,1.2%,"No
"
1370,CCDC78,1,1,86,1.2%,"No
"
1371,SCN11A,2,2,86,2.3%,"No
"
1372,MUC16,2,1,86,1.2%,"No
"
1373,BAP1,19,18,86,20.9%,"Yes
"
1374,PIK3C3,1,1,86,1.2%,"Yes
"
1375,MORF4L2,1,1,86,1.2%,"No
"
1376,AXIN2,1,1,86,1.2%,"Yes
"
1377,VWA3B,2,2,86,2.3%,"No
"
1378,MGA,3,3,86,3.5%,"Yes
"
1379,REPIN1,1,1,86,1.2%,"No
"
1380,KRTAP20-3,1,1,86,1.2%,"No
"
1381,LACTB,1,1,86,1.2%,"No
"
1382,MCF2L,2,2,86,2.3%,"No
"
1383,ARHGEF10,1,1,86,1.2%,"No
"
1384,GCNT4,1,1,86,1.2%,"No
"
1385,FBP2,1,1,86,1.2%,"No
"
1386,FAM53C,1,1,86,1.2%,"No
"
1387,WNT3,1,1,86,1.2%,"No
"
1388,RTEL1-TNFRSF6B,1,1,86,1.2%,"No
"
1389,MTFR1,1,1,86,1.2%,"No
"
1390,WNT7B,1,1,86,1.2%,"No
"
1391,MDC1,1,1,86,1.2%,"Yes
"
1392,FZD9,1,1,86,1.2%,"No
"
1393,IQCB1,1,1,86,1.2%,"No
"
1394,FZD7,1,1,86,1.2%,"No
"
1395,GIT1,1,1,86,1.2%,"No
"
1396,KRTAP6-3,1,1,86,1.2%,"No
"
1397,KLHL31,1,1,86,1.2%,"No
"
1398,PIK3CA,2,2,86,2.3%,"Yes
"
1399,WNT1,1,1,86,1.2%,"No
"
1400,TASOR,1,1,86,1.2%,"No
"
1401,SLC22A17,1,1,86,1.2%,"No
"
1402,ZNF541,1,1,86,1.2%,"No
"
1403,SLC25A37,1,1,86,1.2%,"No
"
1404,PPM1F,1,1,86,1.2%,"No
"
1405,TRPM7,1,1,86,1.2%,"No
"
1406,ABHD1,1,1,86,1.2%,"No
"
1407,GARIN1B,1,1,86,1.2%,"No
"
1408,LPIN2,2,2,86,2.3%,"No
"
1409,EXOC8,1,1,86,1.2%,"No
"
1410,XPOT,1,1,86,1.2%,"No
"
1411,TEC,1,1,86,1.2%,"Yes
"
1412,CAPN14,1,1,86,1.2%,"No
"
1413,SFXN4,1,1,86,1.2%,"No
"
1414,ZSCAN23,1,1,86,1.2%,"No
"
1415,RPRD2,1,1,86,1.2%,"No
"
1416,MFSD8,1,1,86,1.2%,"No
"
1417,PSD2,1,1,86,1.2%,"No
"
1418,COBL,2,2,86,2.3%,"No
"
1419,ZDHHC18,1,1,86,1.2%,"No
"
1420,PAPLN,1,1,86,1.2%,"No
"
1421,MRI1,1,1,86,1.2%,"No
"
1422,VPS13C,2,2,86,2.3%,"No
"
1423,C9ORF85,1,1,86,1.2%,"No
"
1424,XBP1,1,1,86,1.2%,"Yes
"
1425,TERT,1,1,86,1.2%,"Yes
"
1426,EBF2,1,1,86,1.2%,"No
"
1427,TERF2,1,1,86,1.2%,"No
"
1428,H2BC9,1,1,86,1.2%,"No
"
1429,USP18,1,1,86,1.2%,"No
"
1430,SCFD1,1,1,86,1.2%,"No
"
1431,WT1,1,1,86,1.2%,"Yes
"
1432,WSCD2,1,1,86,1.2%,"No
"
1433,BIVM,1,1,86,1.2%,"No
"
1434,HAVCR1,1,1,86,1.2%,"No
"
1435,SPTBN5,2,2,86,2.3%,"No
"
1436,MINK1,1,1,86,1.2%,"No
"
1437,TECTA,1,1,86,1.2%,"No
"
1438,TRAF7,1,1,86,1.2%,"Yes
"
1439,CLINT1,2,2,86,2.3%,"No
"
1440,CAPRIN2,1,1,86,1.2%,"No
"
1441,GREB1,1,1,86,1.2%,"No
"
1442,POLR1A,1,1,86,1.2%,"No
"
1443,DEPDC5,1,1,86,1.2%,"No
"
1444,WDR55,1,1,86,1.2%,"No
"
1445,ZBTB7A,1,1,86,1.2%,"Yes
"
1446,FBXL12,1,1,86,1.2%,"No
"
1447,DLC1,2,2,86,2.3%,"No
"
1448,GON4L,1,1,86,1.2%,"No
"
1449,TENT5C,1,1,86,1.2%,"Yes
"
1450,ARHGEF40,1,1,86,1.2%,"No
"
1451,DGUOK,1,1,86,1.2%,"No
"
1452,FBXW9,1,1,86,1.2%,"No
"
1453,SERINC2,1,1,86,1.2%,"No
"
1454,PGPEP1,1,1,86,1.2%,"No
"
1455,IPO9,1,1,86,1.2%,"No
"
1456,CROCC,1,1,86,1.2%,"No
"
1457,BMP15,1,1,86,1.2%,"No
"
1458,EMC2,1,1,86,1.2%,"No
"
1459,GPR45,1,1,86,1.2%,"No
"
1460,VAPB,1,1,86,1.2%,"No
"
1461,PLEKHG4,2,2,86,2.3%,"No
"
1462,RNF19A,1,1,86,1.2%,"No
"
1463,SIK2,1,1,86,1.2%,"No
"
1464,ELAPOR2,1,1,86,1.2%,"No
"
1465,ARC,1,1,86,1.2%,"No
"
1466,H4C4,1,1,86,1.2%,"No
"
1467,NUFIP1,1,1,86,1.2%,"No
"
1468,LAIR1,1,1,86,1.2%,"No
"
1469,ABI3BP,1,1,86,1.2%,"No
"
1470,VPS13A,1,1,86,1.2%,"No
"
1471,DIAPH1,1,1,86,1.2%,"No
"
1472,GLDN,1,1,86,1.2%,"No
"
1473,SLC37A3,1,1,86,1.2%,"No
"
1474,SGIP1,1,1,86,1.2%,"No
"
1475,MAGI1,1,1,86,1.2%,"No
"
1476,RPS6KB2,1,1,86,1.2%,"Yes
"
1477,RPS6KB1,1,1,86,1.2%,"No
"
1478,TGFBR2,1,1,86,1.2%,"Yes
"
1479,DLGAP2,1,1,86,1.2%,"No
"
1480,PPM1H,1,1,86,1.2%,"No
"
1481,ZNF812P,1,1,86,1.2%,"No
"
1482,HYAL3,1,1,86,1.2%,"No
"
1483,RPS6,1,1,86,1.2%,"No
"
1484,PCDHA12,1,1,86,1.2%,"No
"
1485,SLC12A5,1,1,86,1.2%,"No
"
1486,WASF3,1,1,86,1.2%,"No
"
1487,LAMC2,1,1,86,1.2%,"No
"
1488,TMEM135,1,1,86,1.2%,"No
"
1489,LRR1,1,1,86,1.2%,"No
"
1490,LAMA4,1,1,86,1.2%,"No
"
1491,TAS2R4,1,1,86,1.2%,"No
"
1492,LAMA5,2,2,86,2.3%,"No
"
1493,ACOT6,1,1,86,1.2%,"No
"
1494,CDHR1,1,1,86,1.2%,"No
"
1495,TBRG4,1,1,86,1.2%,"No
"
1496,CCPG1,1,1,86,1.2%,"No
"
1497,PCDHA8,1,1,86,1.2%,"No
"
1498,PCDHA7,1,1,86,1.2%,"No
"
1499,ZNF490,1,1,86,1.2%,"No
"
1500,RAB11B,1,1,86,1.2%,"No
"
1501,DLG5,1,1,86,1.2%,"No
"
1502,ITCH,1,1,86,1.2%,"No
"
1503,TGM3,1,1,86,1.2%,"No
"
1504,TMEM169,1,1,86,1.2%,"No
"
1505,ZNF169,1,1,86,1.2%,"No
"
1506,DLG4,1,1,86,1.2%,"No
"
1507,LASP1,1,1,86,1.2%,"Yes
"
1508,PLEKHH1,1,1,86,1.2%,"No
"
1509,A2ML1,1,1,86,1.2%,"No
"
1510,ACP7,1,1,86,1.2%,"No
"
1511,PCDHA2,1,1,86,1.2%,"No
"
1512,PCDHA1,1,1,86,1.2%,"No
"
1513,SLC22A12,1,1,86,1.2%,"No
"
1514,DLX2,1,1,86,1.2%,"No
"
1515,F11R,1,1,86,1.2%,"No
"
1516,CRACD,3,3,86,3.5%,"No
"
1517,CCDC120,1,1,86,1.2%,"No
"
1518,TEX15,1,1,86,1.2%,"No
"
1519,TCHH,2,2,86,2.3%,"No
"
1520,PLEKHG1,1,1,86,1.2%,"No
"
1521,ZGPAT,1,1,86,1.2%,"No
"
1522,DMD,1,1,86,1.2%,"No
"
1523,SLC5A9,1,1,86,1.2%,"No
"
1524,ZNF469,4,3,86,3.5%,"No
"
1525,INSC,1,1,86,1.2%,"No
"
1526,ESYT2,1,1,86,1.2%,"No
"
1527,PARD6A,1,1,86,1.2%,"No
"
1528,TSPOAP1,1,1,86,1.2%,"No
"
1529,CACNA2D2,1,1,86,1.2%,"No
"
1530,MFHAS1,1,1,86,1.2%,"No
"
1531,PIWIL3,1,1,86,1.2%,"No
"
1532,GPR162,1,1,86,1.2%,"No
"
1533,RNF17,1,1,86,1.2%,"No
"
1534,NWD2,1,1,86,1.2%,"No
"
1535,NACC1,1,1,86,1.2%,"No
"
1536,DNAH5,1,1,86,1.2%,"No
"
1537,NMRK2,1,1,86,1.2%,"No
"
1538,DCAF10,1,1,86,1.2%,"No
"
1539,SEPTIN9,1,1,86,1.2%,"Yes
"
1540,GJB6,1,1,86,1.2%,"No
"
1541,KIDINS220,1,1,86,1.2%,"No
"
1542,CPSF1,1,1,86,1.2%,"No
"
1543,OR51B5,1,1,86,1.2%,"No
"
1544,LRRIQ4,1,1,86,1.2%,"No
"
1545,DNAH6,2,2,86,2.3%,"No
"
1546,PLEKHG4B,1,1,86,1.2%,"No
"
1547,PTPRQ,1,1,86,1.2%,"No
"
1548,PDLIM7,2,2,86,2.3%,"No
"
1549,CCDC185,2,2,86,2.3%,"No
"
1550,TJP1,1,1,86,1.2%,"No
"
1551,COL6A5,2,2,86,2.3%,"No
"
1552,DYNC1H1,1,1,86,1.2%,"No
"
1553,LGALS3BP,1,1,86,1.2%,"No
"
1554,P4HA3,1,1,86,1.2%,"No
"
1555,GAS8,1,1,86,1.2%,"No
"
1556,PAPPA2,3,3,86,3.5%,"No
"
1557,GOLGA6L2,1,1,86,1.2%,"No
"
1558,FAM183BP,3,1,86,1.2%,"No
"
1559,GATM,1,1,86,1.2%,"No
"
1560,COPB2,1,1,86,1.2%,"No
"
1561,WBP11,1,1,86,1.2%,"No
"
1562,TLE4,1,1,86,1.2%,"Yes
"
1563,PRR18,1,1,86,1.2%,"No
"
1564,TLL2,1,1,86,1.2%,"Yes
"
1565,TNRC18,1,1,86,1.2%,"No
"
1566,TLN1,1,1,86,1.2%,"No
"
1567,MUC5B,2,2,86,2.3%,"No
"
1568,DNMT3B,2,2,86,2.3%,"Yes
"
1569,DNMT3A,2,2,86,2.3%,"Yes
"
1570,GBP2,1,1,86,1.2%,"No
"
1571,NIPSNAP2,1,1,86,1.2%,"No
"
1572,ARMC10,1,1,86,1.2%,"No
"
1573,AGRN,2,2,86,2.3%,"No
"
1574,COL16A1,1,1,86,1.2%,"No
"
1575,GC,1,1,86,1.2%,"No
"
1576,KCNU1,1,1,86,1.2%,"No
"
1577,DLL1,1,1,86,1.2%,"No
"
1578,HIPK2,1,1,86,1.2%,"No
"
1579,GSX2,1,1,86,1.2%,"No
"
1580,CDH19,1,1,86,1.2%,"No
"
1581,FRMD6,1,1,86,1.2%,"No
"
1582,GCK,1,1,86,1.2%,"No
"
1583,NMB,1,1,86,1.2%,"No
"
1584,TFCP2L1,1,1,86,1.2%,"No
"
1585,MYPN,1,1,86,1.2%,"No
"
1586,GRHL1,1,1,86,1.2%,"No
"
1587,COL19A1,1,1,86,1.2%,"No
"
1588,DOCK2,2,2,86,2.3%,"No
"
1589,NKTR,1,1,86,1.2%,"No
"
1590,COL28A1,1,1,86,1.2%,"No
"
1591,LHFPL4,1,1,86,1.2%,"No
"
1592,UBN1,1,1,86,1.2%,"No
"
1593,COA5,1,1,86,1.2%,"No
"
1594,NOP2,1,1,86,1.2%,"No
"
1595,SP9,1,1,86,1.2%,"No
"
1596,NEDD1,1,1,86,1.2%,"No
"
1597,CNBD1,1,1,86,1.2%,"No
"
1598,TRPM5,1,1,86,1.2%,"No
"
1599,LIM2,1,1,86,1.2%,"No
"
1600,LIMCH1,1,1,86,1.2%,"No
"
1601,RIMS1,1,1,86,1.2%,"No
"
1602,ZSWIM4,1,1,86,1.2%,"No
"
1603,GFAP,1,1,86,1.2%,"No
"
1604,HMGXB3,1,1,86,1.2%,"No
"
1605,GEM,1,1,86,1.2%,"No
"
1606,GPR88,1,1,86,1.2%,"No
"
1607,LRFN1,1,1,86,1.2%,"No
"
1608,CNOT3,1,1,86,1.2%,"Yes
"
1609,FMN2,1,1,86,1.2%,"No
"
1610,TNNI3K,2,2,86,2.3%,"No
"
1611,ATP8B4,1,1,86,1.2%,"No
"
1612,GDF10,1,1,86,1.2%,"No
"
1613,ODAD3,1,1,86,1.2%,"No
"
1614,PNP,1,1,86,1.2%,"No
"
1615,SFTPA2,1,1,86,1.2%,"No
"
1616,METTL25B,1,1,86,1.2%,"No
"
1617,EP400,1,1,86,1.2%,"Yes
"
1618,KLHL38,1,1,86,1.2%,"No
"
1619,ARHGAP23,1,1,86,1.2%,"No
"
1620,CD5,1,1,86,1.2%,"No
"
1621,CD6,1,1,86,1.2%,"No
"
1622,NOTCH3,1,1,86,1.2%,"Yes
"
1623,TMEM80,1,1,86,1.2%,"No
"
1624,C8ORF33,1,1,86,1.2%,"No
"
1625,ANKRD11,2,2,86,2.3%,"Yes
"
1626,SPRTN,1,1,86,1.2%,"Yes
"
1627,POGK,1,1,86,1.2%,"No
"
1628,EDRF1,1,1,86,1.2%,"No
"
1629,ALKAL1,1,1,86,1.2%,"No
"
1630,CD274,1,1,86,1.2%,"Yes
"
1631,FBN2,1,1,86,1.2%,"No
"
1632,COX11,1,1,86,1.2%,"No
"
1633,FBN1,1,1,86,1.2%,"No
"
1634,AFAP1L1,1,1,86,1.2%,"No
"
1635,NCOA7,1,1,86,1.2%,"No
"
1636,COA7,1,1,86,1.2%,"No
"
1637,NPHP1,1,1,86,1.2%,"No
"
1638,PSMD8,1,1,86,1.2%,"No
"
1639,DCAF4,2,1,86,1.2%,"No
"
1640,CD27,1,1,86,1.2%,"No
"
1641,MSLNL,1,1,86,1.2%,"No
"
1642,SV2C,1,1,86,1.2%,"No
"
1643,NPR1,1,1,86,1.2%,"No
"
1644,NPR3,1,1,86,1.2%,"No
"
1645,SORCS3,1,1,86,1.2%,"No
"
1646,PTEN,2,2,86,2.3%,"Yes
"
1647,OPRPN,1,1,86,1.2%,"No
"
1648,FCGRT,1,1,86,1.2%,"No
"
1649,IPO7,1,1,86,1.2%,"No
"
1650,HCN3,2,2,86,2.3%,"No
"
1651,CPM,1,1,86,1.2%,"No
"
1652,NUGGC,2,2,86,2.3%,"No
"
1653,GIP,1,1,86,1.2%,"No
"
1654,CD33,1,1,86,1.2%,"No
"
1655,OR4N4,2,2,86,2.3%,"No
"
1656,ST8SIA4,1,1,86,1.2%,"No
"
1657,DDX17,1,1,86,1.2%,"No
"
1658,CACTIN,1,1,86,1.2%,"No
"
1659,PTCH1,5,4,86,4.7%,"Yes
"
1660,KMT2C,1,1,86,1.2%,"Yes
"
1661,NRAP,2,2,86,2.3%,"No
"
1662,NRAS,1,1,86,1.2%,"Yes
"
1663,POM121L12,1,1,86,1.2%,"No
"
1664,PHRF1,3,3,86,3.5%,"No
"
1665,CR2,1,1,86,1.2%,"No
"
1666,SSU72,1,1,86,1.2%,"No
"
1667,FBRSL1,1,1,86,1.2%,"No
"
1668,EPS15L1,1,1,86,1.2%,"No
"
1669,CR1,2,2,86,2.3%,"No
"
1670,IL1RAP,1,1,86,1.2%,"No
"
1671,CAMSAP3,1,1,86,1.2%,"No
"
1672,FERMT2,1,1,86,1.2%,"No
"
1673,TRMT61B,1,1,86,1.2%,"No
"
1674,DLGAP3,1,1,86,1.2%,"No
"
1675,LINC02906,1,1,86,1.2%,"No
"
1676,DROSHA,1,1,86,1.2%,"Yes
"
1677,NPTX1,1,1,86,1.2%,"No
"
1678,CST9,1,1,86,1.2%,"No
"
1679,YWHAQ,1,1,86,1.2%,"No
"
1680,ASCC3,2,2,86,2.3%,"No
"
1681,RAB19,1,1,86,1.2%,"No
"
1682,ZNF689,1,1,86,1.2%,"No
"
1683,MPEG1,1,1,86,1.2%,"Yes
"
1684,PRRT2,1,1,86,1.2%,"No
"
1685,FES,1,1,86,1.2%,"Yes
"
1686,KIAA1549,1,1,86,1.2%,"No
"
1687,EIF2A,1,1,86,1.2%,"No
"
1688,BRD7,1,1,86,1.2%,"No
"
1689,LRRC75A,1,1,86,1.2%,"No
"
1690,PALM3,1,1,86,1.2%,"No
"
1691,ALS2,2,2,86,2.3%,"No
"
1692,TCHHL1,1,1,86,1.2%,"No
"
1693,IL4R,1,1,86,1.2%,"No
"
1694,RNF213,1,1,86,1.2%,"Yes
"
1695,CREBBP,1,1,86,1.2%,"Yes
"
1696,SEMA4B,1,1,86,1.2%,"No
"
1697,PEAR1,1,1,86,1.2%,"No
"
1698,FREM2,1,1,86,1.2%,"No
"
1699,PTH2R,1,1,86,1.2%,"No
"
1700,GCN1,1,1,86,1.2%,"No
"
1701,OR4D6,1,1,86,1.2%,"No
"
1702,HK3,1,1,86,1.2%,"No
"
1703,CHD8,1,1,86,1.2%,"No
"
1704,OR4C15,1,1,86,1.2%,"No
"
1705,PDIA5,1,1,86,1.2%,"No
"
1706,SLCO4A1,1,1,86,1.2%,"No
"
1707,ZSWIM6,1,1,86,1.2%,"No
"
1708,CXCR1,1,1,86,1.2%,"No
"
1709,CD79B,1,1,86,1.2%,"Yes
"
1710,FGD1,1,1,86,1.2%,"No
"
1711,GIGYF2,1,1,86,1.2%,"No
"
1712,HEATR3,2,2,86,2.3%,"No
"
1713,FGB,1,1,86,1.2%,"No
"
1714,TMED2,1,1,86,1.2%,"No
"
1715,SLCO5A1,1,1,86,1.2%,"No
"
1716,CCT5,1,1,86,1.2%,"No
"
1717,OOSP2,1,1,86,1.2%,"No
"
1718,SLC45A4,1,1,86,1.2%,"No
"
1719,C1QTNF8,1,1,86,1.2%,"No
"
1720,FGFR3,1,1,86,1.2%,"Yes
"
1721,FGFR1,1,1,86,1.2%,"Yes
"
1722,IL11RA,1,1,86,1.2%,"No
"
1723,SHANK2,1,1,86,1.2%,"No
"
1724,NFKBID,1,1,86,1.2%,"No
"
1725,DECR2,1,1,86,1.2%,"No
"
1726,CPNE5,1,1,86,1.2%,"No
"
1727,IFI44L,1,1,86,1.2%,"No
"
1728,VANGL2,1,1,86,1.2%,"No
"
1729,MOCOS,1,1,86,1.2%,"No
"
1730,RAI14,1,1,86,1.2%,"No
"
1731,CCDC88C,1,1,86,1.2%,"No
"
1732,CDK11B,1,1,86,1.2%,"No
"
1733,LRBA,1,1,86,1.2%,"No
"
1734,PTN,1,1,86,1.2%,"No
"
1735,UNC5A,1,1,86,1.2%,"No
"
1736,SIGLEC1,1,1,86,1.2%,"No
"
1737,MSH2,1,1,86,1.2%,"Yes
"
1738,MSH3,1,1,86,1.2%,"Yes
"
1739,MSH4,1,1,86,1.2%,"No
"
1740,STK35,1,1,86,1.2%,"No
"
1741,CEP85,1,1,86,1.2%,"No
"
1742,PTPN12,1,1,86,1.2%,"No
"
1743,PTPN14,1,1,86,1.2%,"No
"
1744,PPP1R3G,1,1,86,1.2%,"No
"
1745,FHL2,1,1,86,1.2%,"No
"
1746,RANBP6,1,1,86,1.2%,"No
"
1747,PRR30,1,1,86,1.2%,"No
"
1748,PP2D1,1,1,86,1.2%,"No
"
1749,SGO1,1,1,86,1.2%,"No
"
1750,NLRP8,1,1,86,1.2%,"No
"
1751,CDC27,1,1,86,1.2%,"No
"
1752,MMRN2,1,1,86,1.2%,"No
"
1753,IL13RA1,1,1,86,1.2%,"No
"
1754,GJB4,1,1,86,1.2%,"No
"
1755,PTPN4,1,1,86,1.2%,"No
"
1756,SUCLA2,1,1,86,1.2%,"No
"
1757,ITFG2,1,1,86,1.2%,"No
"
1758,SNRNP70,1,1,86,1.2%,"No
"
1759,SNRPA1,1,1,86,1.2%,"No
"
1760,CELA3A,1,1,86,1.2%,"No
"
1761,PTPRE,1,1,86,1.2%,"No
"
1762,INPP4B,1,1,86,1.2%,"Yes
"
1763,NSD1,1,1,86,1.2%,"Yes
"
1764,COP1,1,1,86,1.2%,"Yes
"
1765,KDM4E,1,1,86,1.2%,"No
"
1766,FCHO2,1,1,86,1.2%,"No
"
1767,ATP6V1A,1,1,86,1.2%,"No
"
1768,SF3B3,1,1,86,1.2%,"No
"
1769,PALM2AKAP2,1,1,86,1.2%,"No
"
1770,SF3B1,1,1,86,1.2%,"Yes
"
1771,CCDC93,1,1,86,1.2%,"No
"
1772,EMC9,1,1,86,1.2%,"No
"
1773,PTPRD,1,1,86,1.2%,"Yes
"
1774,LGI3,1,1,86,1.2%,"No
"
1775,JPH1,1,1,86,1.2%,"No
"
1776,LRRC55,1,1,86,1.2%,"No
"
1777,CAPN15,1,1,86,1.2%,"No
"
1778,PLA2G4A,2,2,86,2.3%,"No
"
1779,SOS1,1,1,86,1.2%,"Yes
"
1780,FOXF2,1,1,86,1.2%,"No
"
1781,ASXL3,2,2,86,2.3%,"No
"
1782,NIPAL1,1,1,86,1.2%,"No
"
1783,ENAM,1,1,86,1.2%,"No
"
1784,LOXHD1,2,2,86,2.3%,"No
"
1785,SNTB2,1,1,86,1.2%,"No
"
1786,PRPF8,1,1,86,1.2%,"Yes
"
1787,PKHD1,2,2,86,2.3%,"No
"
1788,PKM,1,1,86,1.2%,"No
"
1789,SLC22A11,1,1,86,1.2%,"No
"
1790,TMC5,1,1,86,1.2%,"No
"
1791,SOAT1,1,1,86,1.2%,"No
"
1792,RAD50,2,2,86,2.3%,"Yes
"
1793,COG7,1,1,86,1.2%,"No
"
1794,SEM1,1,1,86,1.2%,"No
"
1795,NRP1,2,2,86,2.3%,"No
"
1796,MSRA,1,1,86,1.2%,"No
"
1797,PLCB2,1,1,86,1.2%,"No
"
1798,TUSC3,1,1,86,1.2%,"Yes
"
1799,VGLL2,1,1,86,1.2%,"No
"
1800,SOX11,1,1,86,1.2%,"No
"
1801,AP4E1,1,1,86,1.2%,"No
"
1802,LRIT3,2,2,86,2.3%,"No
"
1803,FRY,3,3,86,3.5%,"No
"
1804,ASH1L,1,1,86,1.2%,"No
"
1805,CATSPERB,1,1,86,1.2%,"No
"
1806,ATR,1,1,86,1.2%,"Yes
"
1807,ATRX,1,1,86,1.2%,"Yes
"
1808,SOX1,1,1,86,1.2%,"No
"
1809,PLAGL1,1,1,86,1.2%,"No
"
1810,AUH,1,1,86,1.2%,"No
"
1811,GMPS,1,1,86,1.2%,"Yes
"
1812,ARL4C,1,1,86,1.2%,"No
"
1813,PLAT,1,1,86,1.2%,"No
"
1814,RASGRP1,1,1,86,1.2%,"No
"
1815,KAT2B,1,1,86,1.2%,"No
"
1816,ITIH6,1,1,86,1.2%,"No
"
1817,SP100,1,1,86,1.2%,"No
"
1818,AGAP2-AS1,2,2,86,2.3%,"No
"
1819,SLC22A23,1,1,86,1.2%,"No
"
1820,TAS1R2,2,2,86,2.3%,"No
"
1821,CLNK,1,1,86,1.2%,"No
"
1822,TDRD6,3,3,86,3.5%,"No
"
1823,NR4A1,1,1,86,1.2%,"No
"
1824,SPOPL,1,1,86,1.2%,"No
"
1825,TACC2,2,2,86,2.3%,"No
"
1826,SERINC5,1,1,86,1.2%,"No
"
1827,AVPR2,2,2,86,2.3%,"No
"
1828,AXL,1,1,86,1.2%,"Yes
"
1829,SOX12,1,1,86,1.2%,"No
"
1830,TMEM171,1,1,86,1.2%,"No
"
1831,KSR1,1,1,86,1.2%,"No
"
1832,PLD2,1,1,86,1.2%,"No
"
1833,ZKSCAN7,1,1,86,1.2%,"No
"
1834,CCT2,1,1,86,1.2%,"No
"
1835,TSC22D1,1,1,86,1.2%,"No
"
1836,KCNH3,1,1,86,1.2%,"No
"
1837,LDB1,2,2,86,2.3%,"No
"
1838,LPO,1,1,86,1.2%,"No
"
1839,PER3,1,1,86,1.2%,"No
"
1840,GARRE1,1,1,86,1.2%,"No
"
1841,SORBS1,1,1,86,1.2%,"No
"
1842,HNF4G,1,1,86,1.2%,"No
"
1843,GPRC5C,2,2,86,2.3%,"No
"
1844,TRIM10,1,1,86,1.2%,"No
"
1845,ZNF395,1,1,86,1.2%,"No
"
1846,PRR14,1,1,86,1.2%,"No
"
1847,AGBL2,1,1,86,1.2%,"No
"
1848,GRIN3A,1,1,86,1.2%,"No
"
1849,TTC14,1,1,86,1.2%,"No
"
1850,GRIN3B,1,1,86,1.2%,"No
"
1851,ARID2,2,2,86,2.3%,"Yes
"
1852,LOX,1,1,86,1.2%,"No
"
1853,PROZ,1,1,86,1.2%,"No
"
1854,ST18,1,1,86,1.2%,"No
"
1855,FAM135B,1,1,86,1.2%,"No
"
1856,CFAP69,1,1,86,1.2%,"No
"
1857,NUBP2,1,1,86,1.2%,"No
"
1858,BLTP2,1,1,86,1.2%,"No
"
1859,PLXNA1,1,1,86,1.2%,"No
"
1860,SPN,1,1,86,1.2%,"No
"
1861,VNN1,1,1,86,1.2%,"No
"
1862,LRP1,2,2,86,2.3%,"No
"
1863,EML5,2,2,86,2.3%,"No
"
1864,LRP2,1,1,86,1.2%,"No
"
1865,GPRIN2,1,1,86,1.2%,"No
"
1866,TBL1Y,1,1,86,1.2%,"No
"
1867,NOXO1,1,1,86,1.2%,"No
"
1868,HNRNPH1,1,1,86,1.2%,"No
"
1869,LRRC73,1,1,86,1.2%,"No
"
1870,BAAT,1,1,86,1.2%,"No
"
1871,OR10K1,1,1,86,1.2%,"No
"
1872,HNRNPAB,1,1,86,1.2%,"No
"
1873,FNIP2,1,1,86,1.2%,"No
"
1874,CBLL1,1,1,86,1.2%,"No
"
1875,IL17REL,1,1,86,1.2%,"No
"
1876,ADGRB1,1,1,86,1.2%,"No
"
1877,COL24A1,1,1,86,1.2%,"No
"
1878,ZNF331,1,1,86,1.2%,"Yes
"
1879,AQR,1,1,86,1.2%,"No
"
1880,CCDC134,1,1,86,1.2%,"No
"
1881,ZFP36,1,1,86,1.2%,"No
"
1882,SYNJ1,1,1,86,1.2%,"No
"
1883,ADAMTSL2,1,1,86,1.2%,"No
"
1884,SLAIN2,1,1,86,1.2%,"No
"
