,Gene,Total number of mutations,Number of samples with one or more mutations,Profiled Samples,Percentage of samples with one or more mutations,Is Cancer Gene
222,OR6C68,1,1,490,0.2%,"No
"
223,SLC45A2,1,1,490,0.2%,"No
"
224,CDYL2,1,1,490,0.2%,"No
"
225,ASPDH,1,1,490,0.2%,"No
"
226,ADGRV1,6,6,490,1.2%,"No
"
227,CEACAM4,1,1,490,0.2%,"No
"
228,DDX43,1,1,490,0.2%,"No
"
229,MAGEB3,1,1,490,0.2%,"No
"
230,STAT5B,1,1,490,0.2%,"Yes
"
231,STAT5A,2,2,490,0.4%,"Yes
"
232,POR,1,1,490,0.2%,"No
"
233,STATH,1,1,490,0.2%,"No
"
234,WDR54,1,1,490,0.2%,"No
"
235,SPOCK2,1,1,490,0.2%,"No
"
236,ENKD1,2,2,490,0.4%,"No
"
237,MAP1A,4,4,490,0.8%,"No
"
238,ZRANB3,2,2,490,0.4%,"No
"
239,MAP1B,3,3,490,0.6%,"No
"
240,CDKL5,4,4,490,0.8%,"No
"
241,FAM153A,1,1,490,0.2%,"No
"
242,RB1CC1,1,1,490,0.2%,"No
"
243,MAP2,2,2,490,0.4%,"No
"
244,STK11,1,1,490,0.2%,"Yes
"
245,CSMD1,5,5,490,1.0%,"No
"
246,MAP6,2,2,490,0.4%,"No
"
247,CUL7,1,1,490,0.2%,"No
"
248,ALDH16A1,1,1,490,0.2%,"No
"
249,CELF4,1,1,490,0.2%,"No
"
250,DBR1,1,1,490,0.2%,"No
"
251,CPT1C,3,2,490,0.4%,"No
"
252,MYO15A,4,4,490,0.8%,"No
"
253,GRIPAP1,1,1,490,0.2%,"No
"
254,CYB5R4,2,2,490,0.4%,"No
"
255,TRIM36,1,1,490,0.2%,"No
"
256,MAN2B1,1,1,490,0.2%,"No
"
257,SFI1,2,2,490,0.4%,"No
"
258,CCT6B,1,1,490,0.2%,"Yes
"
259,SERPINB11,1,1,490,0.2%,"No
"
260,POU4F3,1,1,490,0.2%,"No
"
261,EFCAB14,1,1,490,0.2%,"No
"
262,TSC22D2,1,1,490,0.2%,"No
"
263,CORIN,1,1,490,0.2%,"No
"
264,PRAG1,3,3,490,0.6%,"No
"
265,KEAP1,1,1,490,0.2%,"Yes
"
266,MARK3,1,1,490,0.2%,"No
"
267,PPAT,1,1,490,0.2%,"No
"
268,MAT1A,1,1,490,0.2%,"No
"
269,JAKMIP2,1,1,490,0.2%,"No
"
270,PPEF1,2,2,490,0.4%,"No
"
271,PKP4,2,2,490,0.4%,"No
"
272,ZNF623,1,1,490,0.2%,"No
"
273,DEGS2,1,1,490,0.2%,"No
"
274,ELMOD1,1,1,490,0.2%,"No
"
275,CRYBG1,4,4,490,0.8%,"No
"
276,SPATA2,1,1,490,0.2%,"No
"
277,KBTBD7,2,1,490,0.2%,"No
"
278,AKT1,5,5,490,1.0%,"Yes
"
279,KCNK10,1,1,490,0.2%,"No
"
280,C3ORF20,1,1,490,0.2%,"No
"
281,AKT2,2,2,490,0.4%,"Yes
"
282,MED1,1,1,490,0.2%,"No
"
283,ARMCX2,1,1,490,0.2%,"No
"
284,CDCA7L,1,1,490,0.2%,"No
"
285,MYCBPAP,2,2,490,0.4%,"No
"
286,RGP1,1,1,490,0.2%,"No
"
287,TKTL2,2,2,490,0.4%,"No
"
288,NDUFAF6,1,1,490,0.2%,"No
"
289,ARHGEF17,1,1,490,0.2%,"No
"
290,TREM2,1,1,490,0.2%,"No
"
291,FSCB,2,2,490,0.4%,"No
"
292,PPID,1,1,490,0.2%,"No
"
293,TESPA1,1,1,490,0.2%,"No
"
294,MBD1,2,2,490,0.4%,"No
"
295,MBL2,1,1,490,0.2%,"No
"
296,ELMO1,2,2,490,0.4%,"No
"
297,TMEM192,2,2,490,0.4%,"No
"
298,C1ORF127,1,1,490,0.2%,"No
"
299,IL17RB,1,1,490,0.2%,"No
"
300,NETO1,1,1,490,0.2%,"No
"
301,ALB,1,1,490,0.2%,"Yes
"
302,ALCAM,1,1,490,0.2%,"No
"
303,ABCD1,3,3,490,0.6%,"No
"
304,SNTG1,2,2,490,0.4%,"No
"
305,ALDH2,1,1,490,0.2%,"Yes
"
306,DCTN6,1,1,490,0.2%,"No
"
307,CNTNAP1,1,1,490,0.2%,"No
"
308,NDST2,2,2,490,0.4%,"No
"
309,CSPG5,1,1,490,0.2%,"No
"
310,SLC41A1,1,1,490,0.2%,"No
"
311,NAV3,6,5,490,1.0%,"No
"
312,ZEB2,1,1,490,0.2%,"No
"
313,HPS4,1,1,490,0.2%,"No
"
314,SOWAHD,1,1,490,0.2%,"No
"
315,PPL,2,2,490,0.4%,"No
"
316,MCC,2,2,490,0.4%,"No
"
317,FARP2,3,3,490,0.6%,"No
"
318,MCF2,1,1,490,0.2%,"No
"
319,GAS7,1,1,490,0.2%,"Yes
"
320,HERC5,1,1,490,0.2%,"No
"
321,ZNF639,1,1,490,0.2%,"No
"
322,MC4R,1,1,490,0.2%,"No
"
323,ALDH1A3,1,1,490,0.2%,"No
"
324,RAPGEFL1,1,1,490,0.2%,"No
"
325,ALDH3B1,1,1,490,0.2%,"No
"
326,IPO11,1,1,490,0.2%,"No
"
327,ALDH3A2,1,1,490,0.2%,"No
"
328,NIN,1,1,490,0.2%,"Yes
"
329,CCDC39,2,2,490,0.4%,"No
"
330,EBP,1,1,490,0.2%,"No
"
331,ALDOB,1,1,490,0.2%,"No
"
332,KCNAB2,1,1,490,0.2%,"No
"
333,HAUS7,1,1,490,0.2%,"No
"
334,ITGA10,2,2,490,0.4%,"No
"
335,DLL3,1,1,490,0.2%,"No
"
336,PLXNA3,1,1,490,0.2%,"No
"
337,ASB10,2,2,490,0.4%,"No
"
338,ELP1,2,1,490,0.2%,"No
"
339,LMLN,1,1,490,0.2%,"No
"
340,PSMD6,1,1,490,0.2%,"No
"
341,RAB37,1,1,490,0.2%,"No
"
342,MCM4,1,1,490,0.2%,"No
"
343,LRIG2,1,1,490,0.2%,"No
"
344,WWP2,1,1,490,0.2%,"No
"
345,SOX30,1,1,490,0.2%,"No
"
346,TRIO,3,3,490,0.6%,"No
"
347,CPZ,2,2,490,0.4%,"No
"
348,MAGI2,1,1,490,0.2%,"No
"
349,CD46,1,1,490,0.2%,"No
"
350,CNTRL,2,2,490,0.4%,"Yes
"
351,ANO3,2,2,490,0.4%,"No
"
352,KIF21B,1,1,490,0.2%,"No
"
353,ANTXR2,1,1,490,0.2%,"No
"
354,TRIM71,1,1,490,0.2%,"No
"
355,PDS5B,1,1,490,0.2%,"Yes
"
356,SMG1,3,3,490,0.6%,"Yes
"
357,MYT1L,1,1,490,0.2%,"No
"
358,TNIK,1,1,490,0.2%,"No
"
359,ALK,1,1,490,0.2%,"Yes
"
360,PPP1R26,1,1,490,0.2%,"No
"
361,NUDT12,1,1,490,0.2%,"No
"
362,CEP170,1,1,490,0.2%,"No
"
363,SNRNP35,1,1,490,0.2%,"No
"
364,BCL2L12,2,2,490,0.4%,"No
"
365,RALYL,1,1,490,0.2%,"No
"
366,CEP350,4,4,490,0.8%,"No
"
367,ADGRG4,2,2,490,0.4%,"No
"
368,AKR1E2,1,1,490,0.2%,"No
"
369,PPFIA3,1,1,490,0.2%,"No
"
370,FCHSD2,1,1,490,0.2%,"No
"
371,ADAM11,2,2,490,0.4%,"No
"
372,AREL1,1,1,490,0.2%,"No
"
373,SCGB1D4,1,1,490,0.2%,"No
"
374,SEC24D,1,1,490,0.2%,"No
"
375,AP3B1,5,4,490,0.8%,"No
"
376,ZC3H11A,1,1,490,0.2%,"No
"
377,TOPBP1,1,1,490,0.2%,"No
"
378,DNAJB9,1,1,490,0.2%,"No
"
379,PIR,1,1,490,0.2%,"No
"
380,KRTCAP3,1,1,490,0.2%,"No
"
381,NMNAT2,1,1,490,0.2%,"No
"
382,TRAJ11,1,1,490,0.2%,"No
"
383,LRRN4,2,2,490,0.4%,"No
"
384,OPN4,2,2,490,0.4%,"No
"
385,ALOX5,1,1,490,0.2%,"No
"
386,ALOX12B,2,2,490,0.4%,"Yes
"
387,ZHX3,1,1,490,0.2%,"No
"
388,TRAJ14,1,1,490,0.2%,"No
"
389,ZSWIM8,1,1,490,0.2%,"No
"
390,SETDB1,1,1,490,0.2%,"Yes
"
391,TRIOBP,3,3,490,0.6%,"No
"
392,RER1,1,1,490,0.2%,"No
"
393,S1PR3,1,1,490,0.2%,"No
"
394,S1PR1,2,2,490,0.4%,"No
"
395,POM121,1,1,490,0.2%,"No
"
396,TRPC3,2,2,490,0.4%,"No
"
397,TRANK1,1,1,490,0.2%,"No
"
398,SMG7,1,1,490,0.2%,"No
"
399,ME1,1,1,490,0.2%,"No
"
400,TCAP,1,1,490,0.2%,"No
"
401,TRPM2,1,1,490,0.2%,"No
"
402,PIAS1,1,1,490,0.2%,"No
"
403,MID2,1,1,490,0.2%,"No
"
404,TMCC1,2,2,490,0.4%,"No
"
405,UNC13A,3,3,490,0.6%,"No
"
406,MYO16,1,1,490,0.2%,"No
"
407,CT45A5,2,1,490,0.2%,"No
"
408,ALPP,1,1,490,0.2%,"No
"
409,ZBTB39,1,1,490,0.2%,"No
"
410,ALPG,1,1,490,0.2%,"No
"
411,RBM34,1,1,490,0.2%,"No
"
412,EDNRB,1,1,490,0.2%,"No
"
413,ALX3,2,2,490,0.4%,"No
"
414,AMBN,1,1,490,0.2%,"No
"
415,SNRNP200,1,1,490,0.2%,"No
"
416,AMBP,2,2,490,0.4%,"No
"
417,LGR5,1,1,490,0.2%,"Yes
"
418,EEF1A2,1,1,490,0.2%,"No
"
419,TRO,3,3,490,0.6%,"No
"
420,FCN3,1,1,490,0.2%,"No
"
421,EEF1A1,3,3,490,0.6%,"No
"
422,DDX46,1,1,490,0.2%,"No
"
423,SLC35D2,2,2,490,0.4%,"No
"
424,PHC1,1,1,490,0.2%,"No
"
425,THOC5,2,2,490,0.4%,"No
"
426,TECPR2,3,3,490,0.6%,"No
"
427,CPSF6,1,1,490,0.2%,"No
"
428,RRP1,1,1,490,0.2%,"No
"
429,WASHC5,1,1,490,0.2%,"No
"
430,PHLPP2,1,1,490,0.2%,"No
"
431,ZNF292,3,3,490,0.6%,"No
"
432,PDZD2,5,5,490,1.0%,"No
"
433,WDTC1,2,2,490,0.4%,"No
"
434,DEGS1,1,1,490,0.2%,"No
"
435,KDM4B,1,1,490,0.2%,"No
"
436,MAST3,1,1,490,0.2%,"No
"
437,FBF1,1,1,490,0.2%,"No
"
438,DDX52,1,1,490,0.2%,"No
"
439,TRPS1,2,2,490,0.4%,"No
"
440,ZPBP,1,1,490,0.2%,"No
"
441,ARSH,1,1,490,0.2%,"No
"
442,ABHD2,1,1,490,0.2%,"No
"
443,SCARF1,2,2,490,0.4%,"No
"
444,TSC1,1,1,490,0.2%,"Yes
"
445,WDFY3,1,1,490,0.2%,"No
"
446,DAAM1,2,2,490,0.4%,"No
"
447,SAMD9L,2,2,490,0.4%,"No
"
448,AMPD2,3,3,490,0.6%,"No
"
449,MAPKBP1,1,1,490,0.2%,"No
"
450,AMPD3,2,2,490,0.4%,"No
"
451,PLCH1,3,3,490,0.6%,"No
"
452,CYFIP2,1,1,490,0.2%,"No
"
453,OR5H14,1,1,490,0.2%,"No
"
454,AMT,1,1,490,0.2%,"No
"
455,AMY2A,1,1,490,0.2%,"No
"
456,AKAP8L,1,1,490,0.2%,"No
"
457,RAB41,1,1,490,0.2%,"No
"
458,TMPRSS13,1,1,490,0.2%,"No
"
459,DGAT2L6,1,1,490,0.2%,"No
"
460,B3GNT5,1,1,490,0.2%,"No
"
461,LILRA2,1,1,490,0.2%,"No
"
462,C2ORF15,1,1,490,0.2%,"No
"
463,TSHR,1,1,490,0.2%,"Yes
"
464,TSPYL1,1,1,490,0.2%,"No
"
465,SPEN,2,2,490,0.4%,"Yes
"
466,CDH22,1,1,490,0.2%,"No
"
467,EXOSC7,1,1,490,0.2%,"No
"
468,FAIM2,1,1,490,0.2%,"No
"
469,ANGPT2,2,2,490,0.4%,"No
"
470,CNOT1,2,2,490,0.4%,"No
"
471,ANK1,2,2,490,0.4%,"No
"
472,ANK2,3,3,490,0.6%,"No
"
473,ADAP1,1,1,490,0.2%,"No
"
474,FAM76A,1,1,490,0.2%,"No
"
475,C10ORF71,1,1,490,0.2%,"No
"
476,EFNA4,1,1,490,0.2%,"No
"
477,OR4A47,1,1,490,0.2%,"No
"
478,KLHL25,1,1,490,0.2%,"No
"
479,TTC3,1,1,490,0.2%,"No
"
480,GZF1,3,2,490,0.4%,"No
"
481,ARAP3,2,2,490,0.4%,"No
"
482,ANPEP,2,2,490,0.4%,"No
"
483,SWSAP1,1,1,490,0.2%,"No
"
484,MEGF8,1,1,490,0.2%,"No
"
485,MEGF6,1,1,490,0.2%,"No
"
486,CELSR2,2,2,490,0.4%,"No
"
487,CELSR3,1,1,490,0.2%,"No
"
488,PHF20L1,1,1,490,0.2%,"No
"
489,SPINK5,1,1,490,0.2%,"No
"
490,TTPA,1,1,490,0.2%,"No
"
491,DCLRE1C,1,1,490,0.2%,"No
"
492,ARSK,3,3,490,0.6%,"No
"
493,INF2,1,1,490,0.2%,"No
"
494,AP3M1,1,1,490,0.2%,"No
"
495,PABPC1,1,1,490,0.2%,"No
"
496,ZNF491,1,1,490,0.2%,"No
"
497,TTN,25,21,490,4.3%,"No
"
498,TTK,2,2,490,0.4%,"No
"
499,EIF1AX,9,7,490,1.4%,"Yes
"
500,EHHADH,1,1,490,0.2%,"No
"
501,KMT5B,1,1,490,0.2%,"No
"
502,KLK11,1,1,490,0.2%,"No
"
503,OR2T27,1,1,490,0.2%,"No
"
504,TMSB15A,2,2,490,0.4%,"No
"
505,ATF7,1,1,490,0.2%,"No
"
506,TUFT1,1,1,490,0.2%,"No
"
507,C1QTNF6,1,1,490,0.2%,"No
"
508,TULP2,2,2,490,0.4%,"No
"
509,TULP1,1,1,490,0.2%,"No
"
510,L3MBTL4,1,1,490,0.2%,"No
"
511,ARFGEF3,1,1,490,0.2%,"No
"
512,FAM111A,1,1,490,0.2%,"No
"
513,TUBG1,1,1,490,0.2%,"No
"
514,ZNF337,2,2,490,0.4%,"No
"
515,NOC2L,1,1,490,0.2%,"No
"
516,ABCA12,3,3,490,0.6%,"No
"
517,GIMAP2,1,1,490,0.2%,"No
"
518,HPDL,1,1,490,0.2%,"No
"
519,LNP1,1,1,490,0.2%,"No
"
520,TYK2,1,1,490,0.2%,"Yes
"
521,ACOT12,1,1,490,0.2%,"No
"
522,CELA1,1,1,490,0.2%,"No
"
523,TWIST1,1,1,490,0.2%,"No
"
524,SNX14,2,2,490,0.4%,"No
"
525,TNFSF4,1,1,490,0.2%,"No
"
526,RAB3IP,2,2,490,0.4%,"No
"
527,IL4I1,1,1,490,0.2%,"No
"
528,RGS22,1,1,490,0.2%,"No
"
529,EIF4G2,1,1,490,0.2%,"No
"
530,ZNF563,1,1,490,0.2%,"No
"
531,IGFN1,1,1,490,0.2%,"No
"
532,HAP1,1,1,490,0.2%,"No
"
533,ARSI,2,2,490,0.4%,"No
"
534,TES,1,1,490,0.2%,"No
"
535,ZNF335,2,2,490,0.4%,"No
"
536,TIGD7,1,1,490,0.2%,"No
"
537,GAPVD1,1,1,490,0.2%,"No
"
538,WFIKKN1,2,2,490,0.4%,"No
"
539,FER1L6,1,1,490,0.2%,"No
"
540,KLHL22,1,1,490,0.2%,"No
"
541,UBQLN3,2,2,490,0.4%,"No
"
542,IL21R,1,1,490,0.2%,"Yes
"
543,TAF1C,1,1,490,0.2%,"No
"
544,ITSN2,1,1,490,0.2%,"No
"
545,MPZL1,1,1,490,0.2%,"No
"
546,TMEM67,1,1,490,0.2%,"No
"
547,STING1,1,1,490,0.2%,"No
"
548,SHROOM1,1,1,490,0.2%,"No
"
549,ITPA,1,1,490,0.2%,"No
"
550,TTLL3,1,1,490,0.2%,"No
"
551,DACH2,1,1,490,0.2%,"No
"
552,ANKEF1,1,1,490,0.2%,"No
"
553,OR56A1,3,3,490,0.6%,"No
"
554,ZNF503,1,1,490,0.2%,"No
"
555,ITPR1,4,4,490,0.8%,"No
"
556,ITPR2,7,7,490,1.4%,"No
"
557,STT3A,2,2,490,0.4%,"No
"
558,GEMIN4,1,1,490,0.2%,"No
"
559,HIP1R,2,2,490,0.4%,"No
"
560,SCARF2,1,1,490,0.2%,"No
"
561,CYP2U1,1,1,490,0.2%,"No
"
562,ZNF559-ZNF177,1,1,490,0.2%,"No
"
563,TANC2,1,1,490,0.2%,"No
"
564,PCLO,3,3,490,0.6%,"Yes
"
565,FKBPL,1,1,490,0.2%,"No
"
566,SVIP,1,1,490,0.2%,"No
"
567,HACD4,1,1,490,0.2%,"No
"
568,KDM4C,2,2,490,0.4%,"Yes
"
569,JAK1,1,1,490,0.2%,"Yes
"
570,PPRC1,1,1,490,0.2%,"No
"
571,JAK2,1,1,490,0.2%,"Yes
"
572,ERC1,1,1,490,0.2%,"Yes
"
573,IGLV8-61,1,1,490,0.2%,"No
"
574,EXPH5,1,1,490,0.2%,"No
"
575,GPR101,3,3,490,0.6%,"No
"
576,MFRP,1,1,490,0.2%,"No
"
577,ITPR3,1,1,490,0.2%,"No
"
578,CALY,1,1,490,0.2%,"No
"
579,JAG2,1,1,490,0.2%,"No
"
580,ANO7,1,1,490,0.2%,"No
"
581,CD200R1,1,1,490,0.2%,"No
"
582,TAAR5,1,1,490,0.2%,"No
"
583,GNPDA2,1,1,490,0.2%,"No
"
584,MRFAP1L1,1,1,490,0.2%,"No
"
585,ARHGAP26,2,2,490,0.4%,"Yes
"
586,TTLL5,1,1,490,0.2%,"No
"
587,DMRTB1,1,1,490,0.2%,"No
"
588,LRIG3,1,1,490,0.2%,"Yes
"
589,KIF1B,2,2,490,0.4%,"No
"
590,COG3,1,1,490,0.2%,"No
"
591,IQSEC2,1,1,490,0.2%,"No
"
592,ZBTB43,1,1,490,0.2%,"No
"
593,PARP10,3,3,490,0.6%,"No
"
594,JUN,1,1,490,0.2%,"Yes
"
595,ZC3H13,4,4,490,0.8%,"No
"
596,SH2D2A,1,1,490,0.2%,"No
"
597,KERA,1,1,490,0.2%,"No
"
598,ARHGEF4,1,1,490,0.2%,"No
"
599,DIDO1,2,2,490,0.4%,"No
"
600,DOK2,1,1,490,0.2%,"No
"
601,SPAG9,3,3,490,0.6%,"No
"
602,HTRA2,1,1,490,0.2%,"No
"
603,KCNA4,1,1,490,0.2%,"No
"
604,TBC1D9B,1,1,490,0.2%,"No
"
605,GGA2,2,2,490,0.4%,"No
"
606,CAND2,1,1,490,0.2%,"No
"
607,SLC6A19,1,1,490,0.2%,"No
"
608,OVCH1,2,2,490,0.4%,"No
"
609,ADAMTS8,1,1,490,0.2%,"No
"
610,KCND1,1,1,490,0.2%,"No
"
611,KIF13A,1,1,490,0.2%,"No
"
612,NUP210L,1,1,490,0.2%,"No
"
613,PSTPIP1,1,1,490,0.2%,"No
"
614,LRIT1,1,1,490,0.2%,"No
"
615,ZNF791,1,1,490,0.2%,"No
"
616,PRDM16,3,3,490,0.6%,"Yes
"
617,NFS1,1,1,490,0.2%,"No
"
618,PYGO1,1,1,490,0.2%,"No
"
619,PRC1,2,2,490,0.4%,"No
"
620,PRDM15,1,1,490,0.2%,"No
"
621,FIGNL1,1,1,490,0.2%,"No
"
622,KCNC3,2,2,490,0.4%,"No
"
623,CMTR1,1,1,490,0.2%,"No
"
624,ZNF709,1,1,490,0.2%,"No
"
625,TMTC4,1,1,490,0.2%,"No
"
626,HECW1,1,1,490,0.2%,"No
"
627,ZNF564,1,1,490,0.2%,"No
"
628,LDLRAD3,1,1,490,0.2%,"No
"
629,PLXDC2,4,4,490,0.8%,"No
"
630,MYCBP2,3,3,490,0.6%,"No
"
631,KCNA5,1,1,490,0.2%,"No
"
632,PTPN21,1,1,490,0.2%,"No
"
633,ZSCAN10,1,1,490,0.2%,"No
"
634,KCNA6,1,1,490,0.2%,"No
"
635,LINGO1,2,2,490,0.4%,"No
"
636,KCNA7,1,1,490,0.2%,"No
"
637,ADO,1,1,490,0.2%,"No
"
638,MRGPRX4,1,1,490,0.2%,"No
"
639,ANGPTL1,1,1,490,0.2%,"No
"
640,NDRG4,1,1,490,0.2%,"No
"
641,RUFY2,1,1,490,0.2%,"No
"
642,MAP3K6,1,1,490,0.2%,"Yes
"
643,RABL6,1,1,490,0.2%,"No
"
644,RHBDF2,1,1,490,0.2%,"No
"
645,KANSL3,1,1,490,0.2%,"No
"
646,YEATS2,1,1,490,0.2%,"No
"
647,TMEM145,1,1,490,0.2%,"No
"
648,KCND3,3,3,490,0.6%,"No
"
649,DYNC2H1,6,4,490,0.8%,"No
"
650,ZMYND11,1,1,490,0.2%,"No
"
651,KCNG1,2,2,490,0.4%,"No
"
652,KCNH1,1,1,490,0.2%,"No
"
653,KCNH2,3,3,490,0.6%,"No
"
654,SLC26A6,1,1,490,0.2%,"No
"
655,GALNT18,1,1,490,0.2%,"No
"
656,KCNJ14,1,1,490,0.2%,"No
"
657,PINK1,1,1,490,0.2%,"No
"
658,AK7,1,1,490,0.2%,"No
"
659,WNT4,1,1,490,0.2%,"No
"
660,FRMD4A,1,1,490,0.2%,"No
"
661,CLDN6,1,1,490,0.2%,"No
"
662,CHD3,3,3,490,0.6%,"No
"
663,RBM22,1,1,490,0.2%,"No
"
664,CHD2,2,2,490,0.4%,"Yes
"
665,IQGAP2,1,1,490,0.2%,"No
"
666,CHD1,1,1,490,0.2%,"No
"
667,RCC1,1,1,490,0.2%,"No
"
668,ARSJ,1,1,490,0.2%,"No
"
669,CHAT,1,1,490,0.2%,"No
"
670,CLXN,2,2,490,0.4%,"No
"
671,ZNF234,2,2,490,0.4%,"No
"
672,MCPH1,2,2,490,0.4%,"No
"
673,KCNJ9,1,1,490,0.2%,"No
"
674,KCNJ10,1,1,490,0.2%,"No
"
675,WDR4,1,1,490,0.2%,"No
"
676,NCKAP1,2,2,490,0.4%,"No
"
677,CHD4,2,2,490,0.4%,"Yes
"
678,KCNN3,2,2,490,0.4%,"No
"
679,HELQ,1,1,490,0.2%,"No
"
680,JMJD8,1,1,490,0.2%,"No
"
681,OR2B3,1,1,490,0.2%,"No
"
682,TMSB4Y,1,1,490,0.2%,"No
"
683,TUT7,1,1,490,0.2%,"No
"
684,FN3KRP,1,1,490,0.2%,"No
"
685,OGFOD2,1,1,490,0.2%,"No
"
686,SPC25,1,1,490,0.2%,"No
"
687,CHGB,1,1,490,0.2%,"No
"
688,KCNJ16,1,1,490,0.2%,"No
"
689,PRUNE2,3,3,490,0.6%,"No
"
690,KCNK1,1,1,490,0.2%,"No
"
691,ABHD6,1,1,490,0.2%,"No
"
692,KCNMA1,1,1,490,0.2%,"No
"
693,CAPN9,1,1,490,0.2%,"No
"
694,KDR,2,2,490,0.4%,"Yes
"
695,KEL,2,2,490,0.4%,"Yes
"
696,CHRM4,1,1,490,0.2%,"No
"
697,LYST,4,4,490,0.8%,"No
"
698,DNAJA3,1,1,490,0.2%,"No
"
699,USP6,2,2,490,0.4%,"Yes
"
700,USP2,1,1,490,0.2%,"No
"
701,TBX18,2,2,490,0.4%,"No
"
702,PPP1R3B,1,1,490,0.2%,"No
"
703,HBS1L,2,2,490,0.4%,"No
"
704,SULT1A1,1,1,490,0.2%,"No
"
705,PLK2,4,4,490,0.8%,"Yes
"
706,PLEKHF2,1,1,490,0.2%,"No
"
707,CHN1,1,1,490,0.2%,"Yes
"
708,STX4,1,1,490,0.2%,"No
"
709,KCNQ3,1,1,490,0.2%,"No
"
710,STXBP1,1,1,490,0.2%,"No
"
711,KCNS2,2,2,490,0.4%,"No
"
712,STXBP3,1,1,490,0.2%,"No
"
713,NES,1,1,490,0.2%,"No
"
714,NUP50,1,1,490,0.2%,"No
"
715,SLC24A3,1,1,490,0.2%,"No
"
716,ACTL9,1,1,490,0.2%,"No
"
717,SUPT6H,1,1,490,0.2%,"No
"
718,KIAA1958,1,1,490,0.2%,"No
"
719,OR4K2,1,1,490,0.2%,"No
"
720,CHRNB3,1,1,490,0.2%,"No
"
721,QTRT2,1,1,490,0.2%,"No
"
722,PRSS53,1,1,490,0.2%,"No
"
723,OR4N5,2,2,490,0.4%,"No
"
724,STAG3,3,2,490,0.4%,"No
"
725,OR11G2,1,1,490,0.2%,"No
"
726,CHRNA7,1,1,490,0.2%,"No
"
727,GALNT12,1,1,490,0.2%,"No
"
728,STAG2,1,1,490,0.2%,"Yes
"
729,SENP5,2,2,490,0.4%,"No
"
730,ZNF560,1,1,490,0.2%,"No
"
731,CHRNA2,1,1,490,0.2%,"No
"
732,SUOX,3,3,490,0.6%,"No
"
733,KIF2A,1,1,490,0.2%,"No
"
734,SULT2A1,1,1,490,0.2%,"No
"
735,KIF5B,1,1,490,0.2%,"Yes
"
736,SLC5A8,1,1,490,0.2%,"No
"
737,OR13F1,2,2,490,0.4%,"No
"
738,ACD,1,1,490,0.2%,"No
"
739,OR13C8,1,1,490,0.2%,"No
"
740,RAPH1,2,2,490,0.4%,"No
"
741,KIF4B,3,3,490,0.6%,"No
"
742,PPP1R7,2,2,490,0.4%,"No
"
743,SVIL,3,3,490,0.6%,"No
"
744,FRG1,1,1,490,0.2%,"No
"
745,ZG16B,1,1,490,0.2%,"No
"
746,SUV39H1,1,1,490,0.2%,"No
"
747,PCDHGA11,1,1,490,0.2%,"No
"
748,CIDEA,1,1,490,0.2%,"No
"
749,STEAP4,1,1,490,0.2%,"No
"
750,PCDHGB3,1,1,490,0.2%,"No
"
751,CHRND,1,1,490,0.2%,"No
"
752,ENPP6,1,1,490,0.2%,"No
"
753,RAI1,3,3,490,0.6%,"No
"
754,MED22,1,1,490,0.2%,"No
"
755,CNKSR3,1,1,490,0.2%,"No
"
756,SYK,2,2,490,0.4%,"Yes
"
757,ASAP1,2,2,490,0.4%,"No
"
758,PPP2R2B,1,1,490,0.2%,"No
"
759,PCDHGA5,1,1,490,0.2%,"No
"
760,FSHR,1,1,490,0.2%,"No
"
761,CENPI,1,1,490,0.2%,"No
"
762,DDX60L,1,1,490,0.2%,"No
"
763,BIRC6,3,3,490,0.6%,"No
"
764,PCDHGA4,1,1,490,0.2%,"No
"
765,CERS1,2,2,490,0.4%,"No
"
766,PCDHGA2,1,1,490,0.2%,"No
"
767,RIOK1,3,3,490,0.6%,"No
"
768,IZUMO1,1,1,490,0.2%,"No
"
769,PCDHGA1,1,1,490,0.2%,"No
"
770,PPP1R10,1,1,490,0.2%,"No
"
771,GALNT8,1,1,490,0.2%,"No
"
772,SAMD3,1,1,490,0.2%,"No
"
773,PPP2R1A,2,2,490,0.4%,"Yes
"
774,FGF21,1,1,490,0.2%,"No
"
775,KIR3DX1,1,1,490,0.2%,"No
"
776,DDX51,1,1,490,0.2%,"No
"
777,TENM2,5,5,490,1.0%,"No
"
778,GALNT16,2,2,490,0.4%,"No
"
779,CRISPLD2,2,2,490,0.4%,"No
"
780,ESPN,1,1,490,0.2%,"No
"
781,DENND6B,2,2,490,0.4%,"No
"
782,PCDHB10,2,2,490,0.4%,"No
"
783,NFAT5,2,2,490,0.4%,"No
"
784,PCDHB8,1,1,490,0.2%,"No
"
785,DSCAML1,1,1,490,0.2%,"No
"
786,OSBPL6,1,1,490,0.2%,"No
"
787,CCDC9B,1,1,490,0.2%,"No
"
788,PCDHB12,1,1,490,0.2%,"No
"
789,REXO1,3,2,490,0.4%,"No
"
790,OSBPL8,1,1,490,0.2%,"No
"
791,PCDHB11,1,1,490,0.2%,"No
"
792,OSBPL9,1,1,490,0.2%,"No
"
793,PPP2R5D,1,1,490,0.2%,"No
"
794,POLQ,3,3,490,0.6%,"Yes
"
795,PLEKHM2,1,1,490,0.2%,"No
"
796,TACR3,2,2,490,0.4%,"No
"
797,TAF1,2,2,490,0.4%,"Yes
"
798,MEFV,2,2,490,0.4%,"No
"
