,Gene,Total number of mutations,Number of samples with one or more mutations,Profiled Samples,Percentage of samples with one or more mutations,Is Cancer Gene
0,STPG2,11,11,566,1.9%,"No
"
1,INSL3,1,1,566,0.2%,"No
"
2,KRT6C,6,5,566,0.9%,"No
"
3,ASPM,80,75,566,13.3%,"No
"
4,OGN,3,3,566,0.5%,"No
"
5,FOXM1,9,9,566,1.6%,"No
"
6,FOXE1,2,2,566,0.4%,"No
"
7,FOXC2,10,10,566,1.8%,"No
"
8,FOXJ1,1,1,566,0.2%,"No
"
9,FOXE3,1,1,566,0.2%,"No
"
10,LAMA1,70,60,566,10.6%,"No
"
11,FOXL1,3,3,566,0.5%,"No
"
12,INS,7,6,566,1.1%,"No
"
13,INPP4A,8,8,566,1.4%,"Yes
"
14,INPP5A,4,3,566,0.5%,"No
"
15,INPP5B,10,10,566,1.8%,"No
"
16,FOXO3,6,6,566,1.1%,"Yes
"
17,INPP5D,11,11,566,1.9%,"Yes
"
18,FOXO1,5,5,566,0.9%,"Yes
"
19,INPPL1,13,13,566,2.3%,"Yes
"
20,OGDH,11,11,566,1.9%,"No
"
21,FOXS1,5,5,566,0.9%,"No
"
22,OGG1,2,2,566,0.4%,"No
"
23,TNFRSF11B,3,3,566,0.5%,"No
"
24,FLNB,17,16,566,2.8%,"No
"
25,A1BG,5,5,566,0.9%,"No
"
26,FLNA,41,35,566,6.2%,"No
"
27,A2M,26,25,566,4.4%,"No
"
28,MLANA,1,1,566,0.2%,"No
"
29,FLII,9,8,566,1.4%,"No
"
30,FLI1,20,19,566,3.4%,"Yes
"
31,METRNL,1,1,566,0.2%,"No
"
32,FLG,229,145,566,25.6%,"No
"
33,INSL4,4,4,566,0.7%,"No
"
34,NAT1,4,4,566,0.7%,"No
"
35,INSM1,6,5,566,0.9%,"No
"
36,OLR1,9,9,566,1.6%,"No
"
37,INSR,15,14,566,2.5%,"Yes
"
38,OMG,2,2,566,0.4%,"No
"
39,OMP,1,1,566,0.2%,"No
"
40,INSRR,40,37,566,6.5%,"No
"
41,OPA1,7,6,566,1.1%,"No
"
42,EIF3E,9,9,566,1.6%,"Yes
"
43,FLOT2,6,6,566,1.1%,"No
"
44,OPCML,15,14,566,2.5%,"No
"
45,FLNC,61,49,566,8.7%,"No
"
46,SIX6,5,5,566,0.9%,"No
"
47,IRF2,3,3,566,0.5%,"Yes
"
48,OR1D2,4,4,566,0.7%,"No
"
49,OR1F1,3,3,566,0.5%,"No
"
50,IRF4,17,16,566,2.8%,"Yes
"
51,OR2C1,4,4,566,0.7%,"No
"
52,CDH2,37,30,566,5.3%,"No
"
53,FMOD,6,6,566,1.1%,"No
"
54,FMO5,2,2,566,0.4%,"No
"
55,WFDC9,1,1,566,0.2%,"No
"
56,FMO3,11,11,566,1.9%,"No
"
57,FMO2,17,17,566,3.0%,"No
"
58,FMO1,23,23,566,4.1%,"No
"
59,FLT4,24,21,566,3.7%,"Yes
"
60,FLT3LG,2,2,566,0.4%,"No
"
61,WFDC11,1,1,566,0.2%,"No
"
62,FLT3,23,22,566,3.9%,"Yes
"
63,FLT1,30,27,566,4.8%,"Yes
"
64,IPP,6,4,566,0.7%,"No
"
65,OPHN1,19,19,566,3.4%,"No
"
66,IRAK1,7,7,566,1.2%,"No
"
67,OPRD1,3,3,566,0.5%,"No
"
68,ITGA6,11,11,566,1.9%,"No
"
69,OPRK1,13,13,566,2.3%,"No
"
70,IRAK2,5,5,566,0.9%,"No
"
71,OPRL1,11,11,566,1.9%,"No
"
72,OPRM1,12,11,566,1.9%,"No
"
73,IREB2,8,8,566,1.4%,"No
"
74,FMO4,9,9,566,1.6%,"No
"
75,IRF1,1,1,566,0.2%,"Yes
"
76,ISL1,14,14,566,2.5%,"No
"
77,ISLR,8,8,566,1.4%,"No
"
78,ITGA1,16,16,566,2.8%,"No
"
79,ITGA2,27,26,566,4.6%,"No
"
80,FNTB,2,2,566,0.4%,"No
"
81,CDH12,74,64,566,11.3%,"No
"
82,CDH10,113,92,566,16.3%,"No
"
83,FNTA,5,5,566,0.9%,"No
"
84,CDH9,74,63,566,11.1%,"No
"
85,CDH8,49,47,566,8.3%,"No
"
86,CDH7,50,48,566,8.5%,"No
"
87,CDH6,40,36,566,6.4%,"No
"
88,FN1,23,22,566,3.9%,"No
"
89,CDH5,15,14,566,2.5%,"No
"
90,AFF2,71,58,566,10.2%,"No
"
91,CDH4,21,21,566,3.7%,"No
"
92,MRGPRX1,8,8,566,1.4%,"No
"
93,CDH3,9,9,566,1.6%,"No
"
94,FMR1,18,16,566,2.8%,"No
"
95,IRF5,2,2,566,0.4%,"No
"
96,OR3A1,10,10,566,1.8%,"No
"
97,IRF6,13,11,566,1.9%,"No
"
98,OR3A2,9,9,566,1.6%,"No
"
99,IRF7,4,4,566,0.7%,"No
"
100,IRS1,19,18,566,3.2%,"Yes
"
101,ORC1,8,8,566,1.4%,"No
"
102,ORC2,7,7,566,1.2%,"No
"
103,SH3PXD2B,13,13,566,2.3%,"No
"
104,ISG20,2,2,566,0.4%,"No
"
105,CDH11,35,33,566,5.8%,"Yes
"
106,CYP4X1,3,3,566,0.5%,"No
"
107,ITGA9,9,9,566,1.6%,"No
"
108,ITGAD,38,34,566,6.0%,"No
"
109,ITGAE,22,22,566,3.9%,"No
"
110,ITGAL,26,25,566,4.4%,"No
"
111,ITGAM,27,27,566,4.8%,"No
"
112,SLX4IP,6,6,566,1.1%,"No
"
113,CDK7,3,3,566,0.5%,"No
"
114,FOS,4,4,566,0.7%,"No
"
115,GPRIN3,14,13,566,2.3%,"No
"
116,CDK6,5,4,566,0.7%,"Yes
"
117,FOLR3,5,5,566,0.9%,"No
"
118,CDK5,3,3,566,0.5%,"No
"
119,FOLR2,3,3,566,0.5%,"No
"
120,CDK4,3,3,566,0.5%,"Yes
"
121,FOLR1,3,3,566,0.5%,"No
"
122,CDH18,58,54,566,9.5%,"No
"
123,CDH17,28,24,566,4.2%,"No
"
124,FOLH1,40,37,566,6.5%,"No
"
125,CDH16,8,8,566,1.4%,"No
"
126,CDH15,10,10,566,1.8%,"No
"
127,CDH13,14,14,566,2.5%,"No
"
128,ITGA2B,12,12,566,2.1%,"No
"
129,ITGA3,8,7,566,1.2%,"No
"
130,BOD1L2,4,4,566,0.7%,"No
"
131,ITGA4,39,38,566,6.7%,"No
"
132,ITGA5,10,10,566,1.8%,"No
"
133,DYNAP,4,4,566,0.7%,"No
"
134,ITGA7,14,14,566,2.5%,"No
"
135,KCTD1,3,3,566,0.5%,"No
"
136,METTL24,1,1,566,0.2%,"No
"
137,ITGB3,11,11,566,1.9%,"No
"
138,ITGB4,10,9,566,1.6%,"No
"
139,EIF6,6,5,566,0.9%,"No
"
140,ITGB5,5,5,566,0.9%,"No
"
141,ITGB6,11,10,566,1.8%,"No
"
142,ITGB7,2,2,566,0.4%,"No
"
143,CDKN2D,2,2,566,0.4%,"No
"
144,YIPF7,10,9,566,1.6%,"No
"
145,FRYL,31,28,566,4.9%,"No
"
146,CDKN2A,27,25,566,4.4%,"Yes
"
147,FPR3,3,3,566,0.5%,"No
"
148,CDKN1B,5,5,566,0.9%,"Yes
"
149,FPR2,14,12,566,2.1%,"No
"
150,CDKN1A,2,2,566,0.4%,"Yes
"
151,FPR1,10,9,566,1.6%,"No
"
152,CDK9,3,3,566,0.5%,"No
"
153,FPGS,5,5,566,0.9%,"No
"
154,CDK8,6,6,566,1.1%,"Yes
"
155,FOSL2,4,4,566,0.7%,"No
"
156,FOSB,2,2,566,0.4%,"No
"
157,ITGAV,14,14,566,2.5%,"No
"
158,ITGAX,54,47,566,8.3%,"No
"
159,ITGB1,7,6,566,1.1%,"No
"
160,ITGB2,9,9,566,1.6%,"No
"
161,MDS2,1,1,566,0.2%,"Yes
"
162,BOD1L1,52,46,566,8.1%,"No
"
163,RNF175,3,3,566,0.5%,"No
"
164,CDX1,3,3,566,0.5%,"No
"
165,CD52,1,1,566,0.2%,"No
"
166,TAS2R43,1,1,566,0.2%,"No
"
167,CDS1,3,3,566,0.5%,"No
"
168,TAS2R41,17,16,566,2.8%,"No
"
169,TAS2R40,7,7,566,1.2%,"No
"
170,TAS2R39,5,5,566,0.9%,"No
"
171,CDR2,3,2,566,0.4%,"No
"
172,CDR1,10,9,566,1.6%,"No
"
173,CDO1,1,1,566,0.2%,"No
"
174,ITGB8,16,16,566,2.8%,"No
"
175,ITIH1,12,12,566,2.1%,"No
"
176,ITIH2,30,27,566,4.8%,"No
"
177,ITIH3,5,5,566,0.9%,"No
"
178,TAS2R19,8,8,566,1.4%,"No
"
179,TAS2R30,5,5,566,0.9%,"No
"
180,TAS2R46,4,4,566,0.7%,"No
"
181,TAS2R31,4,4,566,0.7%,"No
"
182,CEBPG,1,1,566,0.2%,"No
"
183,CEBPE,7,7,566,1.2%,"No
"
184,CEBPD,1,1,566,0.2%,"No
"
185,TAS2R50,2,2,566,0.4%,"No
"
186,TAS2R20,3,3,566,0.5%,"No
"
187,CEACAM5,10,9,566,1.6%,"No
"
188,CLGN,3,3,566,0.5%,"No
"
189,CDX4,19,19,566,3.4%,"No
"
190,CDX2,4,4,566,0.7%,"Yes
"
191,RDH8,13,12,566,2.1%,"No
"
192,CARD18,5,5,566,0.9%,"No
"
193,CES1,9,9,566,1.6%,"No
"
194,FXN,3,3,566,0.5%,"No
"
195,CENPF,50,41,566,7.2%,"No
"
196,CENPE,28,25,566,4.4%,"No
"
197,ENPP5,5,5,566,0.9%,"No
"
198,CENPC,6,6,566,1.1%,"No
"
199,PRDM4,8,8,566,1.4%,"No
"
200,PRDM5,11,11,566,1.9%,"No
"
201,CENPB,4,3,566,0.5%,"No
"
202,CENPA,4,3,566,0.5%,"Yes
"
203,TXNRD3,1,1,566,0.2%,"No
"
204,CEL,9,9,566,1.6%,"No
"
205,HNRNPUL1,7,7,566,1.2%,"No
"
206,MICALL1,6,6,566,1.1%,"No
"
207,TUBGCP6,12,12,566,2.1%,"No
"
208,ATE1,4,4,566,0.7%,"No
"
209,RIMBP3,1,1,566,0.2%,"No
"
210,PTCHD1,17,17,566,3.0%,"No
"
211,KATNA1,4,4,566,0.7%,"No
"
212,KRR1,4,4,566,0.7%,"No
"
213,SSC5D,1,1,566,0.2%,"No
"
214,PRDM7,7,7,566,1.2%,"No
"
215,SHC2,4,4,566,0.7%,"No
"
216,HMSD,4,4,566,0.7%,"No
"
217,CTSC,3,3,566,0.5%,"No
"
218,UHRF2,7,7,566,1.2%,"No
"
219,CFL2,3,3,566,0.5%,"No
"
220,CETP,8,8,566,1.4%,"No
"
221,KIAA1549L,45,43,566,7.6%,"No
"
222,CETN3,1,1,566,0.2%,"No
"
223,BTN3A1,9,9,566,1.6%,"No
"
224,BTN3A2,9,8,566,1.4%,"No
"
225,FRG2B,7,6,566,1.1%,"No
"
226,CETN2,3,2,566,0.4%,"No
"
227,CETN1,7,7,566,1.2%,"No
"
228,STRIP1,8,7,566,1.2%,"No
"
229,EMILIN2,17,17,566,3.0%,"No
"
230,MYLK2,10,10,566,1.8%,"No
"
231,OBSCN,94,82,566,14.5%,"No
"
232,CIT,18,17,566,3.0%,"No
"
233,HIBADH,2,2,566,0.4%,"No
"
234,ALG2,3,3,566,0.5%,"No
"
235,MAGEB10,11,11,566,1.9%,"No
"
236,TRIM5,3,3,566,0.5%,"No
"
237,EMILIN1,11,9,566,1.6%,"No
"
238,SYDE1,4,4,566,0.7%,"No
"
239,CEP43,3,3,566,0.5%,"Yes
"
240,CFTR,11,10,566,1.8%,"No
"
241,MAGT1,8,8,566,1.4%,"No
"
242,RBM48,7,7,566,1.2%,"No
"
243,DCAF8L1,26,24,566,4.2%,"No
"
244,CEACAM8,6,6,566,1.1%,"No
"
245,CCDC112,3,3,566,0.5%,"No
"
246,CEACAM7,4,4,566,0.7%,"No
"
247,UNC13C,58,49,566,8.7%,"No
"
248,MALSU1,1,1,566,0.2%,"No
"
249,CGA,3,3,566,0.5%,"No
"
250,EIF2AK4,8,8,566,1.4%,"No
"
251,FHIP1B,14,13,566,2.3%,"No
"
252,TEX35,12,12,566,2.1%,"No
"
253,PLEKHN1,2,2,566,0.4%,"No
"
254,RGS8,7,7,566,1.2%,"No
"
255,SLC10A7,5,5,566,0.9%,"No
"
256,KIRREL2,17,17,566,3.0%,"No
"
257,SLX9,1,1,566,0.2%,"No
"
258,DTNBP1,5,4,566,0.7%,"No
"
259,SMIM21,3,3,566,0.5%,"No
"
260,PTGR3,4,4,566,0.7%,"No
"
261,OR6C65,2,2,566,0.4%,"No
"
262,OR6C68,9,8,566,1.4%,"No
"
263,TEX55,12,11,566,1.9%,"No
"
264,GOLGA8B,1,1,566,0.2%,"No
"
265,ADGRV1,63,55,566,9.7%,"No
"
266,IGSF11,17,16,566,2.8%,"No
"
267,CEACAM4,9,7,566,1.2%,"No
"
268,KATNAL1,3,3,566,0.5%,"No
"
269,WDR54,4,4,566,0.7%,"No
"
270,MND1,2,2,566,0.4%,"No
"
271,SIGLEC15,6,6,566,1.1%,"No
"
272,NSRP1,6,6,566,1.1%,"No
"
273,ENKD1,2,2,566,0.4%,"No
"
274,ZRANB3,9,9,566,1.6%,"No
"
275,FAM153A,5,5,566,0.9%,"No
"
276,ARL10,1,1,566,0.2%,"No
"
277,CDNF,4,4,566,0.7%,"No
"
278,ALDH16A1,9,9,566,1.6%,"No
"
279,CPT1C,14,14,566,2.5%,"No
"
280,FBXO30,10,10,566,1.8%,"No
"
281,RAB6C,8,7,566,1.2%,"No
"
282,FAM186B,10,10,566,1.8%,"No
"
283,HORMAD1,6,5,566,0.9%,"No
"
284,ARMC2,3,3,566,0.5%,"No
"
285,IZUMO2,4,4,566,0.7%,"No
"
286,PGAM4,7,7,566,1.2%,"No
"
287,JOSD2,1,1,566,0.2%,"No
"
288,KBTBD7,5,5,566,0.9%,"No
"
289,C3ORF20,17,17,566,3.0%,"No
"
290,ANKRD27,14,13,566,2.3%,"No
"
291,QRICH2,12,12,566,2.1%,"No
"
292,MYCBPAP,7,7,566,1.2%,"No
"
293,TKTL2,27,26,566,4.6%,"No
"
294,FSCB,42,38,566,6.7%,"No
"
295,UCN3,1,1,566,0.2%,"No
"
296,SIGLEC11,9,9,566,1.6%,"No
"
297,SLC2A13,5,5,566,0.9%,"No
"
298,PODN,10,10,566,1.8%,"No
"
299,CCDC18,5,5,566,0.9%,"No
"
300,TCEANC2,2,1,566,0.2%,"No
"
301,CNMD,6,5,566,0.9%,"No
"
302,GLRA4,14,14,566,2.5%,"No
"
303,SH2D7,4,4,566,0.7%,"No
"
304,WWP2,7,7,566,1.2%,"No
"
305,SOX30,12,11,566,1.9%,"No
"
306,ZNF704,6,5,566,0.9%,"No
"
307,DUS4L,1,1,566,0.2%,"No
"
308,UBE2C,2,2,566,0.4%,"No
"
309,CNTRL,12,11,566,1.9%,"Yes
"
310,ANO3,31,29,566,5.1%,"No
"
311,KIF21B,37,35,566,6.2%,"No
"
312,PDS5B,14,14,566,2.5%,"Yes
"
313,FNBP1,6,6,566,1.1%,"Yes
"
314,SMG1,38,38,566,6.7%,"Yes
"
315,OR10J5,10,10,566,1.8%,"No
"
316,MYT1L,45,42,566,7.4%,"No
"
317,MON2,14,14,566,2.5%,"No
"
318,PDXDC1,2,2,566,0.4%,"No
"
319,TNIK,14,14,566,2.5%,"No
"
320,DEPP1,2,2,566,0.4%,"No
"
321,NEUROG3,3,3,566,0.5%,"No
"
322,RAPGEF4,16,16,566,2.8%,"No
"
323,RALYL,15,12,566,2.1%,"No
"
324,ADGRG4,116,98,566,17.3%,"No
"
325,CNTN4,24,22,566,3.9%,"No
"
326,TMEM115,1,1,566,0.2%,"No
"
327,DUSP14,3,3,566,0.5%,"No
"
328,SCGB1D4,2,2,566,0.4%,"No
"
329,TRIM31,3,3,566,0.5%,"No
"
330,TOPBP1,12,12,566,2.1%,"No
"
331,CDC20B,11,11,566,1.9%,"No
"
332,TPPP,2,2,566,0.4%,"No
"
333,STMN2,2,2,566,0.4%,"No
"
334,KRTCAP3,1,1,566,0.2%,"No
"
335,RWDD4,1,1,566,0.2%,"No
"
336,NMNAT2,9,9,566,1.6%,"No
"
337,CLUAP1,5,5,566,0.9%,"No
"
338,LRRN4,3,3,566,0.5%,"No
"
339,ZHX3,7,6,566,1.1%,"No
"
340,HGSNAT,8,8,566,1.4%,"No
"
341,ENDOD1,5,5,566,0.9%,"No
"
342,ZSWIM8,9,8,566,1.4%,"No
"
343,NCOA6,19,19,566,3.4%,"No
"
344,LRRC56,5,5,566,0.9%,"No
"
345,TRIOBP,33,27,566,4.8%,"No
"
346,HSF2BP,3,3,566,0.5%,"No
"
347,RER1,2,2,566,0.4%,"No
"
348,SEPTIN10,3,3,566,0.5%,"No
"
349,B4GAT1,3,3,566,0.5%,"No
"
350,PIM2,9,9,566,1.6%,"No
"
351,MID2,11,11,566,1.9%,"No
"
352,SPTSSB,1,1,566,0.2%,"No
"
353,TMCC1,5,5,566,0.9%,"No
"
354,SPANXN4,3,3,566,0.5%,"No
"
355,PDZRN3,45,42,566,7.4%,"No
"
356,BUD23,3,3,566,0.5%,"No
"
357,UNC13A,24,24,566,4.2%,"No
"
358,MYO16,41,37,566,6.5%,"No
"
359,CT45A5,4,4,566,0.7%,"No
"
360,KDM1A,3,3,566,0.5%,"No
"
361,RBM34,7,7,566,1.2%,"No
"
362,BAGE2,4,4,566,0.7%,"No
"
363,PAQR8,5,5,566,0.9%,"No
"
364,SNRNP200,24,23,566,4.1%,"No
"
365,PPIL4,4,4,566,0.7%,"No
"
366,PALLD,25,23,566,4.1%,"No
"
367,UPK1A,2,2,566,0.4%,"No
"
368,TENT4A,14,13,566,2.3%,"No
"
369,ADRM1,1,1,566,0.2%,"No
"
370,SLC35D2,1,1,566,0.2%,"No
"
371,RNF183,1,1,566,0.2%,"No
"
372,OR2T3,31,30,566,5.3%,"No
"
373,OR2T8,16,15,566,2.7%,"No
"
374,OR2W3,42,40,566,7.1%,"No
"
375,OR14K1,30,30,566,5.3%,"No
"
376,CPSF6,6,6,566,1.1%,"No
"
377,RTL8B,7,6,566,1.1%,"No
"
378,OGFR,5,5,566,0.9%,"No
"
379,SAMD4A,9,9,566,1.6%,"No
"
380,PHLPP2,11,11,566,1.9%,"No
"
381,ZNF292,24,23,566,4.1%,"No
"
382,PDZD2,26,24,566,4.2%,"No
"
383,WDTC1,8,7,566,1.2%,"No
"
384,XPO7,5,5,566,0.9%,"No
"
385,KDM4B,4,4,566,0.7%,"No
"
386,MAST3,14,11,566,1.9%,"No
"
387,USP33,15,15,566,2.7%,"No
"
388,FBF1,5,5,566,0.9%,"No
"
389,ZNF813,13,13,566,2.3%,"No
"
390,DOP1A,10,10,566,1.8%,"No
"
391,DDX52,5,5,566,0.9%,"No
"
392,ATCAY,2,2,566,0.4%,"No
"
393,ZPBP,12,12,566,2.1%,"No
"
394,COL27A1,24,23,566,4.1%,"No
"
395,OR6F1,35,31,566,5.5%,"No
"
396,ABHD2,6,6,566,1.1%,"No
"
397,WWP1,15,13,566,2.3%,"Yes
"
398,OR5H15,13,13,566,2.3%,"No
"
399,OR5K3,15,14,566,2.5%,"No
"
400,OR5K4,13,11,566,1.9%,"No
"
401,RAB35,2,2,566,0.4%,"Yes
"
402,WDFY3,53,51,566,9.0%,"No
"
403,GPR160,4,4,566,0.7%,"No
"
404,DAAM1,8,8,566,1.4%,"No
"
405,RNF11,1,1,566,0.2%,"No
"
406,TRUB2,3,3,566,0.5%,"No
"
407,MAPKBP1,11,11,566,1.9%,"No
"
408,PLCH1,23,23,566,4.1%,"No
"
409,FETUB,6,6,566,1.1%,"No
"
410,KLHDC10,6,6,566,1.1%,"No
"
411,CYFIP2,13,13,566,2.3%,"No
"
412,OR5H14,9,9,566,1.6%,"No
"
413,AKAP8L,5,5,566,0.9%,"No
"
414,VAX1,7,7,566,1.2%,"No
"
415,TMPRSS13,6,6,566,1.1%,"No
"
416,LILRB3,5,5,566,0.9%,"No
"
417,LILRA1,25,25,566,4.4%,"No
"
418,B3GNT5,3,3,566,0.5%,"No
"
419,LILRA2,24,23,566,4.1%,"No
"
420,LILRA3,17,15,566,2.7%,"No
"
421,RBPMS,1,1,566,0.2%,"No
"
422,DCAF4L2,57,53,566,9.4%,"No
"
423,RAB31,3,3,566,0.5%,"No
"
424,STK38L,2,2,566,0.4%,"No
"
425,SPEN,30,26,566,4.6%,"Yes
"
426,FBXO21,7,7,566,1.2%,"No
"
427,GOLGA8A,1,1,566,0.2%,"No
"
428,EXOSC7,5,4,566,0.7%,"No
"
429,FAIM2,6,6,566,1.1%,"No
"
430,CNOT1,20,18,566,3.2%,"No
"
431,LGALS12,3,3,566,0.5%,"No
"
432,RAB21,2,2,566,0.4%,"No
"
433,DSTN,2,2,566,0.4%,"No
"
434,ADAP1,2,2,566,0.4%,"No
"
435,ABCC11,40,35,566,6.2%,"No
"
436,RIPK3,4,4,566,0.7%,"No
"
437,FUNDC1,1,1,566,0.2%,"No
"
438,OR4A47,18,17,566,3.0%,"No
"
439,ZNF440,7,6,566,1.1%,"No
"
440,MIER3,6,6,566,1.1%,"No
"
441,ZNF285,14,14,566,2.5%,"No
"
442,IL21,1,1,566,0.2%,"No
"
443,TTC23L,5,4,566,0.7%,"No
"
444,CHORDC1,5,5,566,0.9%,"No
"
445,PARP15,4,4,566,0.7%,"No
"
446,SWSAP1,1,1,566,0.2%,"No
"
447,IL24,3,2,566,0.4%,"No
"
448,DGCR6L,1,1,566,0.2%,"No
"
449,SHANK3,9,8,566,1.4%,"No
"
450,SLC27A2,3,3,566,0.5%,"No
"
451,SLC27A3,11,11,566,1.9%,"No
"
452,SPINK5,7,7,566,1.2%,"No
"
453,KIF2C,12,12,566,2.1%,"No
"
454,SHISAL1,6,6,566,1.1%,"No
"
455,LILRB4,22,22,566,3.9%,"No
"
456,TMCO2,7,7,566,1.2%,"No
"
457,OR2T35,1,1,566,0.2%,"No
"
458,ARSK,5,5,566,0.9%,"No
"
459,GLIPR1,7,7,566,1.2%,"No
"
460,FAM81B,2,2,566,0.4%,"No
"
461,AP3M1,3,3,566,0.5%,"No
"
462,PABPC1,5,5,566,0.9%,"No
"
463,ZNF491,4,4,566,0.7%,"No
"
464,ZNF441,3,3,566,0.5%,"No
"
465,SEC22A,8,6,566,1.1%,"No
"
466,ZNF684,1,1,566,0.2%,"No
"
467,FAM229B,3,3,566,0.5%,"No
"
468,LIAS,3,3,566,0.5%,"No
"
469,TRIM9,19,19,566,3.4%,"No
"
470,KLK11,6,6,566,1.1%,"No
"
471,TLK2,9,9,566,1.6%,"No
"
472,OR2T27,26,26,566,4.6%,"No
"
473,KDELR2,1,1,566,0.2%,"No
"
474,TMSB15A,1,1,566,0.2%,"No
"
475,ATF7,4,4,566,0.7%,"No
"
476,KDELR3,3,2,566,0.4%,"No
"
477,TMED1,4,4,566,0.7%,"No
"
478,SNRNP27,1,1,566,0.2%,"No
"
479,FAM111A,4,4,566,0.7%,"No
"
480,ZNF567,12,12,566,2.1%,"No
"
481,MTX3,2,2,566,0.4%,"No
"
482,TBC1D3,1,1,566,0.2%,"No
"
483,KIAA0825,3,3,566,0.5%,"No
"
484,GPR150,1,1,566,0.2%,"No
"
485,SLC17A9,9,9,566,1.6%,"No
"
486,VSTM2A,16,14,566,2.5%,"No
"
487,DTWD2,5,5,566,0.9%,"No
"
488,TTLL9,10,10,566,1.8%,"No
"
489,MANBAL,1,1,566,0.2%,"No
"
490,DUSP21,6,6,566,1.1%,"No
"
491,ZNF114,4,4,566,0.7%,"No
"
492,FAM205A,1,1,566,0.2%,"No
"
493,GPATCH3,6,6,566,1.1%,"No
"
494,IL4I1,6,6,566,1.1%,"No
"
495,NAPB,4,4,566,0.7%,"No
"
496,IL20,4,4,566,0.7%,"No
"
497,RELL2,3,3,566,0.5%,"No
"
498,ZBED8,5,5,566,0.9%,"No
"
499,TNN,92,73,566,12.9%,"No
"
500,CHTF18,5,4,566,0.7%,"No
"
501,CNTNAP3B,1,1,566,0.2%,"No
"
502,ZNF335,17,17,566,3.0%,"No
"
503,ELMO2,8,8,566,1.4%,"No
"
504,BLOC1S5,1,1,566,0.2%,"No
"
505,GALNT11,4,4,566,0.7%,"No
"
506,FAM174A,3,3,566,0.5%,"No
"
507,UBQLN3,18,16,566,2.8%,"No
"
508,IL21R,18,16,566,2.8%,"Yes
"
509,GALNT9,1,1,566,0.2%,"No
"
510,ATP6V0A4,9,8,566,1.4%,"No
"
511,IL22,5,5,566,0.9%,"No
"
512,DEF6,3,3,566,0.5%,"No
"
513,ITSN2,18,17,566,3.0%,"No
"
514,STEEP1,4,4,566,0.7%,"No
"
515,MRPS14,3,3,566,0.5%,"No
"
516,ZNF667,16,16,566,2.8%,"No
"
517,MCUR1,2,2,566,0.4%,"No
"
518,PCIF1,5,4,566,0.7%,"No
"
519,ZNF383,4,4,566,0.7%,"No
"
520,ITPA,2,2,566,0.4%,"No
"
521,ITPK1,3,3,566,0.5%,"No
"
522,ANKEF1,13,13,566,2.3%,"No
"
523,ITPKA,1,1,566,0.2%,"No
"
524,XPNPEP3,5,5,566,0.9%,"No
"
525,ITPKB,10,9,566,1.6%,"No
"
526,CHP2,3,3,566,0.5%,"No
"
527,ITPR1,24,22,566,3.9%,"No
"
528,ITPR2,41,39,566,6.9%,"No
"
529,ITIH4,7,7,566,1.2%,"No
"
530,CUZD1,7,7,566,1.2%,"No
"
531,ITK,18,17,566,3.0%,"Yes
"
532,ZFTRAF1,1,1,566,0.2%,"No
"
533,STT3A,12,12,566,2.1%,"No
"
534,GEMIN4,6,6,566,1.1%,"No
"
535,KANSL1L,10,10,566,1.8%,"No
"
536,PEG10,4,4,566,0.7%,"No
"
537,NECAB3,2,2,566,0.4%,"No
"
538,GPSM3,1,1,566,0.2%,"No
"
539,FKBPL,5,5,566,0.9%,"No
"
540,ZNF579,3,3,566,0.5%,"No
"
541,DMRTC1,1,1,566,0.2%,"No
"
542,DMRTC2,4,4,566,0.7%,"No
"
543,KDM4C,13,13,566,2.3%,"Yes
"
544,JAK1,14,14,566,2.5%,"Yes
"
545,PPRC1,18,18,566,3.2%,"No
"
546,JAK2,17,15,566,2.7%,"Yes
"
547,JAK3,12,12,566,2.1%,"Yes
"
548,FAM217B,6,6,566,1.1%,"No
"
549,ERC1,15,15,566,2.7%,"Yes
"
550,EXPH5,29,29,566,5.1%,"No
"
551,TRIM35,2,2,566,0.4%,"No
"
552,ITPR3,26,24,566,4.2%,"No
"
553,CALY,1,1,566,0.2%,"No
"
554,IVD,6,6,566,1.1%,"No
"
555,IVL,15,13,566,2.3%,"No
"
556,JAG2,8,8,566,1.4%,"No
"
557,AVL9,2,2,566,0.4%,"No
"
558,ANO7,23,23,566,4.1%,"No
"
559,DMRTA2,2,2,566,0.4%,"No
"
560,DMRTA1,7,5,566,0.9%,"No
"
561,JUNB,1,1,566,0.2%,"No
"
562,ARHGAP26,2,2,566,0.4%,"Yes
"
563,JUND,1,1,566,0.2%,"No
"
564,TTLL5,15,14,566,2.5%,"No
"
565,DMRTB1,11,10,566,1.8%,"No
"
566,JUP,4,4,566,0.7%,"No
"
567,SIPA1L3,19,18,566,3.2%,"No
"
568,KIF1B,22,21,566,3.7%,"No
"
569,IQSEC2,13,13,566,2.3%,"No
"
570,CDK19,1,1,566,0.2%,"No
"
571,SARM1,2,2,566,0.4%,"No
"
572,PNPLA8,7,7,566,1.2%,"No
"
573,ZBTB43,2,2,566,0.4%,"No
"
574,JARID2,17,16,566,2.8%,"Yes
"
575,PLB1,29,29,566,5.1%,"No
"
576,ZNF423,51,44,566,7.8%,"No
"
577,JUN,3,3,566,0.5%,"Yes
"
578,ZC3H13,28,25,566,4.4%,"No
"
579,KERA,8,7,566,1.2%,"No
"
