,Gene,Total number of mutations,Number of samples with one or more mutations,Profiled Samples,Percentage of samples with one or more mutations,Is Cancer Gene
7107,GAL3ST1,7,7,566,1.2%,"No
"
7108,PMPCB,3,3,566,0.5%,"No
"
7109,DCDC2B,3,3,566,0.5%,"No
"
7110,MTG1,7,7,566,1.2%,"No
"
7111,FUZ,2,2,566,0.4%,"No
"
7112,MUS81,7,7,566,1.2%,"No
"
7113,PAGE4,2,2,566,0.4%,"No
"
7114,ADAMTS4,16,14,566,2.5%,"No
"
7115,RNF34,1,1,566,0.2%,"No
"
7116,ADAMTS3,28,26,566,4.6%,"No
"
7117,TMEM254,1,1,566,0.2%,"No
"
7118,ADAMTS2,45,44,566,7.8%,"No
"
7119,NPEPPS,9,9,566,1.6%,"No
"
7120,EEF1E1,2,2,566,0.4%,"No
"
7121,AFMID,5,5,566,0.9%,"No
"
7122,TECR,2,2,566,0.4%,"No
"
7123,VPS4B,3,3,566,0.5%,"No
"
7124,SCAMP1,1,1,566,0.2%,"No
"
7125,CES5A,24,22,566,3.9%,"No
"
7126,SLC35F1,18,17,566,3.0%,"No
"
7127,ZNF362,3,3,566,0.5%,"No
"
7128,C4ORF3,3,3,566,0.5%,"No
"
7129,SPTLC2,1,1,566,0.2%,"No
"
7130,GDF15,3,3,566,0.5%,"No
"
7131,STXBP5L,30,30,566,5.3%,"No
"
7132,LITAF,1,1,566,0.2%,"No
"
7133,TBPL1,2,2,566,0.4%,"No
"
7134,GDF5,15,13,566,2.3%,"No
"
7135,BAG3,3,3,566,0.5%,"No
"
7136,BAG2,1,1,566,0.2%,"No
"
7137,NRIP1,15,14,566,2.5%,"No
"
7138,GMFG,2,2,566,0.4%,"No
"
7139,NCOA3,15,15,566,2.7%,"Yes
"
7140,ZNF254,10,10,566,1.8%,"No
"
7141,TBC1D16,10,10,566,1.8%,"No
"
7142,CCSER1,20,20,566,3.5%,"No
"
7143,GPRC6A,29,26,566,4.6%,"No
"
7144,DAPL1,1,1,566,0.2%,"No
"
7145,RFX6,23,21,566,3.7%,"No
"
7146,AMTN,3,3,566,0.5%,"No
"
7147,PRR27,10,9,566,1.6%,"No
"
7148,TMEM59,4,4,566,0.7%,"No
"
7149,BAG5,2,2,566,0.4%,"No
"
7150,GOSR1,2,2,566,0.4%,"No
"
7151,NRG2,5,5,566,0.9%,"No
"
7152,IGDCC3,11,10,566,1.8%,"No
"
7153,TP53I3,3,3,566,0.5%,"No
"
7154,CIR1,4,4,566,0.7%,"No
"
7155,MAP1LC3C,7,7,566,1.2%,"No
"
7156,APBA3,3,3,566,0.5%,"No
"
7157,LZTR1,14,14,566,2.5%,"Yes
"
7158,CXCL14,1,1,566,0.2%,"No
"
7159,NBPF12,5,5,566,0.9%,"No
"
7160,TRIM67,10,9,566,1.6%,"No
"
7161,FAM83B,39,35,566,6.2%,"No
"
7162,CHAF1B,4,4,566,0.7%,"No
"
7163,GATD3,4,3,566,0.5%,"No
"
7164,TP53I11,9,8,566,1.4%,"No
"
7165,SLC32A1,22,21,566,3.7%,"No
"
7166,ESS2,5,5,566,0.9%,"No
"
7167,ATP5MF,2,2,566,0.4%,"No
"
7168,SPAG7,8,7,566,1.2%,"No
"
7169,PUDP,4,4,566,0.7%,"No
"
7170,CHD1L,8,8,566,1.4%,"No
"
7171,AKAP17A,12,12,566,2.1%,"No
"
7172,SYN3,12,12,566,2.1%,"No
"
7173,GTPBP6,1,1,566,0.2%,"No
"
7174,C20ORF96,4,4,566,0.7%,"No
"
7175,FRG1BP,5,5,566,0.9%,"No
"
7176,BPIFA2,4,4,566,0.7%,"No
"
7177,LELP1,7,7,566,1.2%,"No
"
7178,ZBTB46,6,6,566,1.1%,"No
"
7179,GPX6,6,6,566,1.1%,"No
"
7180,WFDC3,3,3,566,0.5%,"No
"
7181,NOL4L,2,2,566,0.4%,"No
"
7182,CBLN4,11,11,566,1.9%,"No
"
7183,CLTCL1,21,18,566,3.2%,"Yes
"
7184,ZRSR2,3,3,566,0.5%,"Yes
"
7185,BCAR1,6,6,566,1.1%,"No
"
7186,MINPP1,3,3,566,0.5%,"No
"
7187,H6PD,5,5,566,0.9%,"No
"
7188,USP11,11,11,566,1.9%,"No
"
7189,GABBR2,15,15,566,2.7%,"No
"
7190,RGS7BP,5,5,566,0.9%,"No
"
7191,GTF2IRD1,10,10,566,1.8%,"No
"
7192,GTPBP1,9,9,566,1.6%,"No
"
7193,APOBEC3H,4,4,566,0.7%,"No
"
7194,CTCFL,22,21,566,3.7%,"No
"
7195,TRIM69,8,8,566,1.4%,"No
"
7196,MROH8,13,13,566,2.3%,"No
"
7197,PNPLA4,4,4,566,0.7%,"No
"
7198,VPS26A,2,2,566,0.4%,"No
"
7199,CLOCK,4,4,566,0.7%,"No
"
7200,SPAG6,15,13,566,2.3%,"No
"
7201,KDM5C,23,22,566,3.9%,"Yes
"
7202,GDF3,4,4,566,0.7%,"No
"
7203,SMC1A,9,9,566,1.6%,"Yes
"
7204,RC3H1,13,13,566,2.3%,"No
"
7205,BABAM2,7,6,566,1.1%,"No
"
7206,TMPRSS6,8,8,566,1.4%,"No
"
7207,CDC42BPB,7,7,566,1.2%,"No
"
7208,RBM10,40,38,566,6.7%,"Yes
"
7209,NR1D1,4,4,566,0.7%,"No
"
7210,GOSR2,3,2,566,0.4%,"No
"
7211,AK9,11,11,566,1.9%,"No
"
7212,ZNF595,6,6,566,1.1%,"No
"
7213,USP9X,26,24,566,4.2%,"No
"
7214,LRATD1,8,8,566,1.4%,"No
"
7215,CREB5,17,15,566,2.7%,"No
"
7216,HOXB-AS1,1,1,566,0.2%,"No
"
7217,MAD2L1BP,4,4,566,0.7%,"No
"
7218,RBM39,3,3,566,0.5%,"No
"
7219,AACSP1,1,1,566,0.2%,"No
"
7220,KIF20B,14,14,566,2.5%,"No
"
7221,OXNAD1,2,2,566,0.4%,"No
"
7222,PRDX6,5,5,566,0.9%,"No
"
7223,TTC30A,3,3,566,0.5%,"No
"
7224,ARMC6,4,4,566,0.7%,"No
"
7225,WTAP,8,8,566,1.4%,"No
"
7226,INTS4,14,12,566,2.1%,"No
"
7227,ARHGEF10L,11,10,566,1.8%,"No
"
7228,PIF1,9,7,566,1.2%,"No
"
7229,APOBEC3B,1,1,566,0.2%,"Yes
"
7230,SHQ1,6,6,566,1.1%,"Yes
"
7231,KLHL34,12,12,566,2.1%,"No
"
7232,ENTPD4,4,4,566,0.7%,"No
"
7233,PNPO,1,1,566,0.2%,"No
"
7234,SOX13,6,6,566,1.1%,"No
"
7235,NDUFAF5,3,3,566,0.5%,"No
"
7236,PREPL,13,13,566,2.3%,"No
"
7237,TMEM33,1,1,566,0.2%,"No
"
7238,DHX58,5,5,566,0.9%,"No
"
7239,MRPS18A,2,2,566,0.4%,"No
"
7240,APOO,2,2,566,0.4%,"No
"
7241,VCPIP1,6,5,566,0.9%,"No
"
7242,MSL2,3,3,566,0.5%,"No
"
7243,CENPQ,2,2,566,0.4%,"No
"
7244,RETREG2,5,4,566,0.7%,"No
"
7245,MAP3K19,23,21,566,3.7%,"No
"
7246,CEP55,7,7,566,1.2%,"No
"
7247,DERL1,4,4,566,0.7%,"No
"
7248,TRIM46,5,5,566,0.9%,"No
"
7249,BBOF1,2,2,566,0.4%,"No
"
7250,NT5DC1,8,8,566,1.4%,"No
"
7251,XKRX,4,4,566,0.7%,"No
"
7252,CCDC33,9,9,566,1.6%,"No
"
7253,CCDC96,3,3,566,0.5%,"No
"
7254,CYTIP,8,8,566,1.4%,"No
"
7255,SYCE1,8,8,566,1.4%,"No
"
7256,TMEM187,5,5,566,0.9%,"No
"
7257,TBCCD1,4,4,566,0.7%,"No
"
7258,AKAP12,12,12,566,2.1%,"No
"
7259,PRMT6,8,8,566,1.4%,"No
"
7260,ZFP2,8,7,566,1.2%,"No
"
7261,KLHL11,5,5,566,0.9%,"No
"
7262,INTS10,3,3,566,0.5%,"No
"
7263,MRPS10,1,1,566,0.2%,"No
"
7264,TMEM242,1,1,566,0.2%,"No
"
7265,IER2,2,2,566,0.4%,"No
"
7266,DNAAF2,4,4,566,0.7%,"No
"
7267,FAIM,1,1,566,0.2%,"No
"
7268,KCNRG,1,1,566,0.2%,"No
"
7269,MRM3,3,3,566,0.5%,"No
"
7270,RMDN3,3,3,566,0.5%,"No
"
7271,C3ORF36,3,3,566,0.5%,"No
"
7272,SEC61A2,5,5,566,0.9%,"No
"
7273,ZNF614,4,4,566,0.7%,"No
"
7274,OR6K2,27,26,566,4.6%,"No
"
7275,ARL14,2,2,566,0.4%,"No
"
7276,SIAH3,6,6,566,1.1%,"No
"
7277,OR6N2,23,21,566,3.7%,"No
"
7278,BAIAP2L2,4,4,566,0.7%,"No
"
7279,BICC1,23,23,566,4.1%,"No
"
7280,TKTL1,14,13,566,2.3%,"No
"
7281,RIPPLY1,2,2,566,0.4%,"No
"
7282,DSEL,21,21,566,3.7%,"No
"
7283,RHEX,3,3,566,0.5%,"No
"
7284,RNF220,5,5,566,0.9%,"No
"
7285,LAGE3,1,1,566,0.2%,"No
"
7286,SMG8,14,12,566,2.1%,"No
"
7287,LINS1,10,10,566,1.8%,"No
"
7288,SLC10A3,6,6,566,1.1%,"No
"
7289,SLC25A36,5,5,566,0.9%,"No
"
7290,GDPD3,2,2,566,0.4%,"No
"
7291,NALF1,6,5,566,0.9%,"No
"
7292,FA2H,2,2,566,0.4%,"No
"
7293,DZANK1,7,7,566,1.2%,"No
"
7294,TNIP2,1,1,566,0.2%,"No
"
7295,RIF1,28,28,566,4.9%,"No
"
7296,DHRS11,1,1,566,0.2%,"No
"
7297,MFSD11,4,4,566,0.7%,"No
"
7298,UXS1,5,5,566,0.9%,"No
"
7299,PLEKHF1,3,3,566,0.5%,"No
"
7300,RIC8B,2,2,566,0.4%,"No
"
7301,NOL12,2,2,566,0.4%,"No
"
7302,FRAS1,51,42,566,7.4%,"No
"
7303,VPS13D,36,30,566,5.3%,"No
"
7304,GNPTAB,5,5,566,0.9%,"No
"
7305,SIKE1,1,1,566,0.2%,"No
"
7306,SHPRH,24,22,566,3.9%,"No
"
7307,ZC3H12A,3,3,566,0.5%,"No
"
7308,SLC66A2,4,4,566,0.7%,"No
"
7309,OR2G2,37,35,566,6.2%,"No
"
7310,OR2C3,24,23,566,4.1%,"No
"
7311,NKX2-4,2,2,566,0.4%,"No
"
7312,EPX,13,13,566,2.3%,"No
"
7313,ARID1A,38,35,566,6.2%,"Yes
"
7314,USP9Y,5,5,566,0.9%,"No
"
7315,POU2AF2,5,5,566,0.9%,"No
"
7316,PBRM1,11,11,566,1.9%,"Yes
"
7317,DNAJC17,2,2,566,0.4%,"No
"
7318,NADSYN1,2,2,566,0.4%,"No
"
7319,CCDC28B,2,2,566,0.4%,"No
"
7320,CCDC170,14,14,566,2.5%,"No
"
7321,KDM5D,5,5,566,0.9%,"No
"
7322,PHF23,4,4,566,0.7%,"No
"
7323,RESF1,25,22,566,3.9%,"No
"
7324,CCDC198,2,2,566,0.4%,"No
"
7325,PPDPF,3,3,566,0.5%,"No
"
7326,EVA1B,2,2,566,0.4%,"No
"
7327,MBOAT7,1,1,566,0.2%,"No
"
7328,RPF1,3,3,566,0.5%,"No
"
7329,KRTAP13-4,9,8,566,1.4%,"No
"
7330,CHCHD7,1,1,566,0.2%,"Yes
"
7331,MROH9,28,25,566,4.4%,"No
"
7332,OR2G3,26,24,566,4.2%,"No
"
7333,APPL2,3,3,566,0.5%,"No
"
7334,ZNF703,2,2,566,0.4%,"Yes
"
7335,ZSCAN5A,8,8,566,1.4%,"No
"
7336,LRRC8E,3,3,566,0.5%,"No
"
7337,ZKSCAN2,16,16,566,2.8%,"No
"
7338,LCA5L,5,5,566,0.9%,"No
"
7339,DCST1,6,6,566,1.1%,"No
"
7340,DYSF,42,39,566,6.9%,"No
"
7341,RBM42,2,2,566,0.4%,"No
"
7342,COLQ,6,6,566,1.1%,"No
"
7343,PRR15L,1,1,566,0.2%,"No
"
7344,BRME1,3,3,566,0.5%,"No
"
7345,H3-4,7,7,566,1.2%,"Yes
"
7346,TRRAP,50,41,566,7.2%,"Yes
"
7347,ZNF343,8,8,566,1.4%,"No
"
7348,ZNF670,4,4,566,0.7%,"No
"
7349,CRELD2,4,4,566,0.7%,"No
"
7350,ZNF576,2,2,566,0.4%,"No
"
7351,MTDH,3,3,566,0.5%,"No
"
7352,FBXL15,1,1,566,0.2%,"No
"
7353,MOGAT2,9,8,566,1.4%,"No
"
7354,THTPA,1,1,566,0.2%,"No
"
7355,ABHD18,2,2,566,0.4%,"No
"
7356,ITPRIPL2,3,3,566,0.5%,"No
"
7357,DCDC1,73,62,566,11.0%,"No
"
7358,CTC1,12,12,566,2.1%,"No
"
7359,RSPH6A,8,8,566,1.4%,"No
"
7360,SYNC,1,1,566,0.2%,"No
"
7361,CFHR5,21,19,566,3.4%,"No
"
7362,PGGHG,4,3,566,0.5%,"No
"
7363,PTDSS2,3,3,566,0.5%,"No
"
7364,GPR63,11,10,566,1.8%,"No
"
7365,SIK1,7,7,566,1.2%,"No
"
7366,DTHD1,2,2,566,0.4%,"No
"
7367,LENG1,3,3,566,0.5%,"No
"
7368,LILRA6,19,19,566,3.4%,"No
"
7369,CWH43,23,22,566,3.9%,"No
"
7370,NAA15,10,7,566,1.2%,"No
"
7371,C1ORF35,2,2,566,0.4%,"No
"
7372,POLR2M,3,3,566,0.5%,"No
"
7373,GPR137C,3,3,566,0.5%,"No
"
7374,LINC01588,3,3,566,0.5%,"No
"
7375,GRXCR2,5,4,566,0.7%,"No
"
7376,CENPT,3,3,566,0.5%,"No
"
7377,IGSF5,9,9,566,1.6%,"No
"
7378,ASRGL1,3,3,566,0.5%,"No
"
7379,MAP1LC3B2,2,2,566,0.4%,"No
"
7380,IRX3,7,7,566,1.2%,"No
"
7381,IRX6,9,9,566,1.6%,"No
"
7382,TPTE2,13,12,566,2.1%,"No
"
7383,IRX1,16,16,566,2.8%,"No
"
7384,TMEM88,1,1,566,0.2%,"No
"
7385,TMEM72,4,4,566,0.7%,"No
"
7386,TTI2,4,4,566,0.7%,"No
"
7387,CEP290,11,11,566,1.9%,"No
"
7388,RUBCNL,12,11,566,1.9%,"No
"
7389,MAPK1IP1L,2,2,566,0.4%,"No
"
7390,EFHD2,1,1,566,0.2%,"No
"
7391,BRCC3,4,4,566,0.7%,"No
"
7392,MTSS2,4,4,566,0.7%,"No
"
7393,TMEM43,3,3,566,0.5%,"No
"
7394,FSD1,11,10,566,1.8%,"No
"
7395,MYO19,12,12,566,2.1%,"No
"
7396,TEDC2,2,2,566,0.4%,"No
"
7397,MYCT1,6,6,566,1.1%,"No
"
7398,SPSB1,5,5,566,0.9%,"No
"
7399,SLC46A3,3,3,566,0.5%,"No
"
7400,TGM6,29,26,566,4.6%,"No
"
7401,DBF4B,3,3,566,0.5%,"No
"
7402,IFT74,5,4,566,0.7%,"No
"
7403,RPP25L,1,1,566,0.2%,"No
"
7404,CLEC19A,1,1,566,0.2%,"No
"
7405,ARID3C,10,9,566,1.6%,"Yes
"
7406,NECTIN4,9,9,566,1.6%,"No
"
7407,FIP1L1,9,9,566,1.6%,"Yes
"
7408,SNX27,4,4,566,0.7%,"No
"
7409,TRIM8,10,10,566,1.8%,"No
"
7410,URM1,1,1,566,0.2%,"No
"
7411,LBH,1,1,566,0.2%,"No
"
7412,C5ORF22,2,2,566,0.4%,"No
"
7413,NPDC1,1,1,566,0.2%,"No
"
7414,FAM83D,8,7,566,1.2%,"No
"
7415,TMEM74B,4,4,566,0.7%,"No
"
7416,POLE4,1,1,566,0.2%,"No
"
7417,ANP32E,1,1,566,0.2%,"No
"
7418,MIS18BP1,7,7,566,1.2%,"No
"
7419,OR2S2,3,3,566,0.5%,"No
"
7420,ATAD2,18,17,566,3.0%,"No
"
7421,AGPAT5,1,1,566,0.2%,"No
"
7422,CLDND1,4,4,566,0.7%,"No
"
7423,MAJIN,2,2,566,0.4%,"No
"
7424,UFSP2,2,2,566,0.4%,"No
"
7425,ZNF875,16,15,566,2.7%,"No
"
7426,ABCF3,10,10,566,1.8%,"No
"
7427,TWNK,11,11,566,1.9%,"No
"
7428,LARP6,7,7,566,1.2%,"No
"
7429,MNS1,2,2,566,0.4%,"No
"
7430,RNLS,4,4,566,0.7%,"No
"
7431,LIN7C,6,6,566,1.1%,"No
"
7432,TRIM39,6,6,566,1.1%,"No
"
7433,KCNK13,15,15,566,2.7%,"No
"
7434,ODF3L2,3,3,566,0.5%,"No
"
7435,ECT2L,10,10,566,1.8%,"Yes
"
7436,SFT2D1,2,2,566,0.4%,"No
"
7437,C9ORF131,11,11,566,1.9%,"No
"
7438,KCNK12,1,1,566,0.2%,"No
"
7439,MAGEA9B,2,2,566,0.4%,"No
"
7440,HAPSTR1,2,2,566,0.4%,"No
"
7441,SYNJ2BP,1,1,566,0.2%,"No
"
7442,TLX3,2,2,566,0.4%,"Yes
"
7443,DRAM1,2,2,566,0.4%,"No
"
7444,ACER3,2,2,566,0.4%,"No
"
7445,MUC13,9,8,566,1.4%,"No
"
7446,BLOC1S4,4,4,566,0.7%,"No
"
7447,CDADC1,5,5,566,0.9%,"No
"
7448,SHFL,2,2,566,0.4%,"No
"
7449,SH3KBP1,9,9,566,1.6%,"No
"
7450,NIPSNAP3B,1,1,566,0.2%,"No
"
7451,NXPH1,9,9,566,1.6%,"No
"
7452,SLC39A9,2,2,566,0.4%,"No
"
7453,WDR33,10,9,566,1.6%,"No
"
7454,ZNF493,9,9,566,1.6%,"No
"
7455,OR51V1,28,27,566,4.8%,"No
"
7456,KRTAP19-8,2,2,566,0.4%,"No
"
7457,D2HGDH,7,7,566,1.2%,"No
"
7458,FBXO44,1,1,566,0.2%,"No
"
7459,TSSK3,3,3,566,0.5%,"No
"
7460,SUCNR1,1,1,566,0.2%,"No
"
7461,GIMAP5,7,7,566,1.2%,"No
"
7462,SHCBP1L,7,7,566,1.2%,"No
"
7463,TRMT1L,6,6,566,1.1%,"No
"
7464,TSC22D4,7,7,566,1.2%,"No
"
7465,PLCXD1,1,1,566,0.2%,"No
"
7466,ASCL3,7,7,566,1.2%,"No
"
7467,ERO1A,5,5,566,0.9%,"No
"
7468,SLC35C1,4,4,566,0.7%,"No
"
7469,OR5H2,7,7,566,1.2%,"No
"
7470,STRBP,5,5,566,0.9%,"No
"
7471,LSG1,11,10,566,1.8%,"No
"
7472,CNOT6L,7,7,566,1.2%,"No
"
7473,SLC25A42,1,1,566,0.2%,"No
"
7474,AKIP1,1,1,566,0.2%,"No
"
7475,WDCP,9,8,566,1.4%,"Yes
"
7476,GAS2L2,13,12,566,2.1%,"No
"
7477,ABHD10,4,4,566,0.7%,"No
"
7478,C11ORF16,7,7,566,1.2%,"No
"
7479,EFHD1,2,2,566,0.4%,"No
"
7480,CSNK2A3,7,6,566,1.1%,"No
"
7481,TNPO2,5,5,566,0.9%,"No
"
7482,TCP11L1,3,3,566,0.5%,"No
"
7483,OR4K5,18,16,566,2.8%,"No
"
7484,BRWD1,12,12,566,2.1%,"No
"
7485,ZGRF1,22,20,566,3.5%,"No
"
7486,NRIP3,1,1,566,0.2%,"No
"
7487,PLEKHO2,3,3,566,0.5%,"No
"
7488,MAP1LC3B,1,1,566,0.2%,"No
"
7489,NWD1,14,13,566,2.3%,"No
"
7490,TBX21,16,16,566,2.8%,"No
"
7491,OR10H5,9,7,566,1.2%,"No
"
7492,CHDH,2,2,566,0.4%,"No
"
7493,EFEMP2,4,4,566,0.7%,"No
"
7494,CYP4F12,13,13,566,2.3%,"No
"
7495,SNAI3,1,1,566,0.2%,"No
"
7496,TMEM108,2,2,566,0.4%,"No
"
7497,LYNX1,2,2,566,0.4%,"No
"
7498,CHID1,5,5,566,0.9%,"No
"
7499,PPM1J,3,3,566,0.5%,"No
"
7500,ITM2C,2,2,566,0.4%,"No
"
7501,TSPAN14,5,5,566,0.9%,"No
"
7502,TRAK2,9,9,566,1.6%,"No
"
7503,SLC37A1,5,5,566,0.9%,"No
"
7504,STK32B,8,8,566,1.4%,"No
"
7505,NIPA2,1,1,566,0.2%,"No
"
7506,VNN3P,5,5,566,0.9%,"No
"
7507,TMEM163,1,1,566,0.2%,"No
"
7508,ACSBG2,4,4,566,0.7%,"No
"
7509,CAB39L,4,4,566,0.7%,"No
"
7510,HJURP,10,9,566,1.6%,"No
"
7511,KAZALD1,4,4,566,0.7%,"No
"
7512,UNC93B1,2,2,566,0.4%,"No
"
7513,PITX1-AS1,2,2,566,0.4%,"No
"
7514,DEFB126,3,3,566,0.5%,"No
"
7515,COPRS,1,1,566,0.2%,"No
"
7516,DIAPH3,20,19,566,3.4%,"No
"
7517,STYK1,5,5,566,0.9%,"No
"
7518,CFAP298,1,1,566,0.2%,"No
"
7519,SLC25A41,6,6,566,1.1%,"No
"
7520,SLC43A3,5,5,566,0.9%,"No
"
7521,TBC1D2,3,2,566,0.4%,"No
"
7522,SLC22A15,1,1,566,0.2%,"No
"
7523,CDT1,4,4,566,0.7%,"No
"
7524,DNAJC25,3,3,566,0.5%,"No
"
7525,TUBA3D,12,10,566,1.8%,"No
"
7526,CEP57L1,6,5,566,0.9%,"No
"
7527,CXXC4,3,3,566,0.5%,"No
"
7528,MBD6,4,4,566,0.7%,"Yes
"
7529,GKAP1,5,5,566,0.9%,"No
"
7530,XKR4,12,12,566,2.1%,"No
"
7531,ZKSCAN3,7,6,566,1.1%,"No
"
7532,GPRIN1,17,17,566,3.0%,"No
"
7533,CSMD3,394,226,566,39.9%,"No
"
7534,TMEM63B,8,8,566,1.4%,"No
"
7535,SLC25A25,1,1,566,0.2%,"No
"
7536,PI4K2A,3,3,566,0.5%,"No
"
7537,LGR4,11,11,566,1.9%,"No
"
7538,TMEM176A,5,5,566,0.9%,"No
"
7539,CEP70,5,5,566,0.9%,"No
"
7540,RBM11,2,2,566,0.4%,"No
"
7541,IMPACT,2,2,566,0.4%,"No
"
7542,SP6,4,4,566,0.7%,"No
"
7543,STK11IP,12,12,566,2.1%,"No
"
7544,HEMGN,8,8,566,1.4%,"No
"
7545,TUBGCP5,9,8,566,1.4%,"No
"
7546,PCBP3,7,7,566,1.2%,"No
"
7547,WNT10A,11,11,566,1.9%,"No
"
7548,KLHL32,11,10,566,1.8%,"No
"
7549,AADACL3,8,8,566,1.4%,"No
"
7550,ABTB1,5,5,566,0.9%,"No
"
7551,FMNL2,5,5,566,0.9%,"No
"
7552,OR51B4,8,8,566,1.4%,"No
"
7553,PUS1,3,3,566,0.5%,"No
"
7554,ELFN2,7,7,566,1.2%,"No
"
7555,PIDD1,6,6,566,1.1%,"No
"
7556,CCDC68,5,5,566,0.9%,"No
"
7557,TMEM132B,39,37,566,6.5%,"No
"
7558,TBCK,8,7,566,1.2%,"No
"
7559,OR8B4,10,9,566,1.6%,"No
"
7560,MRFAP1,3,3,566,0.5%,"No
"
7561,OR8D2,15,14,566,2.5%,"No
"
7562,KRTAP4-8,2,2,566,0.4%,"No
"
7563,DCBLD1,9,9,566,1.6%,"No
"
7564,TADA2B,2,2,566,0.4%,"No
"
7565,SMIM12,1,1,566,0.2%,"No
"
7566,FLAD1,4,4,566,0.7%,"No
"
7567,MED28,2,2,566,0.4%,"No
"
7568,TRABD,1,1,566,0.2%,"No
"
7569,SPHKAP,60,52,566,9.2%,"No
"
7570,KLHL15,5,5,566,0.9%,"No
"
7571,PDGFD,9,9,566,1.6%,"No
"
7572,OR51G1,15,14,566,2.5%,"No
"
7573,TMCO6,5,5,566,0.9%,"No
"
7574,PKD1L2,42,38,566,6.7%,"No
"
7575,CPEB4,6,6,566,1.1%,"No
"
7576,BTBD9,10,10,566,1.8%,"No
"
7577,EPC1,8,8,566,1.4%,"No
"
7578,LRRC59,4,4,566,0.7%,"No
"
7579,LRRC27,4,4,566,0.7%,"No
"
7580,LMTK3,5,5,566,0.9%,"No
"
7581,TET1,28,26,566,4.6%,"Yes
"
7582,CSMD2,97,84,566,14.8%,"No
"
7583,OR8D1,14,12,566,2.1%,"No
"
7584,TMEM54,1,1,566,0.2%,"No
"
7585,AZIN2,1,1,566,0.2%,"No
"
7586,THEM5,2,2,566,0.4%,"No
"
7587,CCDC153,1,1,566,0.2%,"No
"
7588,SLC2A11,2,2,566,0.4%,"No
"
7589,FOXR1,3,3,566,0.5%,"No
"
7590,MTMR9,4,4,566,0.7%,"No
"
7591,BOLL,8,7,566,1.2%,"No
"
7592,PNPLA3,3,3,566,0.5%,"No
"
7593,CCNL2,1,1,566,0.2%,"No
"
7594,ACP4,6,5,566,0.9%,"No
"
7595,CARD16,5,4,566,0.7%,"No
"
7596,MCM10,15,14,566,2.5%,"No
"
7597,DCAF11,5,5,566,0.9%,"No
"
7598,SEL1L2,15,13,566,2.3%,"No
"
7599,TRAF3IP3,13,13,566,2.3%,"No
"
7600,BPIFB2,10,10,566,1.8%,"No
"
7601,PGLYRP2,11,11,566,1.9%,"No
"
7602,COASY,5,5,566,0.9%,"No
"
7603,PGLYRP3,9,9,566,1.6%,"No
"
7604,REEP4,2,2,566,0.4%,"No
"
7605,BCL9L,20,20,566,3.5%,"Yes
"
7606,C21ORF58,2,2,566,0.4%,"No
"
7607,ZSCAN16,1,1,566,0.2%,"No
"
7608,MYOCD,19,19,566,3.4%,"No
"
7609,VMP1,7,7,566,1.2%,"No
"
7610,TJAP1,2,2,566,0.4%,"No
"
7611,MEX3A,2,2,566,0.4%,"No
"
7612,CAGE1,11,11,566,1.9%,"No
"
7613,ULBP1,3,3,566,0.5%,"No
"
7614,ULBP2,2,2,566,0.4%,"No
"
7615,CYGB,1,1,566,0.2%,"No
"
7616,ADAM33,17,15,566,2.7%,"No
"
7617,DNAJC5,1,1,566,0.2%,"No
"
7618,OR51B2,9,9,566,1.6%,"No
"
7619,PABPC1L,5,5,566,0.9%,"No
"
7620,MIS18A,2,2,566,0.4%,"No
"
7621,CCSAP,1,1,566,0.2%,"No
"
7622,TAFA3,4,4,566,0.7%,"No
"
7623,SLC25A45,2,2,566,0.4%,"No
"
7624,RETREG3,1,1,566,0.2%,"No
"
7625,OR13C5,15,14,566,2.5%,"No
"
7626,IQCK,2,2,566,0.4%,"No
"
7627,ZNF585A,13,13,566,2.3%,"No
"
7628,NAGS,1,1,566,0.2%,"No
"
7629,LEXM,8,8,566,1.4%,"No
"
7630,INO80C,3,3,566,0.5%,"No
"
7631,CFAP57,6,6,566,1.1%,"No
"
7632,C1ORF210,3,2,566,0.4%,"No
"
7633,OR13J1,3,3,566,0.5%,"No
"
7634,NLRP7,36,33,566,5.8%,"No
"
7635,SPRR4,2,2,566,0.4%,"No
"
7636,B3GALT6,1,1,566,0.2%,"No
"
7637,CCDC24,5,5,566,0.9%,"No
"
7638,UBE2T,2,2,566,0.4%,"No
"
7639,MRPL15,3,3,566,0.5%,"No
"
7640,PUSL1,1,1,566,0.2%,"No
"
7641,PROSER3,4,4,566,0.7%,"No
"
7642,CHMP4A,3,3,566,0.5%,"No
"
7643,METTL5,1,1,566,0.2%,"No
"
7644,CCDC59,3,3,566,0.5%,"No
"
7645,OR9G4,13,12,566,2.1%,"No
"
7646,BABAM1,1,1,566,0.2%,"Yes
"
7647,PHPT1,2,2,566,0.4%,"No
"
7648,VPS37A,3,3,566,0.5%,"No
"
7649,GTPBP8,2,2,566,0.4%,"No
"
7650,ALG1L1P,2,2,566,0.4%,"No
"
7651,ZNF558,7,6,566,1.1%,"No
"
7652,SLITRK1,57,50,566,8.8%,"No
"
7653,ESCO1,10,9,566,1.6%,"No
"
7654,CCDC17,3,3,566,0.5%,"No
"
7655,COMMD9,1,1,566,0.2%,"No
"
7656,RANGRF,2,2,566,0.4%,"No
"
7657,CKAP2L,10,10,566,1.8%,"No
"
7658,MRPL22,3,3,566,0.5%,"No
"
